C,I
0.0,0.0
0.05204974017544494,0.015408190590161835
0.10409948035088988,0.03081638118032367
0.15614922052633481,0.0462245717704855
0.20819896070177976,0.06163276236064734
0.2602487008772247,0.07704095295080916
0.31229844105266963,0.092449143540971
0.3643481812281146,0.10785733413113284
0.4163979214035595,0.12326552472129468
0.46844766157900447,0.13867371531145653
0.5204974017544494,0.15408190590161833
0.5725471419298943,0.16949009649178015
0.6245968821053393,0.184898287081942
0.6766466222807842,0.20030647767210383
0.7286963624562292,0.21571466826226568
0.7807461026316741,0.23112285885242753
0.832795842807119,0.24653104944258936
0.884845582982564,0.2619392400327512
0.9368953231580089,0.27734743062291306
0.9889450633334539,0.29275562121307486
1.0409948035088987,0.30816381180323665
1.0930445436843437,0.32357200239339845
1.1450942838597886,0.3389801929835603
1.1971440240352336,0.35438838357372215
1.2491937642106785,0.369796574163884
1.3012435043861235,0.38520476475404586
1.3532932445615684,0.40061295534420766
1.4053429847370134,0.4160211459343695
1.4573927249124583,0.43142933652453136
1.5094424650879033,0.4468375271146932
1.5614922052633482,0.46224571770485506
1.6135419454387931,0.4776539082950169
1.665591685614238,0.4930620988851787
1.717641425789683,0.5084702894753405
1.769691165965128,0.5238784800655024
1.821740906140573,0.5392866706556642
1.8737906463160179,0.5546948612458261
1.9258403864914628,0.5701030518359879
1.9778901266669078,0.5855112424261497
2.0299398668423527,0.6009194330163116
2.0819896070177975,0.6163276236064733
2.1340393471932426,0.6317358141966353
2.1860890873686873,0.6471440047867969
2.2381388275441325,0.6625521953769589
2.2901885677195772,0.6779603859671206
2.3422383078950224,0.6933685765572826
2.394288048070467,0.7087767671474443
2.4463377882459123,0.7241849577376063
2.498387528421357,0.739593148327768
2.550437268596802,0.75500133891793
