xx,yy,freq,EF,ScaledTransfer,e_ScaledTransfer
-293.25000000000034,2.8502836571221814e-33,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-293.17299992300025,1.190385285774632e-08,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-293.0959998460002,4.773897432737911e-08,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-293.0189997690001,1.075899866993512e-07,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-292.941999692,1.91406072974486e-07,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-292.864999615,2.9900017787316314e-07,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-292.7879995379999,4.3004897346820487e-07,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-292.7109994609998,5.840935957588559e-07,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-292.63399938399976,7.605411542184264e-07,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-292.55699930699967,9.586670120142412e-07,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-292.4799992299996,1.1776178302430708e-06,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-292.40299915299954,1.41641536517877e-06,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-292.32599907599945,1.6739610032010933e-06,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-292.24899899899935,1.9490410138016683e-06,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-292.17199892199926,2.2403324968713357e-06,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-292.0949988449992,2.546409996371097e-06,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-292.01799876799913,2.8657527485197228e-06,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-291.94099869099904,3.1967525288002977e-06,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-291.863998613999,3.5377220584373284e-06,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-291.7869985369989,3.886903927525425e-06,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-291.7099984599988,4.242479988735451e-06,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-291.6329983829988,4.602581172508422e-06,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-291.5559983059987,4.96529767187144e-06,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-291.4789982289986,5.328689442504163e-06,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
-291.4019981519985,5.690796961474755e-06,-3.9747000000000057,0.0156,0.0029595388153246674,0.00079462463789613
