C,I
0.0,0.0
0.05204974017544494,0.01192465568273212
0.10409948035088988,0.02384931136546424
0.15614922052633481,0.03577396704819636
0.20819896070177976,0.04769862273092848
0.2602487008772247,0.0596232784136606
0.31229844105266963,0.07154793409639272
0.3643481812281146,0.08347258977912483
0.4163979214035595,0.09539724546185696
0.46844766157900447,0.1073219011445891
0.5204974017544494,0.1192465568273212
0.5725471419298943,0.13117121251005331
0.6245968821053393,0.14309586819278544
0.6766466222807842,0.1550205238755176
0.7286963624562292,0.16694517955824967
0.7807461026316741,0.1788698352409818
0.832795842807119,0.19079449092371392
0.884845582982564,0.20271914660644608
0.9368953231580089,0.2146438022891782
0.9889450633334539,0.2265684579719103
1.0409948035088987,0.2384931136546424
1.0930445436843437,0.25041776933737453
1.1450942838597886,0.26234242502010663
1.1971440240352336,0.2742670807028388
1.2491937642106785,0.2861917363855709
1.3012435043861235,0.298116392068303
1.3532932445615684,0.3100410477510352
1.4053429847370134,0.32196570343376724
1.4573927249124583,0.33389035911649934
1.5094424650879033,0.3458150147992315
1.5614922052633482,0.3577396704819636
1.6135419454387931,0.36966432616469574
1.665591685614238,0.38158898184742784
1.717641425789683,0.39351363753016
1.769691165965128,0.40543829321289215
1.821740906140573,0.41736294889562425
1.8737906463160179,0.4292876045783564
1.9258403864914628,0.44121226026108845
1.9778901266669078,0.4531369159438206
2.0299398668423527,0.4650615716265527
2.0819896070177975,0.4769862273092848
2.1340393471932426,0.48891088299201696
2.1860890873686873,0.5008355386747491
2.2381388275441325,0.5127601943574813
2.2901885677195772,0.5246848500402133
2.3422383078950224,0.5366095057229454
2.394288048070467,0.5485341614056776
2.4463377882459123,0.5604588170884096
2.498387528421357,0.5723834727711418
2.550437268596802,0.5843081284538739
