file,detuning,pulse_time,ToTF,EF,df,popt,pcov,popt_l,pcov_l,slope,e_slope,slope_l,e_slope_l
2024-11-29_B_e_detuning=-5.dat,-5,0.2,0.647,18.7,"      OmegaR2    cyc  detuning     freq   VVA  cyc.1        ROIsum       fBg  \
0    0.357103   86.0      -5.0  47.2177  1.30   86.0  14585.866667 -0.327514   
1    0.624243   96.0      -5.0  47.2177  1.33   96.0  13789.300000 -0.273852   
2    0.843513   97.0      -5.0  47.2177  1.35   97.0  13279.866667 -0.346545   
3    1.280958   91.0      -5.0  47.2177  1.38   91.0  13320.633333 -0.012311   
4    1.623171  100.0      -5.0  47.2177  1.40  100.0  13223.100000 -0.590308   
5    2.376361   84.0      -5.0  47.2177  1.43   84.0  13434.500000 -0.610087   
6    2.957999   87.0      -5.0  47.2177  1.45   87.0  13439.466667 -0.393301   
7    3.949724   88.0      -5.0  47.2177  1.48   88.0  11844.900000 -0.509880   
8    4.690385   93.0      -5.0  47.2177  1.50   93.0  11836.533333 -0.434737   
9    5.887511   85.0      -5.0  47.2177  1.53   85.0  12351.800000 -0.502683   
10   6.761106   94.0      -5.0  47.2177  1.55   94.0  12122.633333 -0.663596   
11   8.184762   92.0      -5.0  47.2177  1.58   92.0  12438.400000 -0.645390   
12   9.209376  102.0      -5.0  47.2177  1.60  102.0  12231.666667 -0.471985   
13  11.032057  104.0      -5.0  47.2177  1.63  104.0  12379.766667 -0.395446   
14  12.338545  101.0      -5.0  47.2177  1.65  101.0  11691.533333 -0.628825   
15  14.435328   95.0      -5.0  47.2177  1.68   95.0  12659.800000 -0.209582   
16  15.924550   89.0      -5.0  47.2177  1.70   89.0  12758.566667 -0.638769   

          fA1    fWidth1  ...  em_two2D_chd  em_two2D_cvd  em_ToTF  em_EF  \
0   27.790567  13.684467  ...      0.073142      0.128357      0.0    0.0   
1   26.390200  13.813433  ...      1.749531      4.413519      0.0    0.0   
2   25.634033  13.898133  ...      0.418168      0.276617      0.0    0.0   
3   25.508500  13.429300  ...      0.335344      0.320193      0.0    0.0   
4   25.806967  13.969033  ...      0.100766      0.400536      0.0    0.0   
5   26.143967  13.810033  ...      0.122929      0.020127      0.0    0.0   
6   25.972900  13.685100  ...      0.130828      0.254901      0.0    0.0   
7   23.818167  13.730667  ...      0.106931      0.060335      0.0    0.0   
8   23.591600  13.662900  ...      0.133861      0.215841      0.0    0.0   
9   24.914133  13.570767  ...      0.690813      0.241860      0.0    0.0   
10  24.563533  13.779067  ...      0.162091      0.280435      0.0    0.0   
11  24.860000  13.811600  ...      0.088286      0.038738      0.0    0.0   
12  24.941233  13.423667  ...      0.125630      0.042672      0.0    0.0   
13  24.924000  13.537767  ...      0.029800      0.060546      0.0    0.0   
14  23.821167  13.653667  ...      0.012705      0.169766      0.0    0.0   
15  25.267267  13.354800  ...      0.086486      0.162637      0.0    0.0   
16  25.798567  13.553100  ...      0.010488      0.052448      0.0    0.0   

    em_pulse_time        em_N  em_transfer   em_loss  em_anomalous_loss  \
0             0.0  626.913256     0.002383  0.039569           0.041772   
1             0.0  551.381443     0.000378  0.036275           0.036739   
2             0.0  485.902133     0.006359  0.032575           0.032376   
3             0.0  720.138834     0.007289  0.046026           0.047983   
4             0.0  360.575385     0.003404  0.019355           0.024025   
5             0.0  257.720094     0.015178  0.030203           0.017172   
6             0.0  672.483253     0.016335  0.056034           0.044808   
7             0.0  396.304816     0.019431  0.020682           0.026406   
8             0.0  341.727162     0.033224  0.045507           0.022770   
9             0.0  410.251282     0.011600  0.032769           0.027335   
10            0.0  871.108330     0.020478  0.044401           0.058043   
11            0.0  407.710155     0.046300  0.056882           0.027166   
12            0.0  411.925026     0.029450  0.045134           0.027447   
13            0.0  210.077274     0.008653  0.006046           0.013998   
14            0.0  219.428367     0.028112  0.036978           0.014621   
15            0.0  737.352109     0.022442  0.061309           0.049130   
16            0.0  313.568644     0.024867  0.039526           0.020893   

    em_OmegaR  
0         0.0  
1         0.0  
2         0.0  
3         0.0  
4         0.0  
5         0.0  
6         0.0  
7         0.0  
8         0.0  
9         0.0  
10        0.0  
11        0.0  
12        0.0  
13        0.0  
14        0.0  
15        0.0  
16        0.0  

[17 rows x 174 columns]",[0.22625951 5.90819762],"[[0.00031203 0.00911707]
 [0.00911707 0.28693546]]",[0.24822713 2.64703706],"[[7.23152387e-05 2.59972956e-03]
 [2.59972956e-03 2.42780682e-01]]",0.03829586027427224,0.0009948615372364037,0.09377546580498987,0.018304687221253568
2024-11-29_B_e_detuning=0.dat,0,0.2,0.647,18.7,"      OmegaR2   cyc  detuning     freq   VVA  cyc.1        ROIsum       fBg  \
0    0.356938  23.0       0.0  47.2227  1.30   23.0  13476.266667 -0.444324   
1    0.623953  33.0       0.0  47.2227  1.33   33.0  13963.933333 -0.435651   
2    0.843122  34.0       0.0  47.2227  1.35   34.0  13318.533333 -0.624876   
3    1.280365  28.0       0.0  47.2227  1.38   28.0  11971.400000 -0.305246   
4    1.622419  37.0       0.0  47.2227  1.40   37.0  12850.466667 -0.432962   
5    2.375260  21.0       0.0  47.2227  1.43   21.0  11881.400000 -0.226352   
6    2.956628  24.0       0.0  47.2227  1.45   24.0  11803.300000 -0.493515   
7    3.947893  25.0       0.0  47.2227  1.48   25.0  10861.740000 -0.358016   
8    4.688211  30.0       0.0  47.2227  1.50   30.0  11246.066667 -0.354654   
9    5.884783  22.0       0.0  47.2227  1.53   22.0  10512.036667 -0.413956   
10   6.757972  31.0       0.0  47.2227  1.55   31.0  10697.566667 -0.444959   
11   8.180968  29.0       0.0  47.2227  1.58   29.0  10319.806667 -0.399511   
12   9.205108  39.0       0.0  47.2227  1.60   39.0  10412.530000 -0.623507   
13  11.026944  41.0       0.0  47.2227  1.63   41.0   9951.520000 -0.293422   
14  12.332826  38.0       0.0  47.2227  1.65   38.0  10229.646667 -0.608666   
15  14.428637  32.0       0.0  47.2227  1.68   32.0  10167.700000 -0.521325   
16  15.917169  26.0       0.0  47.2227  1.70   26.0  10562.366667 -0.617615   

          fA1    fWidth1  ...  em_two2D_chd  em_two2D_cvd  em_ToTF  em_EF  \
0   26.244700  13.674567  ...      1.652007      4.293792      0.0    0.0   
1   27.291467  13.529900  ...      0.299354      0.435833      0.0    0.0   
2   26.045900  13.829233  ...      0.220189      0.291709      0.0    0.0   
3   24.419067  13.298133  ...      0.062402      0.138251      0.0    0.0   
4   25.664900  13.525233  ...      0.031397      0.186229      0.0    0.0   
5   24.291633  13.112500  ...      0.101297      0.073333      0.0    0.0   
6   24.216000  13.371833  ...      0.036819      0.068765      0.0    0.0   
7   22.632333  13.266933  ...      0.037027      0.053114      0.0    0.0   
8   23.492233  13.183267  ...      0.120984      0.083596      0.0    0.0   
9   22.564600  12.997133  ...      0.070751      0.096896      0.0    0.0   
10  22.526600  13.091133  ...      0.037534      0.057767      0.0    0.0   
11  22.438000  12.912133  ...      0.120632      0.086818      0.0    0.0   
12  22.544667  13.173100  ...      0.035750      0.052670      0.0    0.0   
13  21.465433  12.919867  ...      0.132308      0.023636      0.0    0.0   
14  21.820000  13.356267  ...      0.149318      0.161415      0.0    0.0   
15  21.972200  13.101967  ...      0.124893      0.158903      0.0    0.0   
16  22.766433  13.268867  ...      0.039742      0.035854      0.0    0.0   

    em_pulse_time        em_N  em_transfer   em_loss  em_anomalous_loss  \
0             0.0  488.499582     0.003418  0.033723           0.032902   
1             0.0  169.343389     0.003037  0.008127           0.011406   
2             0.0  374.961979     0.002594  0.024763           0.025255   
3             0.0  492.791973     0.009504  0.036607           0.033192   
4             0.0  151.216682     0.007230  0.015771           0.010185   
5             0.0  625.862638     0.023539  0.054981           0.042154   
6             0.0  193.917527     0.008408  0.004359           0.013061   
7             0.0  742.128757     0.025731  0.054086           0.049985   
8             0.0  108.020557     0.027775  0.027110           0.007276   
9             0.0  340.616340     0.028625  0.028801           0.022942   
10            0.0  272.218876     0.029111  0.027017           0.018335   
11            0.0  331.255870     0.023391  0.029743           0.022311   
12            0.0  271.290572     0.022432  0.020013           0.018273   
13            0.0  178.858367     0.030902  0.028315           0.012047   
14            0.0  484.805139     0.033150  0.036509           0.032654   
15            0.0  310.122950     0.007599  0.014581           0.020888   
16            0.0  199.121721     0.010240  0.013376           0.013412   

    em_OmegaR  
0         0.0  
1         0.0  
2         0.0  
3         0.0  
4         0.0  
5         0.0  
6         0.0  
7         0.0  
8         0.0  
9         0.0  
10        0.0  
11        0.0  
12        0.0  
13        0.0  
14        0.0  
15        0.0  
16        0.0  

[17 rows x 174 columns]",[0.66052427 6.7794848 ],"[[0.0007036  0.01267704]
 [0.01267704 0.30462835]]",[0.710536   5.35238563],"[[0.00120836 0.01483754]
 [0.01483754 0.24046542]]",0.09742986295889161,0.004947574745385748,0.13275127227171685,0.008628010480381747
