ToTF,label,color,style,linestyle,xs,Gammas_Sat,Gammas_Lin,x,y,yerr
0.306,0.31(1) $T_F$,#1b1044,"{'color': (0.042352941176470635, 0.025098039215686277, 0.10666666666666667), 'mec': (0.042352941176470635, 0.025098039215686277, 0.10666666666666667), 'mfc': (0.16941176470588254, 0.10039215686274511, 0.4266666666666667), 'marker': 'o'}",--,"[0.0, 34.348704545454545, 68.69740909090909, 103.04611363636363, 137.39481818181818, 171.74352272727273, 206.09222727272726, 240.4409318181818, 274.78963636363636, 309.1383409090909, 343.48704545454547, 377.83575, 412.1844545454545, 446.53315909090907, 480.8818636363636, 515.2305681818182, 549.5792727272727, 583.9279772727273, 618.2766818181818, 652.6253863636364, 686.9740909090909, 721.3227954545455, 755.6715, 790.0202045454546, 824.368909090909, 858.7176136363636, 893.0663181818181, 927.4150227272727, 961.7637272727272, 996.1124318181818, 1030.4611363636363, 1064.809840909091, 1099.1585454545454, 1133.5072499999999, 1167.8559545454546, 1202.204659090909, 1236.5533636363637, 1270.902068181818, 1305.2507727272728, 1339.5994772727272, 1373.9481818181819, 1408.2968863636363, 1442.645590909091, 1476.9942954545454, 1511.343, 1545.6917045454545, 1580.0404090909092, 1614.3891136363636, 1648.737818181818, 1683.0865227272727, 1717.4352272727272, 1751.7839318181818, 1786.1326363636363, 1820.481340909091, 1854.8300454545454, 1889.17875, 1923.5274545454545, 1957.8761590909091, 1992.2248636363636, 2026.5735681818182, 2060.9222727272727, 2095.270977272727, 2129.619681818182, 2163.9683863636365, 2198.317090909091, 2232.6657954545453, 2267.0144999999998, 2301.3632045454547, 2335.711909090909, 2370.0606136363635, 2404.409318181818, 2438.758022727273, 2473.1067272727273, 2507.4554318181818, 2541.804136363636, 2576.152840909091, 2610.5015454545455, 2644.85025, 2679.1989545454544, 2713.5476590909093, 2747.8963636363637, 2782.245068181818, 2816.5937727272726, 2850.942477272727, 2885.291181818182, 2919.6398863636364, 2953.988590909091, 2988.3372954545453, 3022.686, 3057.0347045454546, 3091.383409090909, 3125.7321136363635, 3160.0808181818184, 3194.429522727273, 3228.7782272727272, 3263.1269318181817, 3297.475636363636, 3331.824340909091, 3366.1730454545454, 3400.52175]","[0.0, 0.037429842774256955, 0.07310755880854929, 0.10711516683139294, 0.13953084619617548, 0.170429116605978, 0.19988100942530576, 0.22795423097255427, 0.2547133181685968, 0.2802197868993148, 0.30453227343313444, 0.32770666921867475, 0.34979624937238724, 0.3708517951515677, 0.39092171069428816, 0.4100521342946214, 0.4282870444689659, 0.44566836105730445, 0.4622360415918156, 0.47802817315438, 0.49308105993414664, 0.5074293066864476, 0.5211058982849202, 0.534142275549718, 0.5465684075261328, 0.5584128603797813, 0.5697028630667462, 0.5804643699296328, 0.590722120363445, 0.6004996956884445, 0.6098195733607377, 0.6187031786452115, 0.6271709338696118, 0.6352423053729895, 0.6429358482564465, 0.6502692490390543, 0.657259366317011, 0.6639222695195022, 0.6702732758503638, 0.6763269855004699, 0.6820973152117955, 0.6875975302703131, 0.6928402750012712, 0.6978376018369601, 0.7026009990237866, 0.7071414170323557, 0.7114692937312695, 0.7155945783825177, 0.7195267545136204, 0.7232748617191037, 0.7268475164414284, 0.7302529317791424, 0.733498936367795, 0.7365929923770178, 0.7395422126651449, 0.7423533771308086, 0.7450329482991018, 0.7475870861781364, 0.7500216624201532, 0.7523422738197353, 0.7545542551801586, 0.7566626915774551, 0.7586724300503844, 0.7605880907431852, 0.762414077526726, 0.7641545881224676, 0.7658136237525146, 0.7673949983379377, 0.7689023472665143, 0.7703391357500432, 0.7717086667904447, 0.7730140887729595, 0.7742584027039044, 0.7754444691096203, 0.7765750146124735, 0.7776526381990301, 0.7786798171948089, 0.779658912959352, 0.7805921763147025, 0.7814817527197712, 0.7823296872024847, 0.7831379290610573, 0.7839083363451887, 0.7846426801274953, 0.7853426485749905, 0.7860098508299749, 0.7866458207092591, 0.7872520202302219, 0.7878298429718101, 0.788380617278207, 0.7889056093125345, 0.7894060259676074, 0.7898830176404339, 0.7903376808768375, 0.7907710608922833, 0.7911841539747008, 0.791577909774828, 0.7919532334893443, 0.7923109879418065, 0.7926519955661754]","[0.0, 0.0383342429700048, 0.0766684859400096, 0.1150027289100144, 0.1533369718800192, 0.191671214850024, 0.2300054578200288, 0.2683397007900336, 0.3066739437600384, 0.34500818673004324, 0.383342429700048, 0.4216766726700528, 0.4600109156400576, 0.49834515861006246, 0.5366794015800672, 0.5750136445500721, 0.6133478875200769, 0.6516821304900816, 0.6900163734600865, 0.7283506164300914, 0.766684859400096, 0.8050191023701009, 0.8433533453401056, 0.8816875883101105, 0.9200218312801152, 0.95835607425012, 0.9966903172201249, 1.0350245601901296, 1.0733588031601344, 1.1116930461301393, 1.1500272891001442, 1.1883615320701488, 1.2266957750401537, 1.2650300180101584, 1.3033642609801632, 1.3416985039501679, 1.380032746920173, 1.4183669898901776, 1.4567012328601827, 1.4950354758301874, 1.533369718800192, 1.5717039617701967, 1.6100382047402018, 1.6483724477102064, 1.6867066906802113, 1.725040933650216, 1.763375176620221, 1.8017094195902257, 1.8400436625602303, 1.8783779055302354, 1.91671214850024, 1.9550463914702452, 1.9933806344402498, 2.0317148774102542, 2.070049120380259, 2.108383363350264, 2.146717606320269, 2.1850518492902737, 2.2233860922602786, 2.2617203352302835, 2.3000545782002884, 2.338388821170293, 2.3767230641402977, 2.4150573071103025, 2.4533915500803074, 2.491725793050312, 2.5300600360203167, 2.568394278990322, 2.6067285219603265, 2.6450627649303313, 2.6833970079003358, 2.721731250870341, 2.760065493840346, 2.798399736810351, 2.8367339797803552, 2.8750682227503606, 2.9134024657203654, 2.95173670869037, 2.9900709516603747, 3.028405194630379, 3.066739437600384, 3.105073680570389, 3.1434079235403933, 3.181742166510398, 3.2200764094804035, 3.258410652450408, 3.296744895420413, 3.3350791383904173, 3.3734133813604226, 3.4117476243304274, 3.450081867300432, 3.4884161102704367, 3.526750353240442, 3.565084596210447, 3.6034188391804514, 3.6417530821504562, 3.6800873251204607, 3.718421568090466, 3.756755811060471, 3.7950900540304753]","[55.252502918934724, 146.871020035578, 263.3856118310662, 400.89165391911905, 564.3997501165614, 892.728348776713, 1254.3656458516637, 1701.31399702982, 2216.2392837483817, 2776.0559014140545, 3398.846777020205]","[0.06405357953317858, 0.15931651045380263, 0.25569931360062564, 0.34202757205774853, 0.4259440237119745, 0.5439608578215345, 0.650210130718957, 0.7072842119647758, 0.7555833561230797, 0.7799070896673564, 0.7969647029155178]","[0.005410904569001454, 0.002675417613291313, 0.0024738627853979726, 0.015372973300038527, 0.002845215266129793, 0.007692241639407501, 0.01000880633906523, 0.00853737438284885, 0.009591419312398786, 0.0048761912969025, 0.002461691661552051]"
0.616,0.62(2) $T_F$,#f3655c,"{'color': (0.48945658263305314, 0.06305882352941175, 0.036033613445378254), 'mec': (0.48945658263305314, 0.06305882352941175, 0.036033613445378254), 'mfc': (0.9999999999999999, 1.0, 1.0), 'marker': 's'}",--,"[0.0, 34.348704545454545, 68.69740909090909, 103.04611363636363, 137.39481818181818, 171.74352272727273, 206.09222727272726, 240.4409318181818, 274.78963636363636, 309.1383409090909, 343.48704545454547, 377.83575, 412.1844545454545, 446.53315909090907, 480.8818636363636, 515.2305681818182, 549.5792727272727, 583.9279772727273, 618.2766818181818, 652.6253863636364, 686.9740909090909, 721.3227954545455, 755.6715, 790.0202045454546, 824.368909090909, 858.7176136363636, 893.0663181818181, 927.4150227272727, 961.7637272727272, 996.1124318181818, 1030.4611363636363, 1064.809840909091, 1099.1585454545454, 1133.5072499999999, 1167.8559545454546, 1202.204659090909, 1236.5533636363637, 1270.902068181818, 1305.2507727272728, 1339.5994772727272, 1373.9481818181819, 1408.2968863636363, 1442.645590909091, 1476.9942954545454, 1511.343, 1545.6917045454545, 1580.0404090909092, 1614.3891136363636, 1648.737818181818, 1683.0865227272727, 1717.4352272727272, 1751.7839318181818, 1786.1326363636363, 1820.481340909091, 1854.8300454545454, 1889.17875, 1923.5274545454545, 1957.8761590909091, 1992.2248636363636, 2026.5735681818182, 2060.9222727272727, 2095.270977272727, 2129.619681818182, 2163.9683863636365, 2198.317090909091, 2232.6657954545453, 2267.0144999999998, 2301.3632045454547, 2335.711909090909, 2370.0606136363635, 2404.409318181818, 2438.758022727273, 2473.1067272727273, 2507.4554318181818, 2541.804136363636, 2576.152840909091, 2610.5015454545455, 2644.85025, 2679.1989545454544, 2713.5476590909093, 2747.8963636363637, 2782.245068181818, 2816.5937727272726, 2850.942477272727, 2885.291181818182, 2919.6398863636364, 2953.988590909091, 2988.3372954545453, 3022.686, 3057.0347045454546, 3091.383409090909, 3125.7321136363635, 3160.0808181818184, 3194.429522727273, 3228.7782272727272, 3263.1269318181817, 3297.475636363636, 3331.824340909091, 3366.1730454545454, 3400.52175]","[0.0, 0.016654749511952994, 0.03272580892060137, 0.04823363450098236, 0.0631979656079973, 0.07763784980192771, 0.09157166709339203, 0.10501715333860148, 0.11799142281469567, 0.13051099000389144, 0.14259179061417548, 0.15424920186329502, 0.16549806205186687, 0.17635268945051813, 0.1868269005250988, 0.19693402752316605, 0.20668693544412375, 0.21609803841461853, 0.2251793154900365, 0.2339423259022132, 0.24239822377276493, 0.2505577723107701, 0.2584313575128723, 0.26602900138324226, 0.27336037469022817, 0.2804348092759293, 0.2872613099343632, 0.29384856587334507, 0.3002049617746687, 0.306338588466667, 0.3122572532227373, 0.31796848969893965, 0.32347956752331714, 0.32879750154914505, 0.33392906078388557, 0.3388807770052148, 0.34365895307508815, 0.3482696709624275, 0.35271879948464074, 0.35701200177782944, 0.3611547425051915, 0.3651522948127948, 0.3690097470415758, 0.3727320092041061, 0.37632381923437125, 0.37978974901851736, 0.3831342102142405, 0.3863614598662278, 0.3894756058247968, 0.39248061197463086, 0.39538030328026563, 0.3981783706547496, 0.4008783756576744, 0.4034837550285566, 0.40599782506133997, 0.4084237858255872, 0.41076472523973356, 0.41302362300158785, 0.41520335438108225, 0.4173066938801006, 0.4193363187640427, 0.42129481246961864, 0.4231846678932133, 0.42500829056400447, 0.42676800170587476, 0.4284660411920142, 0.4301045703959745, 0.4316856749428037, 0.4332113673637638, 0.4346835896580095, 0.43610421576448916, 0.4374750539472144, 0.438797849096935, 0.44007428495214695, 0.44130598624226347, 0.44249452075567447, 0.44364140133532826, 0.444748087804375, 0.4458159888243232, 0.4468464636880747, 0.4478408240501193, 0.4488003355960934, 0.4497262196538251, 0.4506196547479193, 0.45148177809985895, 0.4523136870755335, 0.45311644058203665, 0.45389106041551147, 0.45463853256175757, 0.45535980845125745, 0.45605580617021796, 0.45672741162916947, 0.4573754796906096, 0.4580008352571269, 0.45860427432139, 0.4591865649793379, 0.45974844840786167, 0.4602906398082222, 0.46081382931640424, 0.4613186828815653]","[0.0, 0.016953597728396885, 0.03390719545679377, 0.05086079318519065, 0.06781439091358754, 0.08476798864198443, 0.1017215863703813, 0.1186751840987782, 0.13562878182717508, 0.152582379555572, 0.16953597728396885, 0.18648957501236574, 0.2034431727407626, 0.2203967704691595, 0.2373503681975564, 0.2543039659259533, 0.27125756365435016, 0.28821116138274705, 0.305164759111144, 0.3221183568395408, 0.3390719545679377, 0.3560255522963346, 0.3729791500247315, 0.38993274775312836, 0.4068863454815252, 0.42383994320992213, 0.440793540938319, 0.4577471386667159, 0.4747007363951128, 0.4916543341235097, 0.5086079318519066, 0.5255615295803034, 0.5425151273087003, 0.5594687250370971, 0.5764223227654941, 0.593375920493891, 0.610329518222288, 0.6272831159506848, 0.6442367136790816, 0.6611903114074785, 0.6781439091358754, 0.6950975068642723, 0.7120511045926692, 0.7290047023210661, 0.745958300049463, 0.7629118977778598, 0.7798654955062567, 0.7968190932346536, 0.8137726909630504, 0.8307262886914475, 0.8476798864198443, 0.8646334841482411, 0.881587081876638, 0.8985406796050349, 0.9154942773334318, 0.9324478750618287, 0.9494014727902256, 0.9663550705186225, 0.9833086682470193, 1.0002622659754163, 1.0172158637038131, 1.03416946143221, 1.0511230591606069, 1.0680766568890039, 1.0850302546174007, 1.1019838523457974, 1.1189374500741942, 1.1358910478025914, 1.1528446455309882, 1.169798243259385, 1.186751840987782, 1.203705438716179, 1.220659036444576, 1.2376126341729725, 1.2545662319013695, 1.2715198296297665, 1.2884734273581633, 1.30542702508656, 1.322380622814957, 1.339334220543354, 1.3562878182717508, 1.3732414160001476, 1.3901950137285446, 1.4071486114569416, 1.4241022091853384, 1.4410558069137354, 1.4580094046421321, 1.474963002370529, 1.491916600098926, 1.508870197827323, 1.5258237955557197, 1.5427773932841164, 1.5597309910125134, 1.5766845887409104, 1.5936381864693072, 1.610591784197704, 1.6275453819261008, 1.644498979654498, 1.661452577382895, 1.6784061751112915]","[4.331302298817906, 42.92683005344224, 67.9175151440222, 114.10718037684369, 204.6298140408672, 438.49402064202474, 693.5794052271854, 974.5430172340292, 1721.8428499214049, 2640.6354511921395]","[0.0011175254518852955, 0.0196574203266173, 0.030294444110693184, 0.05162016034207423, 0.09457029902839865, 0.17602326082718145, 0.2486543937969161, 0.3182021964182378, 0.38605147445912213, 0.4443963731879472]","[0.0017980171304669706, 0.0017992132118771055, 0.0009215214060312778, 0.0019625243629527614, 0.00566591460230466, 0.007414868062334194, 0.01231954238350267, 0.004875066933605409, 0.008085352185348373, 0.0012871461344565482]"
