detuning(MHz),scaled_dimer_transfer
-3.9889664266426696,0.00634149809448592
-3.9889544254425497,0.00634169354084001
-3.98894242424243,0.00634188130466234
-3.98893042304231,0.00634206138540675
-3.98891842184219,0.00634223378254946
-3.98890642064207,0.006342398495589
-3.9888944194419502,0.00634255552404626
-3.98888241824183,0.00634270486746448
-3.98887041704171,0.00634284652540926
-3.98885841584159,0.00634298049746855
-3.98884641464147,0.00634310678325262
-3.9888344134413503,0.00634322538239415
-3.98882241224123,0.00634333629454814
-3.98881041104111,0.00634343951939197
-3.9887984098409897,0.00634353505662536
-3.9887864086408698,0.00634362290597041
-3.98877440744075,0.00634370306717158
-3.98876240624063,0.00634377553999567
-3.98875040504051,0.00634384032423188
-3.98873840384039,0.00634389741969175
-3.9887264026402702,0.00634394682620918
-3.9887144014401503,0.00634398854364047
-3.98870240024003,0.00634402257186425
-3.98869039903991,0.00634404891078154
-3.98867839783979,0.00634406756031572
-3.98866639663967,0.00634407852041254
-3.98865439543955,0.00634408179104012
-3.98864239423943,0.00634407737218894
-3.98863039303931,0.00634406526387185
-3.9886183918391898,0.00634404546612408
-3.98860639063907,0.00634401797900323
-3.98859438943895,0.00634398280258924
-3.98858238823883,0.00634393993698445
-3.98857038703871,0.00634388938231355
-3.9885583858385902,0.00634383113872361
-3.9885463846384703,0.00634376520638404
-3.98853438343835,0.00634369158548664
-3.98852238223823,0.00634361027624557
-3.9885103810381097,0.00634352127889736
-3.98849837983799,0.00634342459370087
-3.98848637863787,0.00634332022093737
-3.98847437743775,0.00634320816091047
-3.98846237623763,0.00634308841394612
-3.9884503750375098,0.00634296098039266
-3.98843837383739,0.00634282586062077
-3.98842637263727,0.00634268305502349
-3.98841437143715,0.00634253256401621
-3.98840237023703,0.00634237438803668
-3.9883903690369102,0.00634220852754498
-3.9883783678367903,0.00634203498302359
-3.98836636663667,0.00634185375497729
-3.98835436543655,0.0063416648439332
-3.9883423642364297,0.00634146825044083
-3.98833036303631,0.00634126397507198
-3.98831836183619,0.00634105201842083
-3.98830636063607,0.00634083238110387
-3.98829435943595,0.00634060506375993
-3.9882823582358298,0.00634037006705018
-3.98827035703571,0.0063401273916581
-3.98825835583559,0.00633987703828953
-3.98824635463547,0.0063396190076726
-3.98823435343535,0.00633935330055779
-3.9882223522352303,0.00633907991771786
-3.9882103510351103,0.00633879885994792
-3.9881983498349904,0.00633851012806538
-3.9881863486348696,0.00633821372290995
-3.9881743474347497,0.00633790964534366
-3.98816234623463,0.00633759789625082
-3.98815034503451,0.00633727847653806
-3.98813834383439,0.00633695138713432
-3.98812634263427,0.00633661662899079
-3.9881143414341502,0.00633627420308096
-3.98810234023403,0.00633592411040063
-3.98809033903391,0.00633556635196785
-3.98807833783379,0.00633520092882296
-3.98806633663367,0.00633482784202857
-3.9880543354335503,0.00633444709266955
-3.9880423342334304,0.00633405868185305
-3.98803033303331,0.00633366261070845
-3.9880183318331897,0.00633325888038744
-3.9880063306330698,0.00633284749206391
-3.98799432943295,0.006332428446934
-3.98798232823283,0.00633200174621611
-3.98797032703271,0.00633156739115087
-3.98795832583259,0.00633112538300114
-3.9879463246324702,0.00633067572305201
-3.98793432343235,0.00633021841261079
-3.98792232223223,0.00632975345300698
-3.98791032103211,0.00632928084559235
-3.98789831983199,0.00632880059174083
-3.9878863186318703,0.00632831269284857
-3.98787431743175,0.0063278171503339
-3.98786231623163,0.00632731396563736
-3.9878503150315097,0.00632680314022165
-3.9878383138313898,0.00632628467557168
-3.98782631263127,0.00632575857319449
-3.98781431143115,0.00632522483461933
-3.98780231023103,0.00632468346139757
-3.98779030903091,0.00632413445510279
-3.9877783078307902,0.00632357781733067
-3.98776630663067,0.00632301354969906
-3.98775430543055,0.00632244165384791
-3.98774230423043,0.00632186213143935
-3.98773030303031,0.00632127498415759
-3.98771830183019,0.00632068021370899
-3.98770630063007,0.00632007782182199
-3.98769429942995,0.00631946781024716
-3.9876822982298297,0.00631885018075713
-3.9876702970297098,0.00631822493514669
-3.98765829582959,0.00631759207523264
-3.98764629462947,0.0063169516028539
-3.98763429342935,0.00631630351987142
-3.98762229222923,0.00631564782816825
-3.9876102910291102,0.00631498452964947
-3.9875982898289903,0.00631431362624221
-3.98758628862887,0.00631363511989566
-3.98757428742875,0.006312949012581
-3.98756228622863,0.00631225530629146
-3.98755028502851,0.00631155400304231
-3.98753828382839,0.00631084510487079
-3.98752628262827,0.00631012861383615
-3.98751428142815,0.00630940453201964
-3.9875022802280298,0.00630867286152448
-3.98749027902791,0.00630793360447588
-3.98747827782779,0.00630718676302101
-3.98746627662767,0.00630643233932901
-3.98745427542755,0.00630567033559092
-3.9874422742274303,0.00630490075401983
-3.9874302730273103,0.00630412359685068
-3.98741827182719,0.00630333886634034
-3.98740627062707,0.00630254656476761
-3.9873942694269497,0.0063017466944332
-3.98738226822683,0.00630093925765973
-3.98737026702671,0.00630012425679167
-3.98735826582659,0.00629930169419541
-3.98734626462647,0.0062984715722592
-3.98733426342635,0.00629763389339311
-3.98732226222623,0.00629678866002917
-3.98731026102611,0.00629593587462115
-3.98729825982599,0.00629507553964468
-3.98728625862587,0.00629420765759722
-3.9872742574257503,0.00629333223099806
-3.9872622562256304,0.00629244926238827
-3.98725025502551,0.00629155875433072
-3.9872382538253897,0.00629066070941008
-3.9872262526252698,0.00628975513023276
-3.98721425142515,0.00628884201942694
-3.98720225022503,0.00628792137964264
-3.98719024902491,0.00628699321355151
-3.98717824782479,0.00628605752384698
-3.98716624662467,0.0062851143132442
-3.98715424542455,0.00628416358448003
-3.98714224422443,0.00628320534031304
-3.98713024302431,0.00628223958352348
-3.98711824182419,0.00628126631691329
-3.9871062406240703,0.00628028554330607
-3.9870942394239504,0.00627929726554704
-3.9870822382238296,0.00627830148650318
-3.9870702370237097,0.00627729820906301
-3.9870582358235898,0.0062762874361367
-3.98704623462347,0.00627526917065602
-3.98703423342335,0.00627424341557436
-3.98702223222323,0.0062732101738667
-3.98701023102311,0.00627216944852959
-3.9869982298229902,0.00627112124258115
-3.98698622862287,0.00627006555906106
-3.98697422742275,0.0062690024010305
-3.98696222622263,0.0062679317715723
-3.98695022502251,0.0062668536737907
-3.9869382238223903,0.00626576811081148
-3.9869262226222704,0.0062646750857819
-3.98691422142215,0.00626357460187073
-3.9869022202220297,0.00626246666226821
-3.9868902190219098,0.00626135127018601
-3.98687821782179,0.00626022842885728
-3.98686621662167,0.00625909814153653
-3.98685421542155,0.00625796041149986
-3.98684221422143,0.0062568152420446
-3.9868302130213102,0.00625566263648955
-3.98681821182119,0.00625450259817489
-3.98680621062107,0.00625333513046216
-3.98679420942095,0.00625216023673427
-3.98678220822083,0.00625097792039546
-3.9867702070207103,0.00624978818487131
-3.98675820582059,0.0062485910336087
-3.98674620462047,0.00624738647007578
-3.9867342034203497,0.00624617449776214
-3.9867222022202298,0.00624495512017849
-3.98671020102011,0.00624372834085685
-3.98669819981999,0.00624249416335049
-3.98668619861987,0.00624125259123393
-3.98667419741975,0.00624000362810289
-3.9866621962196302,0.00623874727757431
-3.98665019501951,0.00623748354328632
-3.98663819381939,0.00623621242889823
-3.98662619261927,0.00623493393809046
-3.98661419141915,0.00623364807456473
-3.98660219021903,0.00623235484204377
-3.98659018901891,0.00623105424427144
-3.98657818781879,0.00622974628501275
-3.9865661866186697,0.00622843096805377
-3.98655418541855,0.00622710829720166
-3.98654218421843,0.00622577827628466
-3.98653018301831,0.00622444090915202
-3.98651818181819,0.00622309619967405
-3.98650618061807,0.00622174415174203
-3.9864941794179503,0.00622038476926839
-3.9864821782178304,0.00621901805618638
-3.98647017701771,0.0062176440164503
-3.98645817581759,0.0062162626540354
-3.9864461746174698,0.00621487397293785
-3.98643417341735,0.00621347797717477
-3.98642217221723,0.00621207467078418
-3.98641017101711,0.00621066405782501
-3.98639816981699,0.00620924614237706
-3.98638616861687,0.00620782092854091
-3.98637416741675,0.00620638842043821
-3.98636216621663,0.00620494862221123
-3.98635016501651,0.00620350153802313
-3.98633816381639,0.00620204717205787
-3.9863261626162703,0.00620058552852018
-3.9863141614161504,0.00619911661163557
-3.98630216021603,0.00619764042565031
-3.9862901590159097,0.00619615697483137
-3.9862781578157898,0.00619466626346642
-3.98626615661567,0.00619316829586396
-3.98625415541555,0.00619166307635305
-3.98624215421543,0.00619015060928343
-3.98623015301531,0.00618863089902553
-3.98621815181519,0.00618710394997038
-3.98620615061507,0.00618556976652963
-3.98619414941495,0.00618402835313557
-3.98618214821483,0.00618247971424102
-3.98617014701471,0.00618092385431938
-3.9861581458145903,0.00617936077786457
-3.9861461446144704,0.00617779048939117
-3.98613414341435,0.00617621299343413
-3.9861221422142297,0.00617462829454894
-3.9861101410141,0.00617303639731156
-3.98609813981399,0.00617143730631843
-3.98608613861387,0.00616983102618641
-3.98607413741375,0.0061682175615528
-3.98606213621363,0.0061665969170753
-3.98605013501351,0.006164969097432
-3.9860381338133797,0.00616333410732129
-3.9860261326132598,0.0061616919514621
-3.98601413141314,0.00616004263459352
-3.98600213021303,0.006158386161475
-3.9859901290129,0.00615672253688628
-3.9859781278127904,0.00615505176562742
-3.9859661266126696,0.00615337385251869
-3.9859541254125497,0.00615168880240062
-3.9859421242124298,0.00614999662013397
-3.98593012301231,0.00614829731059969
-3.98591812181218,0.00614659087869886
-3.9859061206120603,0.00614487732935291
-3.9858941194119404,0.00614315666750322
-3.9858821182118196,0.00614142889811138
-3.9858701170116997,0.00613969402615907
-3.98585811581158,0.00613795205664805
-3.98584611461147,0.00613620299460018
-3.98583411341135,0.00613444684505733
-3.9858221122112303,0.00613268361308145
-3.9858101110111,0.00613091330375437
-3.98579810981098,0.00612913592217818
-3.98578610861086,0.00612735147347469
-3.98577410741074,0.00612555996278573
-3.98576210621062,0.00612376139527311
-3.9857501050105,0.00612195577611848
-3.9857381038103803,0.00612014311052344
-3.98572610261026,0.00611832340370943
-3.9857141014101396,0.00611649666091776
-3.9857021002100197,0.00611466288740954
-3.9856900990099,0.00611282208846566
-3.98567809780978,0.00611097426938697
-3.98566609660966,0.00610911943549391
-3.98565409540954,0.00610725759212674
-3.98564209420942,0.0061053887446454
-3.9856300930093003,0.0061035128984296
-3.98561809180918,0.00610163005887871
-3.98560609060906,0.00609974023141174
-3.98559408940894,0.00609784342146739
-3.98558208820882,0.00609593963450395
-3.9855700870087,0.00609402887599925
-3.98555808580858,0.00609211115145093
-3.98554608460846,0.00609018646637596
-3.9855340834083397,0.00608825482631092
-3.98552208220822,0.00608631623681191
-3.9855100810081,0.00608437070345452
-3.98549807980798,0.00608241823183383
-3.98548607860786,0.00608045882756436
-3.98547407740774,0.00607849249628005
-3.9854620762076203,0.00607651924363428
-3.9854500750075,0.00607453907529972
-3.98543807380738,0.00607255199696862
-3.98542607260726,0.00607055801435238
-3.98541407140714,0.00606855713318177
-3.98540207020702,0.00606654935920686
-3.9853900690069,0.00606453469819701
-3.98537806780678,0.00606251315594083
-3.9853660666066597,0.00606048473824615
-3.98535406540654,0.00605844945094003
-3.98534206420642,0.00605640729986862
-3.9853300630063,0.00605435829089748
-3.98531806180618,0.00605230242991107
-3.98530606060606,0.00605023972281305
-3.9852940594059403,0.00604817017552619
-3.98528205820582,0.0060460937939923
-3.9852700570057,0.00604401058417228
-3.98525805580558,0.00604192055204603
-3.9852460546054598,0.00603982370361245
-3.98523405340534,0.00603772004488946
-3.98522205220522,0.0060356095819138
-3.9852100510051,0.00603349232074144
-3.9851980498049797,0.00603136826744698
-3.98518604860486,0.00602923742812401
-3.98517404740474,0.00602709980888499
-3.98516204620462,0.00602495541586119
-3.9851500450045,0.00602280425520272
-3.98513804380438,0.00602064633307848
-3.9851260426042603,0.00601848165567614
-3.9851140414041404,0.00601631022920211
-3.98510204020402,0.00601413205988145
-3.9850900390038997,0.00601194715395814
-3.98507803780378,0.00600975551769462
-3.98506603660366,0.00600755715737204
-3.98505403540354,0.00600535207929017
-3.98504203420342,0.00600314028976739
-3.9850300330033,0.00600092179514067
-3.98501803180318,0.0059986966017655
-3.98500603060306,0.00599646471601593
-3.98499402940294,0.00599422614428449
-3.98498202820282,0.00599198089298211
-3.9849700270027,0.00598972896853843
-3.9849580258025803,0.00598747037740126
-3.9849460246024604,0.00598520512603691
-3.9849340234023396,0.00598293322093005
-3.9849220222022197,0.00598065466858371
-3.9849100210021,0.00597836947551925
-3.98489801980198,0.00597607764827635
-3.98488601860186,0.00597377919341294
-3.98487401740174,0.00597147411750514
-3.98486201620162,0.00596916242714753
-3.9848500150015,0.00596684412895267
-3.98483801380138,0.00596451922955135
-3.98482601260126,0.00596218773559252
-3.98481401140114,0.00595984965374327
-3.98480201020102,0.00595750499068878
-3.9847900090009003,0.00595515375313229
-3.98477800780078,0.0059527959477951
-3.9847660066006596,0.00595043158141655
-3.9847540054005397,0.00594806066075386
-3.98474200420042,0.0059456831925825
-3.9847300030003,0.00594329918369562
-3.98471800180018,0.00594090864090437
-3.98470600060006,0.00593851157103779
-3.98469399939994,0.0059361079809428
-3.9846819981998203,0.00593369787748414
-3.9846699969997,0.00593128126754437
-3.98465799579958,0.00592885815802384
-3.98464599459946,0.00592642855584067
-3.98463399339934,0.00592399246793059
-3.9846219921992203,0.00592154990124734
-3.9846099909991,0.00591910086276207
-3.98459798979898,0.00591664535946363
-3.9845859885988597,0.00591418339835855
-3.98457398739874,0.00591171498647093
-3.98456198619862,0.00590924013084243
-3.9845499849985,0.00590675883853229
-3.98453798379838,0.00590427111661725
-3.98452598259826,0.00590177697219152
-3.9845139813981403,0.00589927641236671
-3.98450198019802,0.00589676944427214
-3.9844899789979,0.00589425607505426
-3.98447797779778,0.00589173631187697
-3.98446597659766,0.00588921016192154
-3.98445397539754,0.00588667763238659
-3.98444197419742,0.00588413873048799
-3.9844299729973,0.00588159346345891
-3.9844179717971797,0.00587904183854977
-3.98440597059706,0.00587648386302808
-3.98439396939694,0.00587391954417885
-3.98438196819682,0.00587134888930395
-3.9843699669967,0.00586877190572248
-3.98435796579658,0.00586618860077065
-3.9843459645964603,0.00586359898180171
-3.98433396339634,0.005861003056186
-3.98432196219622,0.00585840083131086
-3.9843099609961,0.00585579231458061
-3.98429795979598,0.00585317751341654
-3.98428595859586,0.00585055643525677
-3.98427395739574,0.00584792908755663
-3.98426195619562,0.00584529547778803
-3.9842499549954997,0.0058426556134398
-3.98423795379538,0.00584000950201762
-3.98422595259526,0.00583735715104393
-3.98421395139514,0.00583469856805796
-3.98420195019502,0.00583203376061565
-3.9841899489949,0.00582936273628964
-3.9841779477947803,0.00582668550266926
-3.9841659465946604,0.00582400206736037
-3.98415394539454,0.00582131243798575
-3.9841419441944197,0.00581861662218447
-3.9841299429943,0.00581591462761225
-3.98411794179418,0.00581320646194134
-3.98410594059406,0.00581049213286048
-3.98409393939394,0.00580777164807489
-3.98408193819382,0.00580504501530623
-3.9840699369937,0.00580231224229254
-3.98405793579358,0.00579957333678828
-3.98404593459346,0.00579682830656413
-3.98403393339334,0.0057940771594074
-3.98402193219322,0.0057913199031214
-3.9840099309931003,0.00578855654552577
-3.9839979297929804,0.00578578709445642
-3.9839859285928596,0.00578301155776543
-3.9839739273927397,0.00578022994332106
-3.98396192619262,0.0057774422590077
-3.9839499249925,0.00577464851272587
-3.98393792379238,0.00577184871239205
-3.98392592259226,0.00576904286593908
-3.98391392139214,0.00576623098131551
-3.98390192019202,0.00576341306648599
-3.9838899189919,0.00576058912943111
-3.98387791779178,0.00575775917814741
-3.98386591659166,0.0057549232206473
-3.98385391539154,0.00575208126495908
-3.9838419141914203,0.00574923331912686
-3.9838299129913004,0.00574637939121058
-3.9838179117911796,0.00574351948928583
-3.9838059105910597,0.00574065362144427
-3.98379390939094,0.00573778179579295
-3.98378190819082,0.0057349040204547
-3.9837699069907,0.005732020303568
-3.98375790579058,0.00572913065328697
-3.98374590459046,0.00572623507778128
-3.98373390339034,0.00572333358523619
-3.98372190219022,0.00572042618385247
-3.9837099009901,0.00571751288184637
-3.98369789978998,0.00571459368744952
-3.98368589858986,0.00571166860890928
-3.9836738973897403,0.00570873765448811
-3.98366189618962,0.00570580083246393
-3.9836498949894996,0.00570285815112998
-3.9836378937893797,0.00569990961879483
-3.98362589258926,0.00569695524378231
-3.98361389138914,0.0056939950344315
-3.98360189018902,0.00569102899909667
-3.9835898889889,0.00568805714614728
-3.98357788778878,0.00568507948396782
-3.9835658865886603,0.00568209602095823
-3.98355388538854,0.00567910676553319
-3.98354188418842,0.00567611172612255
-3.9835298829883,0.00567311091117115
-3.9835178817881802,0.00567010432913885
-3.98350588058806,0.00566709198850043
-3.98349387938794,0.00566407389774561
-3.98348187818782,0.00566105006537899
-3.9834698769876997,0.0056580204999199
-3.98345787578758,0.00565498520990285
-3.98344587458746,0.0056519442038768
-3.98343387338734,0.00564889749040556
-3.98342187218722,0.00564584507806767
-3.9834098709871,0.00564278697545637
-3.9833978697869803,0.00563972319117956
-3.98338586858686,0.00563665373385976
-3.98337386738674,0.00563357861213408
-3.98336186618662,0.00563049783465418
-3.9833498649865,0.00562741141008616
-3.98333786378638,0.00562431934711093
-3.98332586258626,0.00562122165442355
-3.98331386138614,0.00561811834073357
-3.9833018601860197,0.00561500941476499
-3.9832898589859,0.00561189488525614
-3.98327785778578,0.00560877476095967
-3.98326585658566,0.00560564905064256
-3.98325385538554,0.00560251776308601
-3.98324185418542,0.00559938090708548
-3.9832298529853003,0.00559623849145048
-3.98321785178518,0.00559309052500506
-3.98320585058506,0.00558993701658702
-3.98319384938494,0.00558677797504839
-3.98318184818482,0.00558361340925524
-3.9831698469847,0.00558044332808769
-3.98315784578458,0.00557726774043983
-3.98314584458446,0.00557408665521972
-3.9831338433843397,0.00557090008134934
-3.98312184218422,0.00556770802776456
-3.9831098409841,0.00556451050341498
-3.98309783978398,0.00556130751726441
-3.98308583858386,0.00555809907829006
-3.98307383738374,0.00555488519548302
-3.9830618361836203,0.00555166587784809
-3.9830498349835004,0.00554844113440379
-3.98303783378338,0.00554521097418225
-3.9830258325832597,0.00554197540622925
-3.98301383138314,0.00553873443960414
-3.98300183018302,0.0055354880833798
-3.9829898289829,0.00553223634664252
-3.98297782778278,0.00552897923849245
-3.98296582658266,0.0055257167680428
-3.98295382538254,0.0055224489444203
-3.98294182418242,0.00551917577676508
-3.9829298229823,0.0055158972742306
-3.98291782178218,0.00551261344598362
-3.98290582058206,0.00550932430120418
-3.9828938193819403,0.00550602984908556
-3.9828818181818204,0.00550273009883409
-3.9828698169816996,0.00549942505966968
-3.9828578157815797,0.00549611474082497
-3.98284581458146,0.00549279915154582
-3.98283381338134,0.00548947830109118
-3.98282181218122,0.00548615219873299
-3.9828098109811,0.0054828208537562
-3.98279780978098,0.0054794842754587
-3.98278580858086,0.00547614247315134
-3.98277380738074,0.0054727954561578
-3.98276180618062,0.00546944323381453
-3.9827498049805,0.00546608581547115
-3.9827378037803802,0.00546272321048968
-3.9827258025802603,0.00545935542824501
-3.98271380138014,0.00545598247812476
-3.9827018001800196,0.00545260436952919
-3.9826897989798997,0.00544922111187121
-3.98267779777978,0.00544583271457634
-3.98266579657966,0.00544243918708265
-3.98265379537954,0.00543904053884075
-3.98264179417942,0.00543563677931362
-3.9826297929793,0.00543222791797706
-3.98261779177918,0.00542881396431894
-3.98260579057906,0.00542539492783962
-3.98259378937894,0.00542197081805182
-3.98258178817882,0.00541854164448056
-3.9825697869787002,0.00541510741666317
-3.98255778577858,0.00541166814414919
-3.98254578457846,0.00540822383650037
-3.9825337833783396,0.00540477450329065
-3.9825217821782197,0.00540132015410596
-3.9825097809781,0.00539786079854472
-3.98249777977798,0.00539439644621701
-3.98248577857786,0.00539092710674509
-3.98247377737774,0.00538745278976318
-3.98246177617762,0.00538397350491748
-3.9824497749775003,0.00538048926186607
-3.98243777377738,0.00537700007027894
-3.98242577257726,0.0053735059398379
-3.98241377137714,0.0053700068802366
-3.9824017701770202,0.00536650290118029
-3.9823897689769,0.00536299401238636
-3.98237776777678,0.00535948022358352
-3.98236576657666,0.00535596154451224
-3.9823537653765397,0.00535243798492463
-3.98234176417642,0.00534890955458438
-3.9823297629763,0.00534537626326673
-3.98231776177618,0.00534183812075844
-3.98230576057606,0.00533829513685773
-3.98229375937594,0.00533474732137413
-3.9822817581758203,0.00533119468412899
-3.9822697569757,0.00532763723495459
-3.98225775577558,0.00532407498369469
-3.98224575457546,0.00532050794020434
-3.98223375337534,0.00531693611434984
-3.98222175217522,0.0053133595160087
-3.9822097509751,0.00530977815506962
-3.98219774977498,0.00530619204143242
-3.9821857485748597,0.00530260118500806
-3.98217374737474,0.00529900559571838
-3.98216174617462,0.00529540528349669
-3.9821497449745,0.0052918002582869
-3.98213774377438,0.00528819053004396
-3.98212574257426,0.00528457610873377
-3.9821137413741403,0.00528095700433311
-3.98210174017402,0.00527733322682959
-3.9820897389739,0.00527370478622163
-3.9820777377737797,0.00527007169251841
-3.98206573657366,0.00526643395573984
-3.98205373537354,0.00526279158591638
-3.98204173417342,0.00525914459308957
-3.9820297329733,0.00525549298731115
-3.9820177317731797,0.00525183677864356
-3.98200573057306,0.00524817597715978
-3.98199372937294,0.00524451059294331
-3.98198172817282,0.0052408406360881
-3.9819697269727,0.00523716611669853
-3.9819577257725802,0.00523348704488937
-3.9819457245724603,0.00522980343078573
-3.9819337233723404,0.00522611528452291
-3.9819217221722196,0.00522242261624688
-3.9819097209720997,0.00521872543611345
-3.98189771977198,0.00521502375428874
-3.98188571857186,0.00521131758094906
-3.98187371737174,0.00520760692628083
-3.98186171617162,0.00520389180048053
-3.9818497149715,0.00520017221375472
-3.98183771377138,0.00519644817631994
-3.98182571257126,0.00519271969840258
-3.98181371137114,0.00518898679023935
-3.98180171017102,0.00518524946207647
-3.9817897089709002,0.00518150772417012
-3.9817777077707803,0.0051777615867863
-3.9817657065706604,0.00517401106020081
-3.9817537053705396,0.00517025615469915
-3.9817417041704197,0.00516649688057655
-3.9817297029703,0.00516273324813789
-3.98171770177018,0.00515896526769765
-3.98170570057006,0.00515519294957979
-3.98169369936994,0.00515141630411822
-3.98168169816982,0.00514763534165593
-3.9816696969697,0.00514385007254551
-3.98165769576958,0.00514006050714899
-3.98164569456946,0.00513626665583779
-3.98163369336934,0.00513246852899268
-3.9816216921692202,0.00512866613700374
-3.9816096909691003,0.0051248594902703
-3.98159768976898,0.00512104859920098
-3.9815856885688596,0.00511723347421338
-3.9815736873687397,0.00511341412573474
-3.98156168616862,0.00510959056420097
-3.9815496849685,0.00510576280005721
-3.98153768376838,0.00510193084375761
-3.98152568256826,0.00509809470576535
-3.98151368136814,0.00509425439655255
-3.98150168016802,0.00509040992660027
-3.9814896789679,0.00508656130639845
-3.98147767776778,0.00508270854644585
-3.98146567656766,0.00507885165724991
-3.9814536753675402,0.00507499064932727
-3.98144167416742,0.00507112553320286
-3.9814296729673,0.00506725631941043
-3.9814176717671796,0.00506338301849238
-3.9814056705670597,0.00505950564099972
-3.98139366936694,0.00505562419749205
-3.98138166816682,0.00505173869853745
-3.9813696669667,0.00504784915471254
-3.98135766576658,0.0050439555766022
-3.98134566456646,0.0050400579748002
-3.9813336633663403,0.00503615635990821
-3.98132166216622,0.0050322507425364
-3.9813096609661,0.00502834113330321
-3.98129765976598,0.00502442754283535
-3.98128565856586,0.00502050998176773
-3.98127365736574,0.00501658846074345
-3.98126165616562,0.00501266299041373
-3.9812496549655,0.00500873358143788
-3.9812376537653797,0.00500480024448312
-3.98122565256526,0.00500086299022515
-3.98121365136514,0.00499692182934717
-3.98120165016502,0.00499297677254047
-3.9811896489649,0.00498902783050425
-3.9811776477647802,0.00498507501394554
-3.9811656465646603,0.00498111833357922
-3.98115364536454,0.00497715780012791
-3.98114164416442,0.00497319342432199
-3.9811296429642997,0.00496922521689952
-3.98111764176418,0.00496525318860608
-3.98110564056406,0.00496127735019531
-3.98109363936394,0.00495729771242797
-3.98108163816382,0.00495331428607252
-3.9810696369636998,0.0049493270819049
-3.98105763576358,0.00494533611070852
-3.98104563456346,0.0049413413832742
-3.98103363336334,0.00493734291040012
-3.98102163216322,0.00493334070289183
-3.9810096309631002,0.00492933477156215
-3.9809976297629803,0.004925325127231
-3.98098562856286,0.00492131178072601
-3.98097362736274,0.00491729474288147
-3.9809616261626197,0.00491327402453901
-3.9809496249625,0.00490924963654733
-3.98093762376238,0.00490522158976219
-3.98092562256226,0.00490118989504635
-3.98091362136214,0.00489715456326957
-3.9809016201620198,0.00489311560530853
-3.9808896189619,0.00488907303204664
-3.98087761776178,0.00488502685437465
-3.98086561656166,0.00488097708318965
-3.98085361536154,0.00487692372939564
-3.9808416141614202,0.00487286680390337
-3.9808296129613003,0.00486880631763028
-3.9808176117611804,0.00486474228150046
-3.9808056105610596,0.00486067470644462
-3.9807936093609397,0.00485660360340002
-3.98078160816082,0.00485252898331046
-3.9807696069607,0.00484845085712609
-3.98075760576058,0.00484436923580395
-3.98074560456046,0.00484028413030703
-3.98073360336034,0.00483619555160487
-3.98072160216022,0.00483210351067329
-3.9807096009601,0.00482800801849444
-3.98069759975998,0.0048239090860567
-3.98068559855986,0.00481980672435465
-3.9806735973597402,0.00481570094438903
-3.9806615961596203,0.00481159175716674
-3.9806495949595,0.00480747917370057
-3.9806375937593796,0.00480336320500983
-3.9806255925592597,0.00479924386211939
-3.98061359135914,0.00479512115606021
-3.98060159015902,0.00479099509786917
-3.9805895889589,0.00478686569858906
-3.98057758775878,0.00478273296926848
-3.98056558655866,0.00477859692096184
-3.98055358535854,0.00477445756472932
-3.98054158415842,0.0047703149116368
-3.9805295829583,0.00476616897275569
-3.98051758175818,0.00476201975916351
-3.9805055805580603,0.0047578672819429
-3.98049357935794,0.0047537115521822
-3.98048157815782,0.0047495525809753
-3.9804695769576997,0.00474539037942152
-3.9804575757575797,0.00474122495862563
-3.98044557455746,0.00473705632969781
-3.98043357335734,0.00473288450375357
-3.98042157215722,0.00472870949191356
-3.9804095709571,0.0047245313053042
-3.9803975697569802,0.00472034995505667
-3.98038556855686,0.00471616545230745
-3.98037356735674,0.00471197780819821
-3.98036156615662,0.0047077870338757
-3.9803495649565,0.00470359314049176
-3.9803375637563803,0.00469939613920322
-3.98032556255626,0.00469519604117193
-3.98031356135614,0.00469099285756463
-3.9803015601560197,0.00468678659955286
-3.9802895589558998,0.00468257727831346
-3.98027755775578,0.00467836490502763
-3.98026555655566,0.00467414949088148
-3.98025355535554,0.00466993104706589
-3.98024155415542,0.0046657095847764
-3.9802295529553002,0.00466148511521325
-3.9802175517551803,0.00465725764958125
-3.98020555055506,0.0046530271990898
-3.98019354935494,0.00464879377495283
-3.98018154815482,0.0046445573883886
-3.9801695469547,0.00464031805062032
-3.98015754575458,0.00463607577287508
-3.98014554455446,0.00463183056638455
-3.98013354335434,0.00462758244238468
-3.9801215421542198,0.00462333141211574
-3.9801095409541,0.00461907748682223
-3.98009753975398,0.00461482067775284
-3.98008553855386,0.00461056099616044
-3.98007353735374,0.00460629845330202
-3.9800615361536202,0.00460203306043847
-3.9800495349535003,0.00459776482883522
-3.98003753375338,0.00459349376976122
-3.98002553255326,0.0045892198944895
-3.9800135313531397,0.00458494321429705
-3.98000153015302,0.00458066374046469
-3.9799895289529,0.00457638148427711
-3.97997752775278,0.00457209645702278
-3.97996552655266,0.0045678086699939
-3.9799535253525398,0.00456351813448623
-3.97994152415242,0.0045592248617997
-3.9799295229523,0.00455492886323736
-3.97991752175218,0.00455063015010602
-3.97990552055206,0.00454632873371601
-3.9798935193519402,0.00454202462538119
-3.9798815181518203,0.00453771783641887
-3.9798695169517,0.00453340837814978
-3.9798575157515796,0.00452909626189804
-3.9798455145514597,0.00452478149899109
-3.97983351335134,0.0045204641007595
-3.97982151215122,0.00451614407853762
-3.9798095109511,0.0045118214436625
-3.97979750975098,0.00450749620747451
