tau_F/t_RF,I,I_error
0.01869771417902906,0.1653452896821452,0.009920717380928713
0.19894367886486913,0.5042131431230801,0.20801384674603002
0.33157279810811546,1.39002663759145,0.24088367164007998
0.49735919716217236,1.4673622913706499,0.23887372664691733
0.6631455962162309,1.6563821649129802,0.22110381825396
0.8744777092961283,2.1603610978320877,0.17282888782656702
0.9947183943243497,1.83332693134306,0.27044248480844
1.4210262776062077,1.93314077467975,0.32352757861485004
1.9894367886486912,2.02602884751697,0.40055837552224005
