xx,yy,yy_loss
45.14058307633929,13490.5909076509,2.0311893463042705e-61
45.1466436823999,13490.5909076509,7.568944311816183e-59
45.152704288460505,13490.5909076509,2.4994531912755147e-56
45.158764894521106,13490.5909076509,7.314413423213137e-54
45.16482550058171,13490.5909076509,1.8968753706523554e-51
45.17088610664232,13490.5909076509,4.359361550714841e-49
45.17694671270293,13490.5909076509,8.878340136754805e-47
45.18300731876353,13490.5909076509,1.602379820038888e-44
45.18906792482414,13490.5909076509,2.5628545104694642e-42
45.195128530884745,13490.5909076509,3.6325134938636674e-40
45.20118913694535,13490.5909076509,4.5626306951707473e-38
45.20724974300595,13490.5909076509,5.078648987311059e-36
45.21331034906656,13490.5909076509,5.0096325831025535e-34
45.21937095512717,13490.5909076509,4.379135167686935e-32
45.225431561187776,13490.5909076509,3.392310713236957e-30
45.23149216724838,13490.5909076509,2.328775885439858e-28
45.237552773308984,13490.5909076509,1.4167217607360076e-26
45.24361337936959,13490.5909076509,7.637763948557443e-25
45.2496739854302,13490.5909076509,3.64899020258754e-23
45.25573459149081,13490.5909076509,1.5449127612813923e-21
45.26179519755141,13490.5909076509,5.796422342086568e-20
45.267855803612015,13490.5909076509,1.9272625434219687e-18
45.27391640967262,13490.5909076509,5.678668776616404e-17
45.27997701573323,13490.5909076509,1.482780934057313e-15
45.28603762179383,13490.5909076509,3.431091075328649e-14
45.29209822785444,13490.5909076509,7.035780745701668e-13
45.298158833915046,13490.590907650887,1.2785483207257833e-11
45.304219439975654,13490.590907650694,2.058954706938261e-10
45.310280046036254,13490.590907647962,2.9383345244072216e-09
45.31634065209686,13490.59090761374,3.716040861200801e-08
45.32240125815747,13490.59090723443,4.164707659288974e-07
45.32846186421808,13490.590903514587,4.136312670807055e-06
45.334522470278685,13490.5908712454,3.640549974751145e-05
45.340583076339286,13490.590623698572,0.00028395232679615456
45.34664368239989,13490.588944974663,0.001962676237538963
45.3527042884605,13490.578885651692,0.012021999208216115
45.35876489452111,13490.525650287405,0.06525736349486375
45.36482550058171,13490.27699620587,0.31391144503032026
45.37088610664232,13489.252742934454,1.3381647164454575
45.376946712702924,13485.53572563838,5.055182012519628
45.38300731876353,13473.667460970399,16.92344668050126
45.38906792482413,13440.383749976923,50.20715767397717
45.39512853088474,13358.592937682824,131.99796996807504
45.40118913694535,13183.056532770897,307.5343748800018
45.407249743005956,12855.633084123676,634.9578235272237
45.41331034906656,12328.818951613745,1161.7719560371552
45.419370955127164,11606.847710178741,1883.7431974721583
45.42543156118777,10783.84615741562,2706.7447502352784
45.43149216724838,10043.936755030258,3446.6541526206415
45.43755277330899,9601.277782190227,3889.313125460673
45.44361337936959,9601.277782190227,3889.313125460673
45.449673985430195,10043.936755030258,3446.6541526206415
45.4557345914908,10783.84615741562,2706.7447502352784
45.46179519755141,11606.847710178741,1883.7431974721583
45.46785580361201,12328.818951613745,1161.7719560371552
45.47391640967262,12855.633084123676,634.9578235272237
45.479977015733226,13183.056532770897,307.5343748800018
45.486037621793834,13358.592937682824,131.99796996807504
45.49209822785444,13440.383749976923,50.20715767397717
45.49815883391504,13473.667460970399,16.92344668050126
45.50421943997565,13485.53572563838,5.055182012519628
45.51028004603626,13489.252742934454,1.3381647164454575
45.516340652096865,13490.27699620587,0.31391144503032026
45.522401258157466,13490.525650287405,0.06525736349486375
45.52846186421807,13490.578885651692,0.012021999208216115
45.53452247027868,13490.588944974663,0.001962676237538963
45.54058307633929,13490.590623698572,0.00028395232679615456
45.54664368239989,13490.5908712454,3.640549974751145e-05
45.5527042884605,13490.590903514587,4.136312670807055e-06
45.558764894521104,13490.59090723443,4.164707659288974e-07
45.56482550058171,13490.59090761374,3.716040861200801e-08
45.57088610664232,13490.590907647962,2.9383345244072216e-09
45.57694671270292,13490.590907650694,2.058954706938261e-10
45.58300731876353,13490.590907650887,1.2785483207257833e-11
45.589067924824136,13490.5909076509,7.035780745701668e-13
45.59512853088474,13490.5909076509,3.431091075328649e-14
45.601189136945344,13490.5909076509,1.482780934057313e-15
45.60724974300595,13490.5909076509,5.678668776616404e-17
45.61331034906656,13490.5909076509,1.9272625434219687e-18
45.61937095512717,13490.5909076509,5.796422342086568e-20
45.62543156118777,13490.5909076509,1.5449127612813923e-21
45.631492167248375,13490.5909076509,3.64899020258754e-23
45.63755277330898,13490.5909076509,7.637763948557443e-25
45.64361337936959,13490.5909076509,1.4167217607360076e-26
45.64967398543019,13490.5909076509,2.328775885439858e-28
45.6557345914908,13490.5909076509,3.392310713236957e-30
45.661795197551406,13490.5909076509,4.379135167686935e-32
45.667855803612014,13490.5909076509,5.0096325831025535e-34
45.67391640967262,13490.5909076509,5.078648987311059e-36
45.67997701573322,13490.5909076509,4.5626306951707473e-38
45.68603762179383,13490.5909076509,3.6325134938636674e-40
45.69209822785444,13490.5909076509,2.5628545104694642e-42
45.698158833915045,13490.5909076509,1.602379820038888e-44
45.704219439975645,13490.5909076509,8.878340136754805e-47
45.71028004603625,13490.5909076509,4.359361550714841e-49
45.71634065209686,13490.5909076509,1.8968753706523554e-51
45.72240125815747,13490.5909076509,7.314413423213137e-54
45.72846186421807,13490.5909076509,2.4994531912755147e-56
45.73452247027868,13490.5909076509,7.568944311816183e-59
45.740583076339284,13490.5909076509,2.0311893463042705e-61
