xx,yy,freq,EF,ScaledTransfer,e_ScaledTransfer
-293.25000000000034,2.6679512028606935e-33,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-293.17299992300025,1.1142364189312549e-08,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-293.0959998460002,4.46851153434541e-08,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-293.0189997690001,1.0070746247063629e-07,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-292.941999692,1.7916183933170948e-07,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-292.864999615,2.798731565607372e-07,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-292.7879995379999,4.025387694963445e-07,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-292.7109994609998,5.467291676371096e-07,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-292.63399938399976,7.118893876235459e-07,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-292.55699930699967,8.973411475925335e-07,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-292.4799992299996,1.1022856966732142e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-292.40299915299954,1.3258073693249536e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-292.32599907599945,1.5668778301670648e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-292.24899899899935,1.8243609909503417e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-292.17199892199926,2.0970185773968264e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-292.0949988449992,2.383516319794673e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-292.01799876799913,2.6824307375196763e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-291.94099869099904,2.9922564840693396e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-291.863998613999,3.3114142157782037e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-291.7869985369989,3.6382589441345856e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-291.7099984599988,3.971088828571975e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-291.6329983829988,4.308154363785642e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-291.5559983059987,4.647667913026577e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-291.4789982289986,4.987813536479412e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-291.4019981519985,5.326757061762755e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-291.3249980749984,5.662656341783584e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-291.2479979979983,5.993671643678953e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-291.1709979209983,6.317976111373005e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-291.0939978439982,6.633766243390354e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-291.0169977669981,6.93927232699048e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-290.93999768999805,7.23276876945249e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-290.86299761299796,7.512584267415396e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-290.78599753599786,7.777111755597412e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-290.7089974589978,8.024818076970235e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-290.63199738199773,8.25425331753759e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-290.55499730499764,8.464059750273994e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
-290.4779972279976,8.652980334512239e-06,-3.9747000000000057,0.0156,0.00277021731592516,0.00028218341097099305
