Omega^2(KHz^2),HFT_transfer,HFT_transfer_error
1.4989055515573513,0.0034968867630269,0.0005234616220469
4.331302298817906,0.0023901450279585,0.0005037475969313
14.705410008186544,0.0075663093817718,0.0024615280903107
42.92683005344224,0.0213306093249608,0.0005249560618843
82.55328870716575,0.039038278678704,0.0017306025332565
130.72795880558093,0.054381683723799,0.0017804690504003
204.6298140408672,0.091469791363895,0.000692553698427
311.4611463462223,0.1290077745850784,0.00105008498671
438.49402064202474,0.1763444050397471,0.0060284099544529
693.5794052271854,0.2196708859353349,0.006558855009323
974.5430172340292,0.2841808200627103,0.0065779824750399
1321.7865790657954,0.3179155341255282,0.0127545939687327
1721.8428499214049,0.3627790626778404,0.0019289130710445
2156.7761386972124,0.3718651393593268,0.0100757737771727
2640.6354511921395,0.3909110147904642,0.0091972278867195
