C,I
0.0,0.0
0.05204974017544494,0.007492482137891803
0.10409948035088988,0.014984964275783606
0.15614922052633481,0.022477446413675408
0.20819896070177976,0.029969928551567212
0.2602487008772247,0.03746241068945901
0.31229844105266963,0.044954892827350816
0.3643481812281146,0.05244737496524262
0.4163979214035595,0.059939857103134424
0.46844766157900447,0.06743233924102622
0.5204974017544494,0.07492482137891802
0.5725471419298943,0.08241730351680983
0.6245968821053393,0.08990978565470163
0.6766466222807842,0.09740226779259344
0.7286963624562292,0.10489474993048524
0.7807461026316741,0.11238723206837704
0.832795842807119,0.11987971420626885
0.884845582982564,0.12737219634416064
0.9368953231580089,0.13486467848205244
0.9889450633334539,0.14235716061994425
1.0409948035088987,0.14984964275783605
1.0930445436843437,0.15734212489572785
1.1450942838597886,0.16483460703361966
1.1971440240352336,0.17232708917151146
1.2491937642106785,0.17981957130940326
1.3012435043861235,0.18731205344729507
1.3532932445615684,0.19480453558518687
1.4053429847370134,0.20229701772307868
1.4573927249124583,0.20978949986097048
1.5094424650879033,0.21728198199886228
1.5614922052633482,0.2247744641367541
1.6135419454387931,0.2322669462746459
1.665591685614238,0.2397594284125377
1.717641425789683,0.2472519105504295
1.769691165965128,0.2547443926883213
1.821740906140573,0.2622368748262131
1.8737906463160179,0.2697293569641049
1.9258403864914628,0.2772218391019967
1.9778901266669078,0.2847143212398885
2.0299398668423527,0.2922068033777803
2.0819896070177975,0.2996992855156721
2.1340393471932426,0.30719176765356393
2.1860890873686873,0.3146842497914557
2.2381388275441325,0.32217673192934754
2.2901885677195772,0.3296692140672393
2.3422383078950224,0.33716169620513115
2.394288048070467,0.3446541783430229
2.4463377882459123,0.35214666048091475
2.498387528421357,0.35963914261880653
2.550437268596802,0.36713162475669836
