detuning,cyc,field,FB,freq,VVA,cyc.1,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd,two2D_int1,two2D_int2,two2D_sumint,Rab,transfer,Delta,ScaledTransfer,e_detuning,e_cyc,e_field,e_FB,e_freq,e_VVA,e_cyc.1,e_ROIsum,e_fBg,e_fA1,e_fWidth1,e_fCtr1,e_fA2,e_fWidth2,e_fCtr2,e_box1,e_box2,e_box3,e_box4,e_box5,e_box6,e_box7,e_box8,e_box9,e_Nfit,e_BZ-2,e_BZ-1,e_BZ0,e_BZ1,e_BZ2,e_Excited,e_c5,e_c7,e_c9,e_fraction95,e_fraction75,e_fraction97,e_sum95,e_two2D_bg,e_two2D_a1,e_two2D_sh1,e_two2D_sv1,e_two2D_ch1,e_two2D_cv1,e_two2D_a2,e_two2D_sh2,e_two2D_sv2,e_two2D_ch2,e_two2D_cv2,e_two2D_chd,e_two2D_cvd,e_two2D_int1,e_two2D_int2,e_two2D_sumint,e_Rab,e_transfer,e_Delta,e_ScaledTransfer,em_detuning,em_cyc,em_field,em_FB,em_freq,em_VVA,em_cyc.1,em_ROIsum,em_fBg,em_fA1,em_fWidth1,em_fCtr1,em_fA2,em_fWidth2,em_fCtr2,em_box1,em_box2,em_box3,em_box4,em_box5,em_box6,em_box7,em_box8,em_box9,em_Nfit,em_BZ-2,em_BZ-1,em_BZ0,em_BZ1,em_BZ2,em_Excited,em_c5,em_c7,em_c9,em_fraction95,em_fraction75,em_fraction97,em_sum95,em_two2D_bg,em_two2D_a1,em_two2D_sh1,em_two2D_sv1,em_two2D_ch1,em_two2D_cv1,em_two2D_a2,em_two2D_sh2,em_two2D_sv2,em_two2D_ch2,em_two2D_cv2,em_two2D_chd,em_two2D_cvd,em_two2D_int1,em_two2D_int2,em_two2D_sumint,em_Rab,em_transfer,em_Delta,em_ScaledTransfer,filter
-5.222700000000003,8.5,202.14,3.309,42.0,0.0,8.5,27699.25,-0.1188495,45.77655,13.43805,115.67250000000001,0.111814107,-75.06949999999998,206.84088500000001,0.8635170000000001,-0.262513,-0.6445899999999999,1.132775,-1.178298,-15.94755,14445.45,97.2945,12625.8,21003.4,0.9639344999999999,-0.16209550000000003,-0.4437549999999999,1.233195,-1.0778755000000002,-0.10495750000000001,14458.150000000001,98.44900000000001,12638.55,0.503071,0.988219,0.0141409,28739.7,-0.0001753197,1.20297,13.55415,0.09499999999999975,115.05199999999999,89.68905000000001,0.952446,13.43205,12.5016,115.01599999999999,139.6745,0.035855,-49.9854,566.828,498.119,1064.945,0.8742626711613614,-0.0009738020364888633,-326.4187500000002,-1.6951605023718484e-05,-5.222700000000003,12.020815280171307,0.0,0.0,0.0,0.0,12.020815280171307,254.62915190527474,0.00987191777214539,0.002757716446628645,0.1444619153964116,0.19162593770155997,0.1592374673752346,272.0374137513073,282.9786396111665,2.0992204282204385,0.9269349657489461,2.4810679895561103,0.04093441156288923,2.1607373039701057,41.82911377312457,202.44467145370868,4.469621963880165,104.65180361560904,1595.7985837817987,2.3626070976107094,0.6635482963586751,3.007841328336653,0.22244872229347593,1.8973435635120226,0.6669098819964359,169.06923138170313,7.498160307702154,137.95653300949502,0.0056526116088051834,0.0010224764055957497,0.0009100464273870866,13.152186130068754,0.0001271778215011564,0.014481546878700452,0.18872679989868932,15.78531036185225,0.09475230867899259,0.0849235244205049,0.024407911872997283,0.08421641763931749,0.1499066376115479,0.21213203435595723,0.16192745289170876,0.1174942769755191,0.07665037508062399,7.994549268095135,3.5298770516832785,4.461843789287077,0.01976514636025095,0.04735251538865569,0.0,0.000824296014662547,-5.222700000000003,8.5,0.0,0.0,0.0,0.0,8.5,180.04999999999927,0.006980500000000001,0.0019500000000007844,0.10214999999999996,0.13550000000000395,0.11259789299999999,192.35949999999997,200.096115,1.4843730000000002,0.655442,1.7543799999999998,0.028945,1.5278720000000001,29.57765,143.1500000000001,3.160499999999999,74.0,1128.3999999999987,1.6706155,0.4691995,2.126865,0.15729499999999996,1.3416245,0.4715765,119.54999999999973,5.302000000000003,97.54999999999973,0.003996999999999945,0.0007230000000000014,0.0006435,9.299999999999272,8.992829999999999e-05,0.010239999999999971,0.13344999999999985,11.161900000000001,0.06699999999999662,0.06005000000000038,0.017259000000000024,0.05954999999999977,0.10599999999999987,0.14999999999999503,0.1144999999999925,0.08308099999999999,0.05420000000000158,5.65300000000002,2.4960000000000235,3.1549999999999727,0.013976069022478055,0.03348328473755878,0.0,0.0005828653016729327,1
-4.122700000000002,16.5,202.14,3.309,43.1,10.0,16.5,26505.55,-0.08718495,44.21955,13.302050000000001,115.8115,0.2135825,-157.65,482.78999999999996,-0.9091587,0.12283450000000001,0.289062,-0.508363,-1.193718,22.262268,13848.2,86.5437,12167.3,20192.699999999997,-1.049335,-0.017345500000000014,0.008703000000000016,-0.6485420000000001,-1.3338965,0.972032,13830.5,84.9315,12149.6,0.5017159999999999,0.9895115,0.012627625,27559.5,-0.000223036,1.174005,13.44745,0.2503000000000002,115.155,89.91980000000001,0.9370995,13.2899,12.34405,115.153,139.8375,0.0018133499999999983,-49.918,543.2265,478.1595,1021.3865000000001,0.879094986081723,0.009581477430697965,-257.6687500000001,0.00016679100562830079,-4.122700000000002,12.020815280171307,0.0,0.0,0.0,0.0,12.020815280171307,1056.0639777021088,0.023511371185130827,0.9671099446288406,0.2540634664803254,0.04596194077712398,0.10378559780865554,32.9158206642338,24.338615408440997,1.3533759333974356,1.4351092748639387,0.6862032905211107,0.43492865318578405,0.8566768359702508,30.590474558457704,642.7600640985717,45.18030494120198,200.39406178826795,480.6911898506158,1.160751136656777,1.242489145028036,1.071443550192916,0.24230852334988137,1.04929484448581,0.35722751742831915,667.08453737139,47.39524622259071,224.71853506108428,0.007437349124520106,0.005370476003111841,0.006774471872496778,921.0772931735958,7.80886302735552e-05,0.0014495689014324983,0.28107494552165324,15.619281689629648,0.06505382386916651,0.5092583038105504,0.051062301989824095,0.4549525030154245,0.6528716910695395,0.03818376618407501,0.4263853890554943,0.10248331924974424,0.0831557574675351,28.3670027408607,15.930408673351726,44.29811852099364,0.02615322201183978,0.0611299228353563,0.0,0.0010641283014478473,-4.122700000000002,8.5,0.0,0.0,0.0,0.0,8.5,746.75,0.016625050000000002,0.6838499999999996,0.1796499999999992,0.03249999999999886,0.07338750000000002,23.275000000000006,17.210000000000022,0.9569812999999999,1.0147754999999998,0.48521899999999996,0.307541,0.6057619999999999,21.630732000000002,454.5,31.9473,141.70000000000027,339.90000000000055,0.820775,0.8785725,0.757625,0.17133800000000002,0.7419635,0.2525980000000001,471.7000000000007,33.51349999999999,158.89999999999964,0.005259,0.003797500000000009,0.004790275,651.2999999999993,5.521700000000001e-05,0.0010250000000000536,0.19875000000000043,11.0445,0.04600000000000293,0.3600999999999992,0.03610649999999996,0.3216999999999999,0.4616500000000001,0.027000000000001023,0.3015000000000043,0.07246665,0.058799999999997965,20.05849999999998,11.264499999999998,31.323499999999996,0.01849312063444919,0.04322538297029083,0.0,0.0007524523380062954,1
-4.102700000000006,18.5,202.14,3.309,43.12,10.0,18.5,27624.3,-0.1510435,45.4952,13.564699999999998,115.7435,0.01801350000000001,220.4565,43.70715,0.1414208,-1.1763325,-1.8215835,-1.9058549999999999,1.0702384999999999,-4.294285,14403.05,103.28450000000001,12654.849999999999,21023.95,0.16846075,-1.1492935,-1.7675005,-1.878814,1.097275,0.599946,14406.5,103.5955,12658.3,0.5019475,0.9875615,0.01489095,28710.35,-0.000303013,1.17068,13.6795,-0.020550000000000068,115.07849999999999,89.86795000000001,0.9249885,13.6616,12.7592,115.0805,139.93,-0.0018967000000000012,-50.062349999999995,565.289,502.6475,1067.935,0.8782775123190059,0.007677264175092194,-256.4187500000004,0.00013364312774303292,-4.102700000000006,12.020815280171307,0.0,0.0,0.0,0.0,12.020815280171307,999.4247245290672,0.039311601500066115,1.7720095936534883,0.046810468914550256,0.1336431816442525,0.17274689375065475,136.1555320378133,5.866794252826669,0.23828819703476714,1.9331556935519965,1.901405184863158,1.5211634630275601,0.5723909185552302,11.599825115856273,405.24289629801126,4.488006740191018,729.8049088626366,1576.0703045866967,0.1652469656759996,2.0061984098350045,2.047483546361362,1.4481207467445523,0.645425856663645,0.23032589183589416,414.5059951315547,3.647963884141393,739.0680076961793,0.007409771960053863,0.0007855956338982745,0.0013717164448237844,1249.6698143909862,0.00014758449894213148,0.0387070252021517,0.13873435046880073,16.02494884999637,0.16758430714121308,0.30582368286316997,0.03788748844275643,0.12671353518863043,0.1244507934888331,0.10394469683441637,0.4978031739553349,0.06415113135229962,0.19212091244838939,14.45750524814009,30.151740256575547,44.61136682505931,0.026031077183960288,0.06110694976943026,0.0,0.0010637283943567037,-4.102700000000006,8.5,0.0,0.0,0.0,0.0,8.5,706.7000000000007,0.027797500000000003,1.2530000000000001,0.03310000000000057,0.09449999999999648,0.12215050000000001,96.2765,4.148450000000002,0.1684952,1.3669475000000002,1.3444965,1.0756249999999998,0.40474150000000003,8.202315,286.55000000000064,3.1735000000000007,516.0500000000006,1114.4500000000007,0.11684725,1.4185965,1.4477895,1.023976,0.45638500000000004,0.162865,293.10000000000036,2.579499999999996,522.5999999999999,0.005239500000000022,0.0005555000000000143,0.0009699500000000007,883.6500000000005,0.00010435800000000002,0.02737000000000006,0.09810000000000008,11.33135,0.11850000000000094,0.21624999999999162,0.026790500000000023,0.08960000000000079,0.08800000000000052,0.07349999999999568,0.35200000000000387,0.0453617,0.13585000000000313,10.222999999999956,21.32049999999998,31.545000000000016,0.018406751198368737,0.043209138559589876,0.0,0.0007521695609903032,1
-4.082700000000003,14.0,202.14,3.309,43.14,10.0,14.0,29356.9,-0.10269,48.0981,13.5539,115.71,-0.867556,6108.7,0.473053,1.85727,-2.8662,-3.00949,-2.06598,-0.0425527,25.5899,14849.0,106.406,13779.3,193743.0,1.69614,-3.02733,-3.33176,-2.22711,-0.203685,0.530325,14828.7,104.553,13758.9,0.488167,0.987812,0.0138048,30376.2,-0.000164819,1.22008,13.7167,11.1959,115.063,89.662,1.02823,13.648,12.4481,115.056,139.657,0.00757136,-49.9949,583.611,544.127,1127.74,0.9278561168544781,0.11243383051171763,-255.16875000000016,0.0019572087700805924,-4.082700000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.082700000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
-4.062700000000007,16.0,202.14,3.309,43.16,10.0,16.0,27327.7,-0.113243,44.6889,13.5703,115.788,0.217541,-162.198,69.5227,2.99993,0.932227,1.53475,-1.10086,-1.09475,30.373,13498.3,93.9396,13153.4,20890.3,2.80868,0.740976,1.15225,-1.29211,-1.286,0.457459,13474.1,91.7402,13129.2,0.475948,0.988225,0.0127082,28310.1,-0.000223947,1.11211,13.8259,11.1121,115.21,89.5817,0.976336,13.6477,12.5445,115.099,139.565,0.111769,-49.9835,532.217,520.632,1052.85,0.9744027430403516,0.18928195480496596,-253.91875000000041,0.0032949540211890996,-4.062700000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.062700000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
-4.0427000000000035,11.5,202.14,3.309,43.18,10.0,11.5,26075.6,-0.12687199999999998,42.80165,13.5656,115.672,0.0831413,-0.011500000000005173,278.5277,-0.4079455,-0.3813775,-1.981513,-2.23564,-0.8825065,9.69152,13316.95,83.66705,12092.15,19176.9,-0.46897449999999996,-0.44240149999999995,-2.1035615,-2.296665,-0.9435325,0.6713505,13309.25,82.96530000000001,12084.45,0.493685,0.9892505,0.01243815,26964.7,-0.000232206,1.0891199999999999,13.7653,-0.06755000000000067,115.012,89.685,0.8962559999999999,13.57795,12.6443,115.0275,139.6905,-0.0158343,-50.005250000000004,525.769,479.858,1005.629,0.9076252168585124,0.07328392380351055,-252.66875000000022,0.0012757008964414899,-4.0427000000000035,12.020815280171307,0.0,0.0,0.0,0.0,12.020815280171307,1873.1258633631644,0.030285383438219845,2.9376751224395106,0.099419213434828,0.14707821048680075,0.1372419308964283,121.15100898374722,280.8745514598644,1.3200898716225726,1.4197042465290086,1.922746374626149,0.8169770328473134,0.10493393922130242,24.691150565269332,896.5406878664227,16.863860335196087,956.3619215548056,1107.8949047630808,1.4755699248834329,1.5751772287220571,2.233691631905465,0.9724486008267996,0.26040974984147575,0.014674587029964437,876.8831193494365,15.075940838965899,936.7043530378181,0.0029132799384885845,0.0012395581874200604,0.0012891263727811957,1935.3512601075806,0.0001302632112301858,0.05276430801214035,0.16928136341605937,15.9109632368691,0.1739482681718973,0.44363879451643595,0.04874369885431346,0.10910657633708373,0.2858125609556021,0.11525840533339989,0.34718942956261467,0.058462598719010085,0.09666149698820187,36.5673200822811,40.94431105782584,77.51445956723177,0.01058084577859139,0.02134689105799914,0.0,0.00037159920819665254,-4.0427000000000035,8.5,0.0,0.0,0.0,0.0,8.5,1324.5,0.02141500000000001,2.0772499999999994,0.07029999999999959,0.1039999999999992,0.09704470000000001,85.66669999999999,198.6083,0.9334445000000001,1.0038825,1.3595869999999999,0.57769,0.07419949999999997,17.45928,633.9499999999994,11.924549999999996,676.25,783.3999999999987,1.0433855,1.1138185,1.5794585,0.687625,0.18413749999999995,0.01037650000000001,620.0499999999993,10.660299999999996,662.349999999999,0.0020600000000000063,0.00087650000000003,0.0009115500000000006,1368.5,9.211000000000001e-05,0.03731000000000012,0.11969999999999992,11.25075,0.12300000000000466,0.3136999999999972,0.034467,0.07714999999999961,0.20209999999999972,0.0814999999999948,0.24550000000001404,0.041339299999999995,0.06835000000000058,25.856999999999985,28.951999999999998,54.811000000000035,0.007481787800731027,0.015094531424361667,0.0,0.0002627603199994047,1
-4.0227,10.5,202.14,3.309,43.2,10.0,10.5,25422.050000000003,-0.1057983,41.40265,13.623850000000001,115.83250000000001,0.12611335,-41.858850000000004,45.942499999999995,1.387001,0.10474900000000004,1.22187,1.5319099999999999,-2.09027,18.732149999999997,12479.95,85.57169999999999,12213.599999999999,18812.199999999997,1.2690485,-0.013202000000000047,0.9859709999999999,1.413955,-2.20822,0.312676,12465.05,84.21525,12198.7,0.4749315,0.988316,0.01256005,26249.55,-0.0001612915,1.000364,13.8909,-0.011350000000000193,115.1845,90.22035,0.8936425,13.649999999999999,12.74945,115.178,140.382,0.006591,-50.1619,492.9755,484.73400000000004,977.7104999999999,0.9784160932725146,0.1949871649969751,-251.41875000000002,0.0033942683234069694,-4.0227,12.020815280171307,0.0,0.0,0.0,0.0,12.020815280171307,1104.7129242477415,0.01712145933558235,1.1829189342469744,0.23723432508808712,0.13647160876900716,0.14089618803092224,106.72101018939523,9.220955269385051,0.5562512062746471,1.0124397319435858,0.09019854100815593,0.2866469469574026,1.0087161076338576,1.1379469429635103,448.09356723791376,3.271217391125209,587.888577878496,1433.4468668213708,0.5490846790473215,1.0196055520641303,0.10453725231705688,0.29380993865082233,1.001546044872626,0.135214372912054,448.9420953753394,3.3535953311334437,588.8785273721569,0.0030582368286318344,4.384062043357054e-05,0.00010486393564996536,1114.3295764718814,5.665127398832262e-05,0.019991322917706007,0.3051872867601136,16.098487955239772,0.27506453788157403,0.9314717628570361,0.026097189973251927,0.2245771137048485,0.0663973267534172,0.014142135623723113,0.8541849916733584,0.2618317415784419,0.0772160605055719,19.996272665174374,24.648328178600657,44.64601505733747,0.012003670768223364,0.0175804196531036,0.0,0.0003060337922327175,-4.0227,8.5,0.0,0.0,0.0,0.0,8.5,781.1499999999987,0.012106699999999998,0.8364499999999992,0.1677500000000003,0.09650000000000247,0.09962864999999999,75.46315000000001,6.520199999999997,0.393329,0.715903,0.06377999999999995,0.20268999999999998,0.7132700000000001,0.8046499999999996,316.849999999999,2.313100000000002,415.7000000000003,1013.6000000000013,0.38826150000000004,0.72097,0.07391900000000004,0.20775499999999997,0.7082000000000002,0.095611,317.4500000000003,2.371350000000003,416.4000000000001,0.0021625000000000116,3.100000000000325e-05,7.415000000000026e-05,787.9500000000007,4.0058499999999996e-05,0.014135999999999954,0.21579999999999977,11.38335,0.194500000000005,0.658649999999998,0.01845350000000001,0.15880000000000072,0.04695000000000027,0.009999999999994458,0.6040000000000063,0.18514299999999997,0.05460000000000065,14.139499999999998,17.428999999999988,31.569500000000033,0.008487876999341476,0.012431233952814806,0.0,0.00021639856975998954,1
-4.002700000000004,15.5,202.14,3.309,43.22,10.0,15.5,23569.3,-0.1379405,39.2174,13.4535,115.6845,0.060470949999999996,33.28129,475.3705,-0.23453000000000002,-2.65545,1.76169,1.482715,-0.33653350000000004,9.258362,11865.55,78.21735000000001,11305.05,17290.05,-0.29283000000000003,-2.7137450000000003,1.645095,1.4244175,-0.39483100000000004,5.967045000000001,11858.15,77.54695000000001,11297.75,0.481515,0.9887195,0.01248705,24624.6,-0.00037328350000000003,0.960126,13.76845,11.3794,115.113,89.71485,0.8389329999999999,13.458400000000001,12.72955,115.03049999999999,139.7495,0.08253055000000001,-50.034549999999996,468.634,447.58299999999997,916.2175,0.9531431667977461,0.15458088871072156,-250.16875000000027,0.0026908900078784154,-4.002700000000004,12.020815280171307,0.0,0.0,0.0,0.0,12.020815280171307,319.6122650963195,0.036525600782191116,0.056285699782448635,0.30193459556665553,0.11384419177103512,0.05020705633797903,54.830488168902896,11.122082561283236,1.965191166273653,0.9319101690613747,0.07567456772258424,0.7921080873529823,0.2770055459959241,11.936723313325478,333.54226868569435,18.951663817327482,30.334880912901987,516.8243463692486,1.890025715433523,1.0070685488336928,0.22599839833503244,0.8672700026592064,0.20184363068970002,0.8077492893528293,324.06703781779424,18.08729648800505,39.81011178080211,0.007703221274246239,0.0023044609998869275,0.0029194317674849,279.02433585621446,7.303069546772782e-05,0.020904904878999153,0.2737210349973127,0.3579374526366302,0.14142135623730148,0.6245874198220713,0.033894456449395954,0.32922891732045606,0.24600244917479933,0.14071424945611657,0.566392531730446,0.0006425479320642195,0.05777062402294697,14.078496013424159,1.794637010651445,15.873840130856815,0.0294052946253184,0.04809058116793513,0.0,0.0008371440054276714,-4.002700000000004,8.5,0.0,0.0,0.0,0.0,8.5,226.0,0.0258275,0.03979999999999961,0.2134999999999998,0.08050000000000068,0.03550175,38.771010000000004,7.864500000000021,1.3896,0.65896,0.053509999999999946,0.560105,0.1958725,8.440538,235.8499999999999,13.400849999999995,21.449999999999363,365.4500000000007,1.3364500000000001,0.7121049999999999,0.15980499999999997,0.6132525,0.14272500000000002,0.5711650000000004,229.14999999999964,12.789649999999998,28.149999999999636,0.0054469999999999935,0.0016294999999999782,0.002064350000000001,197.300000000002,5.164050000000001e-05,0.014782000000000045,0.1935500000000001,0.2530999999999999,0.09999999999999432,0.44164999999999566,0.02396699999999999,0.23279999999999967,0.1739499999999996,0.09949999999999548,0.4005000000000152,0.00045435000000000267,0.04085000000000427,9.954999999999998,1.2689999999999912,11.224500000000006,0.020792683232350978,0.034005176055049005,0.0,0.0005919502030675744,1
-3.9827000000000012,13.5,202.14,3.309,43.24,10.0,13.5,23336.55,-0.0483335,38.404650000000004,13.5266,115.707,-0.15629915,-26.871399999999998,235.72000000006247,-1.3495335,-0.5305835,-2.759515,-1.67203,-1.1452535,-4.688630000000001,11783.3,80.16585,11107.4,17017.4,-1.3200095,-0.5010600000000001,-2.70047,-1.6425085,-1.1157345,0.5921465,11787.05,80.50534999999999,11111.15,0.484226,0.9881865000000001,0.013168599999999999,24342.65,-0.00030768449999999997,0.9570225,13.747,11.31635,115.088,89.74770000000001,0.8110575,13.6645,12.762250000000002,115.0315,139.9765,0.05594824999999999,-50.229299999999995,463.756,440.596,904.3515,0.9427523777485378,0.13777528023285543,-248.91875000000007,0.002398343857402893,-3.9827000000000012,12.020815280171307,0.0,0.0,0.0,0.0,12.020815280171307,70.78138879677238,0.12034603862404444,0.10005560953789942,0.018667619023324054,0.0014142135623748235,0.10720707539078286,17.36569401780418,333.3584209224976,1.55469658791177,1.8898227757873223,0.032661262223006755,0.8346547023769771,0.9132800266974527,18.334953567047833,112.57139956489823,1.8456194095750147,162.4931383166681,72.8319984622144,1.43924584953388,1.7743713303026512,0.19824445717346043,0.9501132189294601,0.7978363593873747,0.18763856256244346,97.93428919433683,3.173283101930867,177.13024868723016,0.0060556624740816046,0.000556493036793761,0.00030518728676011257,102.17692988145612,6.595538501517522e-05,0.014404472239551101,0.026162950903901576,0.30101535675111263,0.05939696961965717,0.6366789457803658,0.02175838276389121,0.08061017305526696,0.1331482068974262,0.12940054095714812,0.8251936136447122,0.1886133092603091,0.18851466786433888,4.5933656505878595,4.470329070661355,0.12232947314527401,0.02286051494549569,0.039132130461203146,0.0,0.0006811984309528853,-3.9827000000000012,8.5,0.0,0.0,0.0,0.0,8.5,50.04999999999927,0.08509749999999999,0.07075000000000209,0.013199999999999434,0.0010000000000012221,0.07580685000000001,12.279399999999997,235.71999999993753,1.0993365,1.3363065,0.023095000000000088,0.5901900000000001,0.6457864999999999,12.964770000000001,79.59999999999991,1.305050000000005,114.89999999999964,51.5,1.0177005,1.25467,0.14017999999999997,0.6718315000000001,0.5641555,0.1326805,69.25,2.2438499999999983,125.25,0.004282000000000008,0.0003934999999999633,0.00021579999999999907,72.25,4.66375e-05,0.010185499999999958,0.018499999999999517,0.21284999999999954,0.041999999999990933,0.4501999999999988,0.015385499999999969,0.057000000000000384,0.09414999999999951,0.09150000000000702,0.5835000000000079,0.13336974999999998,0.13330000000000375,3.248000000000033,3.1610000000000014,0.08650000000000091,0.01616482513937642,0.027670594811393407,0.0,0.0004816800298604214,1
-3.962700000000005,15.0,202.14,3.309,43.26,10.0,15.0,25633.2,-0.0314508,42.5183,13.3969,115.943,0.0942012,-93.2178,2.01023e-05,-1.05723,-1.11639,1.5683,0.123189,-1.37553,-5.87456,12910.9,71.3913,12391.7,18828.6,-1.02024,-1.0794,1.64228,0.160179,-1.33854,2.004,12915.6,71.8167,12396.4,0.479713,0.990363,0.0105593,26923.5,-0.00050811,1.06304,13.7387,-11.202,115.39,90.4751,0.934427,13.4849,12.5064,115.153,140.648,0.237431,-50.1725,509.592,490.838,1000.43,0.9598005512713308,0.16684874751792222,-247.66875000000033,0.0029044446002843122,-3.962700000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.962700000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
