detuning(E_F),scaled_loss,scaled_loss_error
-0.5347593582887701,0.0131158187283586,0.0009870197128374
-0.267379679144385,0.0410173592903051,0.0032696980685169
0.0,0.2930821164848299,0.0503445426877889
0.267379679144385,0.1785086155630808,0.008645232758159
0.5347593582887701,0.0801734119392351,0.0031143653599963
1.0695187165775402,0.0317790101781865,0.0003445074946838
1.288659793814433,0.0239316572097334,0.0028256481817244
2.577319587628866,0.009613435591033,0.0006604153858746
5.154639175257732,0.0036535502130055,0.0002041423017354
7.731958762886599,0.0018099778695301,0.0001334535595563
13.227513227513228,0.0005537984866912,3.686187761050306e-05
21.164021164021165,0.0003779758968603,2.0690780527335757e-05
31.746031746031747,0.0001808760530213,3.098940595823096e-05
42.32804232804233,8.32614333787316e-05,1.7007188633379802e-05
52.91005291005291,0.0001346466125411,2.2301413232104045e-05
68.78306878306879,0.0001225105806761,4.659002201158589e-05
84.65608465608466,2.2402218714500412e-05,6.70840674569019e-06
105.82010582010582,2.2402218714500412e-05,6.70840674569019e-06
