Omega^2(KHz^2),HFT_transfer,HFT_transfer_error
4.331302298817906,0.0011175254518852,0.0017980171304669
42.92683005344224,0.0196574203266173,0.0017992132118771
67.9175151440222,0.0302944441106931,0.0009215214060312
114.10718037684369,0.0516201603420742,0.0019625243629527
204.6298140408672,0.0945702990283986,0.0056659146023046
438.49402064202474,0.1760232608271814,0.0074148680623341
693.5794052271854,0.2486543937969161,0.0123195423835026
974.5430172340292,0.3182021964182378,0.0048750669336054
1721.8428499214049,0.3860514744591221,0.0080853521853483
2640.6354511921395,0.4443963731879472,0.0012871461344565
