B(G),a13/10,r_e13/a0,r_e13/a13
205.38846153846154,231.33304027806182,105.08228752889788,0.4542467751367863
205.4588628762542,231.57358126918413,105.10190473545713,0.453859650826427
205.52926421404683,231.8159362656851,105.12161123900616,0.45347016660030603
205.59966555183948,232.06012586532418,105.14140762713272,0.4530783013026176
205.6700668896321,232.3061709788916,105.16129449228167,0.4526840335284813
205.74046822742474,232.5540928361779,105.18127243180012,0.4522873416203205
205.8108695652174,232.80391299207952,105.20134204798245,0.45188820366417826
205.88127090301003,233.0556533328465,105.22150394811636,0.45148659748596887
205.95167224080268,233.3093360824743,105.24175874452895,0.4510825006476648
206.02207357859533,233.56498380924353,105.26210705463313,0.45067589044341716
206.09247491638797,233.8226194324133,105.2825495009746,0.4502667438956077
206.16287625418062,234.0822662290706,105.3030867112792,0.44985503775083346
206.23327759197323,234.34394784114073,105.32371931850044,0.4494407484758184
206.30367892976588,234.60768828256403,105.34444796086775,0.4490238522532551
206.37408026755853,234.8735119466412,105.36527328193475,0.4486043249775723
206.44448160535117,235.1414436135546,105.38619593062813,0.4481821422506279
206.51488294314382,235.41150845806902,105.40721656129698,0.44775727937732435
206.58528428093646,235.68373205741634,105.42833583376205,0.4473297113611474
206.6556856187291,235.958140399371,105.44955441336626,0.4468994128996253
206.72608695652175,236.23475989052017,105.47087297102445,0.44646635837970466
206.79648829431437,236.51361736473442,105.49229218327451,0.4460305218730465
206.86688963210702,236.79474009184585,105.51381273232835,0.4455918771312343
206.93729096989966,237.07815578653705,105.5354353061232,0.4451503975808987
207.0076923076923,237.36389261744975,105.55716059837378,0.4447060563187519
207.07809364548496,237.65197921651745,105.57898930862417,0.44425882610653283
207.1484949832776,237.94244468852983,105.60092214230053,0.44380867936585966
207.21889632107025,238.2353186209342,105.6229598107639,0.4433555881729897
207.28929765886286,238.5306310938829,105.64510303136366,0.44289952425348245
207.3596989966555,238.82841269053174,105.66735252749089,0.4424404589767641
207.43010033444816,239.12869450759845,105.68970902863249,0.44197836335059376
207.5005016722408,239.4315081661877,105.71217327042541,0.4415132080154269
207.57090301003345,239.7368858228918,105.73474599471122,0.44104496323867287
207.6413043478261,240.04486018117373,105.75742794959116,0.4405735989088489
207.71170568561874,240.35546450304267,105.78021988948129,0.44009908452962265
207.78210702341138,240.66873262102905,105.80312257516826,0.43962138921374555
207.852508361204,240.98469895046958,105.82613677386486,0.4391404816768706
207.92290969899665,241.30339850211124,105.84926325926646,0.438656330231256
207.9933110367893,241.62486689504314,105.87250281160746,0.4381689027793497
208.06371237458194,241.9491403699674,105.89585621771782,0.43767816680725197
208.13411371237459,242.27625580281872,105.91932427108028,0.4371840893780561
208.20451505016723,242.60625071874387,105.94290777188752,0.43668663712506034
208.27491638795988,242.9391633064517,105.96660752709957,0.4361857762448523
208.34531772575252,243.27503243294566,105.99042435050185,0.43568147249026135
208.41571906354514,243.61389765865025,106.01435906276276,0.4351736911631749
208.48612040133779,243.95579925294513,106.03841249149205,0.4346623971072166
208.55652173913043,244.30077821011676,106.06258547129929,0.43414755470028676
208.62692307692308,244.64887626574466,106.08687884385199,0.43362912784695307
208.69732441471572,245.0001359135332,106.11129345793482,0.4331070799706993
208.76772575250837,245.35460042260397,106.13583016950804,0.43258137400602
208.83812709030101,245.71231385526443,106.16048984176672,0.4320519723903622
208.90852842809363,246.0733210852662,106.18527334519965,0.43151883705591015
208.97892976588628,246.43766781657186,106.21018155764872,0.4309819294212074
209.04933110367892,246.80540060264235,106.23521536436796,0.4304412103826166
209.11973244147157,247.1765668662675,106.26037565808284,0.4298966403056079
209.19013377926422,247.55121491995243,106.28566333904976,0.4293481790158778
209.26053511705686,247.9293939868814,106.31107931511522,0.4287957857902901
209.3309364548495,248.31115422247726,106.33662450177512,0.42823941934763665
209.40133779264215,248.6965467365758,106.36229982223398,0.42767903783921446
209.47173913043477,249.08562361623618,106.38810620746419,0.42711459883921415
209.54214046822742,249.47843794920942,106.41404459626499,0.4265460593349134
209.61254180602006,249.87504384808506,106.44011593532127,0.4259733757166762
209.6829431438127,250.27549647514172,106.46632117926264,0.425396503767748
209.75334448160535,250.6798520679238,106.49266129072149,0.4248153986538432
209.823745819398,251.08816796556948,106.51913724039167,0.4242300149125232
209.89414715719064,251.5005026359164,106.54575000708635,0.4236403064423567
209.9645484949833,251.91691570341146,106.57250057779565,0.4230462264918578
210.0349498327759,252.3374679778531,106.59938994774411,0.42244772764819855
210.10535117056855,252.76222148399498,106.62641912044742,0.42184476182568703
210.1757525083612,253.1912394920408,106.65358910776915,0.4212372802540107
210.24615384615385,253.6245865490629,106.6809009299764,0.420625233466233
210.3165551839465,254.06232851137645,106.70835561579568,0.4200085712865435
210.38695652173914,254.5045325779038,106.73595420246733,0.4193872428177501
210.45735785953178,254.95126732456427,106.76369773579988,0.41876119642851184
210.52775919732443,255.40260273972618,106.79158727022356,0.41813037974030337
210.59816053511705,255.8586102607605,106.81962386884297,0.41749473961410494
210.6685618729097,256.31936281173535,106.84780860348897,0.41685422213681095
210.73896321070234,256.78493484229233,106.87614255476964,0.4162087726073532
210.80936454849498,257.2554023677507,106.90462681212027,0.41555833552252636
210.87976588628763,257.73084301048283,106.93326247385245,0.4149028545625139
210.95016722408027,258.2113360426081,106.96205064720183,0.4142422725761032
211.02056856187292,258.69696243005615,106.9909924483748,0.4135765315655839
211.09096989966554,259.1878048780488,107.02008900259396,0.4129055726713234
211.16137123745818,259.68394787805727,107.04934144414219,0.4122293361560051
211.23177257525083,260.18547775628633,107.07875091640503,0.4115477613885309
211.30217391304348,260.6924827237486,107.10831857191216,0.4108607868275705
211.37257525083612,261.20505292798674,107.13804557237631,0.4101683500047524
211.44297658862877,261.72328050650844,107.16793308873143,0.4094703875074897
211.5133779264214,262.2472596420005,107.19798230116804,0.40876683496142674
211.58377926421406,262.77708661939175,107.22819439916755,0.4080576270125014
211.65418060200668,263.3128598848369,107.2585705815337,0.40734269730861067
211.72458193979932,263.85468010669814,107.2891120564224,0.40662197848086906
211.79498327759197,264.4026502386024,107.31982004136876,0.40589540212445346
211.8653846153846,264.9568755846586,107.35069576331206,0.4051628987790186
211.93578595317726,265.51746386692133,107.38174045861788,0.40442439790867446
212.0061872909699,266.0845252951907,107.41295537309752,0.40367982788151624
212.07658862876255,266.6581726392454,107.44434176202462,0.40292911594869124
212.14698996655517,267.2385213036058,107.47590089014851,0.4021721882229946
212.2173913043478,267.8256894049347,107.50763403170461,0.40140896965697787
212.28779264214046,268.41979785217944,107.53954247042114,0.4006393840205627
212.3581939799331,269.0209704295762,107.57162749952242,0.39986335387814065
212.42859531772575,269.6293338826305,107.60389042172845,0.39908080056515055
212.4989966555184,270.24501800720304,107.63633254925035,0.3982916441641172
212.56939799331104,270.86815574182987,107.66895520378162,0.39749580348013724
212.6397993311037,271.49888326341693,107.70175971648516,0.3966931960157989
212.7102006688963,272.1373400864515,107.73474742797548,0.39588373794551945
212.78060200668895,272.78366916588567,107.76791968829632,0.39506734408928385
212.8510033444816,273.4380170038458,107.80127785689267,0.39424392788577195
212.92140468227424,274.10053376034165,107.83482330257795,0.3934134013648538
212.9918060200669,274.77137336814627,107.86855740349527,0.3925756751194383
213.06220735785953,275.45069365203307,107.90248154707265,0.3917306582766568
213.13260869565218,276.1386564525635,107.93659712997233,0.39087825846836555
213.20301003344483,276.83542775463053,107.97090555803322,0.3900183818009443
213.27341137123744,277.54117782096995,108.00540824620691,0.3891509328243776
213.3438127090301,278.25608133086877,108.04010661848599,0.3882758145005918
213.41421404682274,278.9803175243027,108.07500210782496,0.38739292817103577
213.48461538461538,279.7140703517589,108.11009615605361,0.3865021735234772
213.55501672240803,280.4575286300015,108.14539021378164,0.38560344855799655
213.62541806020067,281.2108862040611,108.18088574029464,0.384696649552155
213.69581939799332,281.9743421157369,108.21658420344114,0.3837816710253143
213.76622073578596,282.7481007789213,108.25248707950995,0.38285840570208385
213.83662207357858,283.53237216207054,108.2885958530972,0.38192674447487124
213.90702341137123,284.3273719781648,108.32491201696372,0.38098657636550953
213.97742474916387,285.1333218825147,108.36143707188012,0.38003778848593844
214.04782608695652,285.95044967880096,108.39817252646141,0.3790802659979085
214.11822742474916,286.77898953374597,108.435119896989,0.37811389207168256
214.1886287625418,287.6191822008421,108.47228070722007,0.37713854784370665
214.25903010033446,288.47127525358746,108.50965648818365,0.3761541123732188
214.32943143812707,289.33552332870255,108.54724877796286,0.37516046259776636
214.39983277591972,290.21218837983105,108.58505912146258,0.3741574732876
214.47023411371237,291.1015399422522,108.62308907016157,0.3731450169989134
214.540635451505,292.00385540917205,108.66134018184896,0.3721229640258915
214.61103678929766,292.91942032018426,108.69981402034365,0.37109118235153576
214.6814381270903,293.8485286625325,108.73851215519655,0.3700495375972301
214.75183946488295,294.7914831858409,108.77743616137374,0.3689978929710084
214.8222408026756,295.7485957310226,108.8165876189213,0.36793610921448905
214.8926421404682,296.7201875741133,108.85596811260912,0.36686404454843374
214.96304347826086,297.70658978583197,108.89557923155415,0.3657815546168893
215.0334448160535,298.70814360770584,108.93542256882124,0.36468849242987633
215.10384615384615,299.72520084566605,108.97549972100079,0.3635847083045721
215.1742474916388,300.7581242820619,109.01581228776249,0.3624700498049505
215.24464882943144,301.8072881071091,109.05636187138316,0.3613443616798276
215.3150501672241,302.8730783708502,109.09715007624847,0.36020748579926753
215.3854515050167,303.95589345677365,109.13817850832622,0.3590592610892969
215.45585284280935,305.0561445783132,109.17944877461113,0.3578995234648777
215.526254180602,306.1742562995238,109.22096248253841,0.3567281057610861
215.59665551839464,307.3106670813249,109.26272123936566,0.35554483766243955
215.6670568561873,308.46582985478284,109.30472665152135,0.35434954563031823
215.73745819397993,309.64021262300935,109.34698032391772,0.3531420528284192
215.80785953177258,310.83429909335484,109.38948385922737,0.351922179046186
215.87826086956522,312.0485893416931,109.43223885712108,0.35068974062014685
215.94866220735784,313.2836005107106,109.47524691346514,0.3494445503530989
216.0190635451505,314.5398675442541,109.51850961947687,0.3481864174310692
216.08946488294313,315.8179439599184,109.56202856083515,0.3469151473379868
216.15986622073578,317.11840266222964,109.60580531674496,0.34563054176798663
216.23026755852842,318.44183679892586,109.64984145895342,0.3443323985352771
216.30066889632107,319.7888606630258,109.69413855071431,0.3430205114814909
216.37107023411372,321.16011064356996,109.7386981456997,0.3416946703804382
216.44147157190636,322.55624622812354,109.78352178685529,0.34035466084018223
216.51187290969898,323.9779510603588,109.82861100519719,0.3390002642023485
216.58227424749163,325.42593405628486,109.8739673185473,0.33763125743857825
216.65267558528427,326.90093058294383,109.91959223020396,0.33624741304403943
216.72307692307692,328.4037037037038,109.96548722754515,0.3348484989278912
216.79347826086956,329.9350454945702,110.01165378056103,0.33343427830061023
216.8638795986622,331.49577843628936,110.05809334031181,0.3320045095580728
216.93428093645485,333.08675688738555,110.10480733730799,0.33055894616228676
217.0046822742475,334.70886864367435,110.15179717980872,0.32909733651866435
217.07508361204012,336.3630365902316,110.1990642520345,0.3276194238497216
217.14548494983276,338.05022045228264,110.24660991229011,0.326124946065083
217.2158862876254,339.77141865198143,110.29443549099304,0.32461363562767653
217.28628762541805,341.5276702786379,110.34254228860284,0.3230852194159819
217.3566889632107,343.3200571805589,110.39093157344713,0.3215394185822075
217.42709030100335,345.14970618734907,110.43960457943808,0.3199759484062573
217.497491638796,347.0177914722691,110.48856250367486,0.3183945181453448
217.5678929765886,348.92553706505277,110.53780650392578,0.3167948308791093
217.63829431438126,350.87421952649134,110.58733769598474,0.3151765833500779
217.7086956521739,352.86517079705294,110.63715715089474,0.3135394657993227
217.77909698996655,354.89978123290894,110.68726589203307,0.3118831617971404
217.8494983277592,356.9795028439017,110.73766489205003,0.31020734806858896
217.91989966555184,359.1058527493014,110.78835506965441,0.30851169431370384
217.99030100334448,361.2804168686384,110.83933728623818,0.3067958630222113
218.06070234113713,363.5048538664784,110.89061234233137,0.30505950928254566
218.13110367892975,365.78089937176213,110.94218097387954,0.3033022805849773
218.2015050167224,368.110370494271,110.9940438483341,0.3015238166186397
218.27190635451504,370.4951706629055,111.04620156054597,0.29972374906225485
218.34230769230768,372.9372948128694,111.09865462845273,0.2979017013683205
218.41270903010033,375.43883495145656,111.15140348854841,0.2960572885405423
218.48311036789298,378.001986135081,111.20444849112481,0.29419011690426755
218.55351170568562,380.6290528934437,111.25778989527218,0.2922997838696737
218.62391304347824,383.3224561403505,111.31142786362723,0.2903858776874565
218.69431438127089,386.0847406147489,111.36536245685463,0.2884479771967458
218.76471571906353,388.91858290003984,111.4195936278487,0.2864856515649854
218.83511705685618,391.8268000748084,111.47412121563991,0.28449846001947043
218.90551839464882,394.8123590537256,111.5289449389909,0.28248595157026024
218.97591973244147,397.8783866837392,111.58406438966564,0.28044766472414656
219.04632107023411,401.0281806677704,111.63947902535406,0.2783831271893612
219.11672240802676,404.26522139614525,111.69518816223363,0.2762918555706822
219.1871237458194,407.5931847749951,111.75119096714911,0.27417335505459806
219.25752508361202,411.015956151035,111.80748644938855,0.27202711908416255
219.32792642140467,414.5376454436245,111.86407345203529,0.2698526290231664
219.39832775919731,418.1626036079963,111.9209506428713,0.2676493538092441
219.46872909698996,421.89544056833876,111.97811650480875,0.2654167495954972
219.5391304347826,425.7410447761199,112.0355693258229,0.26315425938022463
219.60953177257525,429.70460456814027,112.09330718835943,0.26086131262431994
219.67993311036787,433.79163152053206,112.15132795818674,0.2585373248558817
219.75033444816052,438.0079860197672,112.20962927266304,0.25618169726156326
219.82073578595316,442.35990530013714,112.26820852838448,0.2537938162641832
219.8911371237458,446.8540342298288,112.32706286818059,0.2513730530860729
219.96153846153845,451.49745916515434,112.38618916742003,0.24891876329764684
220.0319397993311,456.29774523570757,112.44558401958686,0.24643028635064015
220.10234113712374,461.2629774730664,112.50524372108727,0.24390694509545055
220.1727424749164,466.4018062533747,112.56516425524144,0.2413480452819901
220.24314381270904,471.7234975910757,112.62534127541433,0.23875287504343526
220.31354515050165,477.237988898928,112.68577008723574,0.23612070436224414
220.3839464882943,482.95595092024513,112.7464456298571,0.23345078451777054
220.45434782608694,488.88885664538594,112.80736245618786,0.2307423475148102
220.5247491638796,495.04905814905845,112.86851471205281,0.22799460549234757
220.59515050167224,501.4498724312295,112.92989611420636,0.22520675011178498
220.66555183946488,508.10567751703354,112.99149992713589,0.22237795192388496
220.73595317725753,515.0320202751644,113.0533189385826,0.21950735971363877
220.80635451505015,522.2457376564491,113.11534543370297,0.2165940998222451
220.8767558528428,529.7650933427255,113.17757116778886,0.21363727544534517
220.94715719063544,537.6099321406537,113.23998733745937,0.21063596590665787
221.01755852842808,545.8018548683727,113.30258455023183,0.2075892259060868
221.08795986622073,554.3644169801187,113.36535279237215,0.20449608474138015
221.15836120401337,563.3233547748649,113.42828139491942,0.20135554550237247
221.22876254180602,572.7068437640718,113.49135899777164,0.19816658423681197
221.29916387959867,582.5457946619033,113.554573511712,0.1949281490867453
221.36956521739128,592.8741935483856,113.61791207824692,0.19163915939440251
221.43996655518393,603.7294940926982,113.68136102711894,0.1882985047764852
221.51036789297657,615.1530713752794,113.74490583134579,0.18490504416575484
221.58076923076922,627.1907488986786,113.80853105962993,0.1814576048187462
221.65117056856187,639.8934129379356,113.87222032596922,0.1779549812884445
221.7215719063545,653.31773159706,113.93595623628856,0.1743959343607096
221.79197324414716,667.5270000000025,113.99972033189962,0.17077918995321417
221.86237458193978,682.5921382073082,114.06349302958144,0.16710343797563565
221.93277591973242,698.5928750553157,114.12725355806096,0.16336733114981192
222.00317725752507,715.6191596254839,114.19097989065403,0.1595694837885774
222.0735785953177,733.7728530984583,114.25464867381396,0.15570847053193335
222.14397993311036,753.1697681984554,114.31823515131137,0.15178282503924034
222.214381270903,773.9421424962119,114.38171308375343,0.14779103863608678
222.28478260869565,796.2416572077217,114.44505466312424,0.1437315589144918
222.3551839464883,820.2431472081265,114.50823042200857,0.1396027882851102
222.42558528428094,846.1491942324066,114.57120913713223,0.13540308248011362
222.49598662207356,874.1958586849819,114.63395772682621,0.1311307490054523
222.5663879598662,904.6598935407904,114.69644114199181,0.1267840455412211
222.63678929765885,937.8679075738123,114.75862225010982,0.12236117828893518
222.7071906354515,974.2081214293731,114.82046171180312,0.11786030026452332
222.77759197324414,1014.1456148601026,114.88191784942217,0.1132795095359848
222.8479933110368,1058.2423376623444,114.94294650708197,0.10861684740471711
222.9183946488294,1107.1837160751459,115.0035009015331,0.10387029652965711
222.98879598662205,1161.8145381747806,115.0635314632002,0.09903777899350949
223.0591973244147,1223.18812664907,115.12298566666696,0.09411715431055316
223.12959866220734,1292.6349164193055,115.18180784982883,0.08910621737566161
223.2,1371.8599999999997,115.23993902086994,0.0840026963544895
