T/T_F,C
0.21915,2.09802027295
0.2254469191919192,2.071614601993788
0.23174383838383839,2.0452089310375756
0.2380407575757576,2.0205360300034423
0.2443376767676768,1.9988203414872565
0.250634595959596,1.9771046529710707
0.25693151515151513,1.955388964454885
0.26322843434343435,1.933673275938699
0.26952535353535356,1.9119575874225132
0.2758222727272727,1.8909650822805637
0.28211919191919194,1.870285838201293
0.2884161111111111,1.8496065941220223
0.2947130303030303,1.8289273500427516
0.3010099494949495,1.808248105963481
0.3073068686868687,1.7875808089967922
0.3136037878787879,1.7673602521578486
0.31990070707070706,1.7471396953189051
0.3261976262626263,1.7269191384799616
0.3324945454545455,1.706698581641018
0.33879146464646465,1.6864780248020748
0.3450883838383838,1.666389626419192
0.351385303030303,1.6465420418971515
0.35768222222222223,1.626694457375111
0.36397914141414145,1.6068468728530705
0.3702760606060606,1.5869992883310302
0.37657297979797977,1.56715170380899
0.382869898989899,1.5476173042941899
0.3891668181818182,1.5282285110375817
0.39546373737373736,1.5088397177809736
0.40176065656565657,1.4894509245243654
0.40805757575757573,1.4700621312677575
0.41435449494949494,1.4506801075388887
0.42065141414141416,1.431911069411111
0.4269483333333333,1.4131420312833334
0.4332452525252525,1.3943729931555557
0.4395421717171717,1.3756039550277779
0.4458390909090909,1.3568349169
0.4521360101010101,1.338294442105879
0.4584329292929293,1.3201992045568487
0.46472984848484844,1.3021039670078183
0.47102676767676765,1.284008729458788
0.47732368686868687,1.2659134919097577
0.48362060606060603,1.2478182543607275
0.48991752525252524,1.2303433351059898
0.4962144444444444,1.2131774031882223
0.5025113636363636,1.1960114712704544
0.5088082828282828,1.1788455393526867
0.515105202020202,1.161679607434919
0.5214021212121212,1.1445136755171514
0.5276990404040404,1.1283359323887412
0.5339959595959596,1.1121623576578585
0.5402928787878787,1.0959887829269759
0.546589797979798,1.0798152081960928
0.5528867171717171,1.0636416334652103
0.5591836363636363,1.0478131770307637
0.5654805555555555,1.0327044808532224
0.5717774747474746,1.0175957846756811
0.578074393939394,1.0024870884981394
0.5843713131313131,0.9873783923205982
0.5906682323232323,0.9722696961430567
0.5969651515151515,0.957871356329697
0.6032620707070706,0.9438515226631922
0.6095589898989899,0.9298316889966868
0.615855909090909,0.915811855330182
0.6221528282828283,0.9017920216636768
0.6284497474747475,0.8877721879971717
0.6347466666666666,0.8748220431530669
0.6410435858585859,0.8618929761859615
0.647340505050505,0.8489639092188567
0.6536374242424242,0.8360348422517515
0.6599343434343434,0.8231057752846465
0.6662312626262625,0.8105060156429374
0.6725281818181819,0.7986427775602181
0.678825101010101,0.786779539477499
0.6851220202020202,0.7749163013947797
0.6914189393939394,0.7630530633120605
0.6977158585858585,0.7511898252293415
0.7040127777777778,0.7399757038711332
0.7103096969696969,0.7291310708013818
0.7166066161616161,0.7182864377316304
0.7229035353535354,0.7074418046618788
0.7292004545454545,0.6965971715921275
0.7354973737373738,0.6857525385223758
0.7417942929292929,0.6758403195510991
0.748091212121212,0.6659613656366306
0.7543881313131313,0.6560824117221615
0.7606850505050504,0.646203457807693
0.7669819696969697,0.636324503893224
0.7732788888888888,0.6267101483360888
0.779575808080808,0.6177316639411354
0.7858727272727273,0.6087531795461817
0.7921696464646464,0.5997746951512284
0.7984665656565657,0.5907962107562746
0.8047634848484848,0.5818177263613212
0.8110604040404039,0.5733629916606547
0.8173573232323232,0.5652263630463635
0.8236542424242423,0.5570897344320728
0.8299511616161617,0.5489531058177817
0.8362480808080808,0.5408164772034908
0.842545,0.5326798485891998
