xx,yy,freq,EF,ScaledTransfer,e_ScaledTransfer
-266.3753484828115,1.2343789827578982e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-266.30363497826215,1.466076630655484e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-266.2319214737128,1.7144581828636557e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-266.1602079691635,1.9783844880265905e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-266.08849446461414,2.256617518036222e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-266.01678096006486,2.5478264001937453e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-265.9450674555155,2.8505940323066067e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-265.8733539509662,3.1634242493470174e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-265.8016404464169,3.484749506920646e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-265.7299269418676,3.812939043562927e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-265.6582134373182,4.14630748083538e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-265.5864999327689,4.48312381735312e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-265.51478642821957,4.821620770243932e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-265.44307292367023,5.160004415131332e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-265.37135941912095,5.496464073603107e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-265.2996459145716,5.8291823952261025e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-265.2279324100223,6.156345579560403e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-265.15621890547294,6.4761536823080085e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-265.0845054009236,6.786830948696644e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-265.01279189637427,7.08663611648319e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-264.94107839182493,7.373872630551426e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-264.86936488727565,7.646898710988577e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-264.7976513827263,7.904137216757802e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-264.725937878177,8.144085247634215e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-264.6542243736277,8.365323427957509e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-264.5825108690783,8.566524816948303e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-264.51079736452897,8.74646339185381e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-264.4390838599797,8.904022052027782e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-264.36737035543035,9.03820009417725e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-264.295656850881,9.148120111450236e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-264.22394334633174,9.233034271761249e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-264.1522298417824,9.292329933744713e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-264.08051633723306,9.325534561986786e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-264.0088028326837,9.332319906690061e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-263.9370893281344,9.312505416656582e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-263.86537582358505,9.266060858418473e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-263.7936623190358,9.193108118479125e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-263.72194881448644,9.09392216993125e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-263.6502353099371,8.968931189171508e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-263.5785218053878,8.818715813006177e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-263.5068083008385,8.644007531121847e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-263.4350947962891,8.445686213650823e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-263.3633812917398,8.22477677836373e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-263.2916677871905,7.98244500685224e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-263.21995428264114,7.719992523900742e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-263.1482407780918,7.438850959036965e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-263.0765272735425,7.140575314007346e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-263.0048137689932,6.82683656458409e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-262.93310026444385,6.499413529673205e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-262.8613867598945,6.1601840451115665e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-262.7896732553452,5.811115483811899e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-262.71795975079584,5.4542546679916575e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-262.64624624624656,5.091717223094432e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-262.5745327416972,4.725676426649501e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-262.5028192371479,4.358351608705545e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-262.4311057325986,3.991996163572778e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-262.3593922280493,3.6288852354280545e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-262.2876787234999,3.2713031428349137e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-262.2159652189506,2.9215306093902567e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-262.14425171440126,2.5818318695307715e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-262.0725382098519,2.254441719999414e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-262.00082470530265,1.9415525885410124e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-261.9291112007533,1.6453016921127595e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-261.857397696204,1.3677583572051953e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-261.7856841916547,1.1109115747797367e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-261.7139706871053,8.766578618515955e-07,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-261.64225718255597,6.667895008615973e-07,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-261.5705436780067,4.829832266839609e-07,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-261.49883017345735,3.2678942944442953e-07,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-261.427116668908,1.9962193923501371e-07,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-261.3554031643587,1.027484563460213e-07,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-261.2836896598094,3.728168779585332e-08,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-261.21197615526006,4.171247725889806e-09,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-261.14026265071067,4.1963756674314705e-09,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-261.0685491461614,3.795952278618733e-08,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-260.99683564161205,1.0588085199319658e-07,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-260.9251221370627,2.0819369329033064e-07,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-260.85340863251344,3.449409909222995e-07,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-260.7816951279641,5.159727738542953e-07,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-260.70998162341476,7.20944675808455e-07,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-260.6382681188655,9.593175256079232e-07,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-260.5665546143161,1.2303580229093264e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-260.49484110976675,1.5331405085884837e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-260.4231276052175,1.8665498331224734e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-260.35141410066814,2.2292853202808343e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-260.2797005961188,2.6198658173708963e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-260.2079870915695,3.0366358171886415e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-260.1362735870202,3.477772630735051e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-260.06456008247085,3.941294583712888e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-259.9928465779215,4.425070203862348e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-259.9211330733722,4.926828360326218e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-259.84941956882284,5.4441693105287884e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-259.77770606427356,5.974576604512709e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-259.7059925597242,6.515429791351122e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-259.6342790551749,7.064017867154681e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-259.56256555062555,7.617553399385005e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-259.49085204607627,8.173187257652326e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-259.4191385415269,8.728023876989748e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-259.34742503697754,9.27913697574362e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-259.27571153242826,9.823585646779182e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-259.2039980278789,1.0358430737614208e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-259.1322845233296,1.0880751432470964e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-259.0605710187803,1.138766194704478e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-258.988857514231,1.1876328245042817e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-258.91714400968164,1.2343984684286961e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-258.8454305051323,1.2787950499411198e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-258.77371700058296,1.3205646027893737e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-258.7020034960336,1.3594608586400107e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-258.63028999148435,1.3952507905146207e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-258.558576486935,1.4277161029242065e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-258.4868629823857,1.4566546597728807e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-258.4151494778364,1.4818818413298187e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-258.34343597328706,1.503231821844286e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-258.27172246873766,1.5205587597047912e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-258.2000089641884,1.5337378924180315e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-258.12829545963905,1.5426665291036655e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-258.0565819550897,1.5472649336666054e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-257.98486845054043,1.547477092317991e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-257.9131549459911,1.543271359665016e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-257.84144144144176,1.5346409781781246e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-257.7697279368924,1.521604466467664e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-257.6980144323431,1.5042058724585759e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-257.62630092779375,1.4825148882377455e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-257.5545874232444,1.4566268240611305e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-257.48287391869513,1.4266624397429733e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-257.4111604141458,1.3927676324037771e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-257.33944690959646,1.3551129803239088e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-257.2677334050472,1.3138931434302444e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-257.19601990049784,1.2693261217323625e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-257.12430639594845,1.2216523738169537e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-257.0525928913992,1.1711337982992508e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-256.98087938684984,1.1180525819162022e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-256.9091658823005,1.0627099187237513e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-256.8374523777512,1.0054246056208063e-05,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-256.7657388732019,9.465315201687864e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-256.69402536865255,8.86379987398011e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-256.6223118641032,8.253320429867365e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-256.5505983595539,7.637606008660869e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-256.47888485500454,7.020475339342533e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-256.4071713504552,6.4058167715695565e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-256.3354578459059,5.797567628823476e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-256.2637443413566,5.199692987043607e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-256.1920308368073,4.616163986668372e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-256.12031733225797,4.0509357900472205e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-256.04860382770863,3.5079252997233453e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-255.97689032315927,2.9909887560038427e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-255.90517681860996,2.5038993346021593e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-255.83346331406062,2.0503248668553032e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-255.7617498095113,1.6338058061332614e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-255.690036304962,1.2577335645000267e-06,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-255.61832280041267,9.253293434912537e-07,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-255.5466092958633,6.39623582007895e-07,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-255.47489579131403,4.0343614277955756e-07,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-255.4031822867647,2.1935735665239456e-07,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-255.33146878221535,8.973004108138938e-08,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-255.25975527766605,1.663260566361489e-08,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
-255.1880417731167,1.8633533685356183e-09,-3.9747000000000057,0.01675,0.0018559624707359032,0.0003943771105609907
