detuning(MHz),scaled_transfer
-4258389.438943909,0.0357105284020497
-4258334.833483363,0.0357105398774706
-4258280.228022817,0.0357105519523625
-4258225.622562271,0.0357105646224111
-4258171.017101725,0.0357105778830488
-4258116.411641179,0.035710591729457
-4258061.806180633,0.0357106061565675
-4258007.200720087,0.0357106211590646
-4257952.595259541,0.0357106367313873
-4257897.989798995,0.0357106528677309
-4257843.384338449,0.0357106695620499
-4257788.778877903,0.0357106868080599
-4257734.173417356,0.03571070459924
-4257679.56795681,0.0357107229288356
-4257624.962496264,0.0357107417898611
-4257570.357035718,0.0357107611751021
-4257515.751575172,0.035710781077119
-4257461.146114626,0.0357108014882492
-4257406.54065408,0.0357108224006106
-4257351.935193534,0.0357108438061047
-4257297.329732988,0.0357108656964197
-4257242.724272442,0.0357108880630335
-4257188.118811896,0.0357109108972177
-4257133.51335135,0.0357109341900409
-4257078.907890803,0.035710957932372
-4257024.302430257,0.0357109821148839
-4256969.696969711,0.0357110067280578
-4256915.091509165,0.0357110317621864
-4256860.486048619,0.0357110572073779
-4256805.880588073,0.0357110830535604
-4256751.275127527,0.0357111092904857
-4256696.669666981,0.0357111359077332
-4256642.064206435,0.0357111628947147
-4256587.458745889,0.0357111902406783
-4256532.853285343,0.0357112179347126
-4256478.247824797,0.0357112459657519
-4256423.6423642505,0.0357112743225798
-4256369.0369037045,0.0357113029938343
-4256314.431443159,0.0357113319680126
-4256259.825982613,0.0357113612334751
-4256205.220522067,0.035711390778451
-4256150.615061521,0.0357114205910425
-4256096.009600975,0.0357114506592301
-4256041.404140429,0.0357114809708772
-4255986.798679883,0.0357115115137353
-4255932.193219337,0.035711542275449
-4255877.587758791,0.0357115732435611
-4255822.982298245,0.0357116044055179
-4255768.376837698,0.0357116357486737
-4255713.771377152,0.0357116672602971
-4255659.165916606,0.0357116989275754
-4255604.56045606,0.0357117307376202
-4255549.954995514,0.0357117626774728
-4255495.349534968,0.0357117947341096
-4255440.744074422,0.0357118268944472
-4255386.138613876,0.0357118591453482
-4255331.53315333,0.0357118914736266
-4255276.927692784,0.035711923866053
-4255222.322232238,0.0357119563093605
-4255167.716771692,0.0357119887902499
-4255113.111311145,0.0357120212953955
-4255058.505850599,0.0357120538114506
-4255003.900390053,0.0357120863250529
-4254949.294929507,0.0357121188228302
-4254894.689468961,0.0357121512914063
-4254840.084008415,0.0357121837174059
-4254785.478547869,0.0357122160874611
-4254730.873087323,0.0357122483882162
-4254676.267626777,0.0357122806063338
-4254621.662166231,0.0357123127285002
-4254567.056705685,0.035712344741431
-4254512.451245139,0.0357123766318771
-4254457.845784592,0.0357124083866294
-4254403.240324046,0.0357124399925253
-4254348.6348635005,0.0357124714364538
-4254294.0294029545,0.035712502705361
-4254239.4239424085,0.0357125337862557
-4254184.818481863,0.0357125646662151
-4254130.213021317,0.03571259533239
-4254075.607560771,0.0357126257720102
-4254021.002100225,0.0357126559723903
-4253966.396639679,0.0357126859209346
-4253911.791179133,0.035712715605143
-4253857.185718587,0.0357127450126158
-4253802.58025804,0.0357127741310592
-4253747.974797494,0.0357128029482907
-4253693.369336948,0.035712831452244
-4253638.763876402,0.0357128596309744
-4253584.158415856,0.0357128874726637
-4253529.55295531,0.0357129149656255
-4253474.947494764,0.03571294209831
-4253420.342034218,0.035712968859309
-4253365.736573672,0.0357129952373609
-4253311.131113126,0.0357130212213555
-4253256.52565258,0.0357130468003386
-4253201.920192034,0.0357130719635171
-4253147.314731487,0.0357130967002633
-4253092.709270941,0.0357131210001196
-4253038.103810395,0.0357131448528033
-4252983.498349849,0.0357131682482104
-4252928.892889303,0.0357131911764208
-4252874.287428757,0.035713213627702
-4252819.681968211,0.0357132355925136
-4252765.076507665,0.0357132570615114
-4252710.471047119,0.0357132780255516
-4252655.865586573,0.0357132984756944
-4252601.260126027,0.0357133184032086
-4252546.654665481,0.0357133377995747
-4252492.049204934,0.0357133566564891
-4252437.443744388,0.0357133749658678
-4252382.838283842,0.0357133927198496
-4252328.232823296,0.0357134099108
-4252273.6273627505,0.0357134265313143
-4252219.0219022045,0.035713442574221
-4252164.4164416585,0.0357134580325849
-4252109.8109811125,0.0357134728997105
-4252055.205520567,0.0357134871691446
-4252000.600060021,0.0357135008346796
-4251945.994599475,0.0357135138903561
-4251891.389138929,0.0357135263304655
-4251836.783678382,0.0357135381495527
-4251782.178217836,0.0357135493424189
-4251727.57275729,0.0357135599041235
-4251672.967296744,0.0357135698299866
-4251618.361836198,0.0357135791155914
-4251563.756375652,0.0357135877567859
-4251509.150915106,0.035713595749685
-4251454.54545456,0.0357136030906726
-4251399.939994014,0.0357136097764027
-4251345.334533468,0.035713615803802
-4251290.729072922,0.0357136211700705
-4251236.123612376,0.0357136258726833
-4251181.518151829,0.0357136299093921
-4251126.912691283,0.0357136332782258
-4251072.307230737,0.0357136359774922
-4251017.701770191,0.0357136380057784
-4250963.096309645,0.0357136393619521
-4250908.490849099,0.035713640045162
-4250853.885388553,0.0357136400548383
-4250799.279928007,0.0357136393906935
-4250744.674467461,0.0357136380527228
-4250690.069006915,0.0357136360412038
-4250635.463546369,0.0357136333566971
-4250580.858085823,0.0357136300000462
-4250526.252625276,0.0357136259723774
-4250471.64716473,0.0357136212750995
-4250417.041704184,0.0357136159099034
-4250362.436243638,0.0357136098787617
-4250307.830783092,0.0357136031839283
-4250253.225322546,0.0357135958279372
-4250198.619862,0.0357135878136023
-4250144.0144014545,0.0357135791440159
-4250089.4089409085,0.0357135698225479
-4250034.8034803625,0.0357135598528449
-4249980.198019817,0.035713549238828
-4249925.592559271,0.0357135379846926
-4249870.987098724,0.035713526094906
-4249816.381638178,0.0357135135742059
-4249761.776177632,0.0357135004275989
-4249707.170717086,0.0357134866603586
-4249652.56525654,0.0357134722780234
-4249597.959795994,0.0357134572863943
-4249543.354335448,0.0357134416915333
-4249488.748874902,0.0357134254997603
-4249434.143414356,0.0357134087176514
-4249379.53795381,0.0357133913520358
-4249324.932493264,0.0357133734099933
-4249270.327032718,0.0357133548988518
-4249215.721572171,0.0357133358261841
-4249161.116111625,0.0357133161998052
-4249106.510651079,0.0357132960277689
-4249051.905190533,0.035713275318365
-4248997.299729987,0.035713254080116
-4248942.694269441,0.0357132323217731
-4248888.088808895,0.0357132100523138
-4248833.483348349,0.0357131872809373
-4248778.877887803,0.0357131640170615
-4248724.272427257,0.0357131402703188
-4248669.666966711,0.0357131160505528
-4248615.061506165,0.0357130913678136
-4248560.456045619,0.0357130662323545
-4248505.850585072,0.0357130406546272
-4248451.245124526,0.0357130146452784
-4248396.63966398,0.0357129882151446
-4248342.034203434,0.0357129613752483
-4248287.428742888,0.0357129341367936
-4248232.823282342,0.035712906511161
-4248178.217821796,0.0357128785099037
-4248123.61236125,0.0357128501447421
-4248069.0069007045,0.0357128214275596
-4248014.4014401585,0.0357127923703973
-4247959.7959796125,0.0357127629854494
-4247905.1905190665,0.0357127332850582
-4247850.58505852,0.0357127032817089
-4247795.979597974,0.0357126729880246
-4247741.374137428,0.035712642416761
-4247686.768676882,0.0357126115808014
-4247632.163216336,0.0357125804931512
-4247577.55775579,0.0357125491669327
-4247522.952295244,0.0357125176153793
-4247468.346834698,0.0357124858518309
-4247413.741374152,0.0357124538897274
-4247359.135913606,0.0357124217426038
-4247304.53045306,0.0357123894240846
-4247249.924992514,0.0357123569478776
-4247195.319531967,0.0357123243277689
-4247140.714071421,0.0357122915776169
-4247086.108610875,0.0357122587113465
-4247031.503150329,0.0357122257429433
-4246976.897689783,0.035712192686448
-4246922.292229237,0.0357121595559504
-4246867.686768691,0.0357121263655835
-4246813.081308145,0.0357120931295178
-4246758.475847599,0.035712059861955
-4246703.870387053,0.0357120265771228
-4246649.264926507,0.0357119932892681
-4246594.659465961,0.0357119600126516
-4246540.054005414,0.0357119267615417
-4246485.448544868,0.0357118935502085
-4246430.843084322,0.0357118603929178
-4246376.237623776,0.0357118273039252
-4246321.63216323,0.03571179429747
-4246267.026702684,0.0357117613877692
-4246212.421242138,0.0357117285890119
-4246157.815781592,0.0357116959153528
-4246103.210321046,0.0357116633809064
-4246048.6048605,0.0357116309997413
-4245993.999399954,0.035711598785874
-4245939.3939394085,0.035711566753263
-4245884.788478862,0.0357115349158031
-4245830.183018316,0.0357115032873193
-4245775.57755777,0.035711471881561
-4245720.972097224,0.0357114407121963
-4245666.366636678,0.035711409792806
-4245611.761176132,0.0357113791368779
-4245557.155715586,0.0357113487578013
-4245502.55025504,0.0357113186688608
-4245447.944794494,0.0357112888832313
-4245393.339333948,0.0357112594139717
-4245338.733873402,0.0357112302740199
-4245284.128412856,0.0357112014761868
-4245229.522952309,0.0357111730331514
-4245174.917491763,0.0357111449574545
-4245120.312031217,0.0357111172614944
-4245065.706570671,0.0357110899575207
-4245011.101110125,0.0357110630576293
-4244956.495649579,0.0357110365737575
-4244901.890189033,0.0357110105176786
-4244847.284728487,0.0357109849009966
-4244792.679267941,0.0357109597351417
-4244738.073807395,0.035710935031365
-4244683.468346849,0.0357109108007337
-4244628.862886303,0.0357108870541263
-4244574.257425756,0.035710863802228
-4244519.65196521,0.0357108410555259
-4244465.046504664,0.0357108188243045
-4244410.441044118,0.0357107971186412
-4244355.835583572,0.035710775948402
-4244301.230123026,0.0357107553232369
-4244246.62466248,0.0357107352525761
-4244192.019201934,0.0357107157456253
-4244137.413741388,0.0357106968113623
-4244082.808280842,0.0357106784585325
-4244028.202820296,0.0357106606956452
-4243973.59735975,0.0357106435309701
-4243918.9918992035,0.0357106269725331
-4243864.3864386575,0.0357106110281133
-4243809.780978112,0.0357105957052389
-4243755.175517566,0.0357105810111845
-4243700.57005702,0.0357105669529674
-4243645.964596474,0.0357105535373444
-4243591.359135928,0.035710540770809
-4243536.753675382,0.0357105286595885
-4243482.148214836,0.0357105172096406
-4243427.54275429,0.0357105064266514
-4243372.937293744,0.0357104963160323
-4243318.331833198,0.0357104868829177
-4243263.726372651,0.0357104781321623
-4243209.120912105,0.0357104700683395
-4243154.515451559,0.0357104626957384
-4243099.909991013,0.0357104560183625
-4243045.304530467,0.0357104500399271
-4242990.699069921,0.0357104447638582
-4242936.093609375,0.03571044019329
-4242881.488148829,0.0357104363310642
-4242826.882688283,0.0357104331797278
-4242772.277227737,0.0357104307415324
-4242717.671767191,0.0357104290184326
-4242663.066306645,0.0357104280120848
-4242608.460846098,0.0357104277238468
-4242553.855385552,0.0357104281547765
-4242499.249925006,0.0357104293056314
-4242444.64446446,0.0357104311768678
-4242390.039003914,0.0357104337686408
-4242335.433543368,0.0357104370808034
-4242280.828082822,0.0357104411129068
-4242226.222622276,0.0357104458642001
-4242171.61716173,0.0357104513336301
-4242117.011701184,0.035710457519842
-4242062.406240638,0.0357104644211795
-4242007.800780092,0.0357104720356849
-4241953.195319545,0.0357104803611002
-4241898.5898589995,0.0357104893948673
-4241843.9843984535,0.0357104991341292
-4241789.3789379075,0.0357105095757308
-4241734.773477362,0.0357105207162198
-4241680.168016816,0.035710532551848
-4241625.56255627,0.0357105450785728
-4241570.957095724,0.0357105582920583
-4241516.351635178,0.0357105721876772
-4241461.746174632,0.0357105867605121
-4241407.140714086,0.0357106020053578
-4241352.53525354,0.0357106179167227
-4241297.929792993,0.0357106344888313
-4241243.324332447,0.0357106517156261
-4241188.718871901,0.0357106695907699
-4241134.113411355,0.0357106881076484
-4241079.507950809,0.0357107072593726
-4241024.902490263,0.0357107270387814
-4240970.297029717,0.0357107474384446
-4240915.691569171,0.0357107684506654
-4240861.086108625,0.0357107900674837
-4240806.480648079,0.035710812280679
-4240751.875187533,0.0357108350817739
-4240697.269726987,0.0357108584620372
-4240642.66426644,0.0357108824124874
-4240588.058805894,0.035710906923896
-4240533.453345348,0.0357109319867918
-4240478.847884802,0.0357109575914639
-4240424.242424256,0.0357109837279661
-4240369.63696371,0.0357110103861206
-4240315.031503164,0.0357110375555221
-4240260.426042618,0.035711065225542
-4240205.820582072,0.0357110933853329
-4240151.215121526,0.0357111220238322
-4240096.60966098,0.0357111511297676
-4240042.004200434,0.0357111806916606
-4239987.398739887,0.0357112106978322
-4239932.793279341,0.0357112411364064
-4239878.187818795,0.0357112719953162
-4239823.582358249,0.0357113032623076
-4239768.9768977035,0.0357113349249451
-4239714.3714371575,0.0357113669706165
-4239659.7659766115,0.0357113993865381
-4239605.160516066,0.0357114321597598
-4239550.55505552,0.0357114652771707
-4239495.949594974,0.0357114987255041
-4239441.344134428,0.0357115324913431
-4239386.738673882,0.0357115665611261
-4239332.133213336,0.0357116009211522
-4239277.527752789,0.035711635557587
-4239222.922292243,0.0357116704564683
-4239168.316831697,0.0357117056037117
-4239113.711371151,0.0357117409851163
-4239059.105910605,0.035711776586371
-4239004.500450059,0.0357118123930597
-4238949.894989513,0.0357118483906682
-4238895.289528967,0.035711884564589
-4238840.684068421,0.0357119209001286
-4238786.078607875,0.0357119573825126
-4238731.473147329,0.0357119939968922
-4238676.867686783,0.0357120307283506
-4238622.262226236,0.0357120675619088
-4238567.65676569,0.0357121044825318
-4238513.051305144,0.0357121414751354
-4238458.445844598,0.0357121785245917
-4238403.840384052,0.0357122156157361
-4238349.234923506,0.0357122527333733
-4238294.62946296,0.0357122898622833
-4238240.024002414,0.0357123269872287
-4238185.418541868,0.0357123640929602
-4238130.813081322,0.0357124011642231
-4238076.207620776,0.0357124381857642
-4238021.60216023,0.0357124751423377
-4237966.996699683,0.0357125120187118
-4237912.391239137,0.035712548799675
-4237857.785778591,0.0357125854700427
-4237803.180318045,0.0357126220146632
-4237748.574857499,0.0357126584184246
-4237693.9693969535,0.0357126946662606
-4237639.3639364075,0.0357127307431574
-4237584.7584758615,0.0357127666341597
-4237530.1530153155,0.0357128023243769
-4237475.54755477,0.03571283779899
-4237420.942094224,0.0357128730432572
-4237366.336633678,0.0357129080425204
-4237311.731173131,0.0357129427822117
-4237257.125712585,0.035712977247859
-4237202.520252039,0.0357130114250927
-4237147.914791493,0.0357130452996516
-4237093.309330947,0.0357130788573889
-4237038.703870401,0.0357131120842783
-4236984.098409855,0.03571314496642
-4236929.492949309,0.0357131774900466
-4236874.887488763,0.0357132096415291
-4236820.282028217,0.0357132414073826
-4236765.676567671,0.0357132727742721
-4236711.071107125,0.0357133037290183
-4236656.465646578,0.0357133342586031
-4236601.860186032,0.0357133643501755
-4236547.254725486,0.0357133939910569
-4236492.64926494,0.0357134231687465
-4236438.043804394,0.0357134518709269
-4236383.438343848,0.0357134800854694
-4236328.832883302,0.0357135078004391
-4236274.227422756,0.0357135350041003
-4236219.62196221,0.0357135616849212
-4236165.016501664,0.0357135878315795
-4236110.411041118,0.0357136134329668
-4236055.805580572,0.0357136384781938
-4236001.200120025,0.0357136629565949
-4235946.594659479,0.0357136868577327
-4235891.989198933,0.035713710171403
-4235837.383738387,0.0357137328876391
-4235782.778277841,0.0357137549967158
-4235728.172817295,0.0357137764891544
-4235673.567356749,0.0357137973557264
-4235618.961896203,0.0357138175874577
-4235564.3564356575,0.0357138371756326
-4235509.7509751115,0.0357138561117977
-4235455.1455145655,0.0357138743877658
-4235400.54005402,0.0357138919956193
-4235345.934593473,0.035713908927714
-4235291.329132927,0.0357139251766823
-4235236.723672381,0.0357139407354368
-4235182.118211835,0.0357139555971735
-4235127.512751289,0.0357139697553747
-4235072.907290743,0.035713983203812
-4235018.301830197,0.0357139959365495
-4234963.696369651,0.0357140079479462
-4234909.090909105,0.0357140192326588
-4234854.485448559,0.0357140297856441
-4234799.879988013,0.0357140396021615
-4234745.274527467,0.0357140486777752
-4234690.66906692,0.0357140570083562
-4234636.063606374,0.0357140645900847
-4234581.458145828,0.0357140714194515
-4234526.852685282,0.0357140774932601
-4234472.247224736,0.035714082808628
-4234417.64176419,0.0357140873629887
-4234363.036303644,0.0357140911540924
-4234308.430843098,0.0357140941800079
-4234253.825382552,0.0357140964391229
-4234199.219922006,0.035714097930146
-4234144.61446146,0.0357140986521065
-4234090.009000914,0.0357140986043558
-4234035.403540367,0.0357140977865676
-4233980.798079821,0.0357140961987384
-4233926.192619275,0.0357140938411881
-4233871.587158729,0.0357140907145595
-4233816.981698183,0.035714086819819
-4233762.376237637,0.0357140821582562
-4233707.770777091,0.0357140767314833
-4233653.165316545,0.0357140705414356
-4233598.559855999,0.03571406359037
-4233543.954395453,0.035714055880865
-4233489.3489349075,0.0357140474158196
-4233434.7434743615,0.0357140381984526
-4233380.138013815,0.0357140282323014
-4233325.532553269,0.0357140175212205
-4233270.927092723,0.035714006069381
-4233216.321632177,0.0357139938812682
-4233161.716171631,0.0357139809616807
-4233107.110711085,0.0357139673157282
-4233052.505250539,0.03571395294883
-4232997.899789993,0.0357139378667128
-4232943.294329447,0.0357139220754086
-4232888.688868901,0.0357139055812524
-4232834.083408355,0.03571388839088
-4232779.477947809,0.0357138705112255
-4232724.872487262,0.0357138519495183
-4232670.267026716,0.0357138327132808
-4232615.66156617,0.035713812810325
-4232561.056105624,0.0357137922487502
-4232506.450645078,0.0357137710369391
-4232451.845184532,0.0357137491835552
-4232397.239723986,0.0357137266975387
-4232342.63426344,0.0357137035881039
-4232288.028802894,0.0357136798647348
-4232233.423342348,0.0357136555371817
-4232178.817881802,0.0357136306154576
-4232124.212421256,0.0357136051098335
-4232069.606960709,0.0357135790308353
-4232015.001500163,0.0357135523892389
-4231960.396039617,0.035713525196066
-4231905.790579071,0.0357134974625801
-4231851.185118525,0.0357134692002816
-4231796.579657979,0.0357134404209033
-4231741.974197433,0.0357134111364058
-4231687.368736887,0.0357133813589727
-4231632.763276341,0.0357133511010055
-4231578.157815795,0.0357133203751186
-4231523.552355249,0.0357132891941347
-4231468.946894703,0.0357132575710788
-4231414.3414341565,0.0357132255191737
-4231359.735973611,0.0357131930518341
-4231305.130513065,0.0357131601826615
-4231250.525052519,0.0357131269254385
-4231195.919591973,0.0357130932941231
-4231141.314131427,0.0357130593028433
-4231086.708670881,0.0357130249658909
-4231032.103210335,0.0357129902977163
-4230977.497749789,0.0357129553129218
-4230922.892289243,0.0357129200262563
-4230868.286828697,0.0357128844526089
-4230813.681368151,0.0357128486070028
-4230759.075907604,0.0357128125045893
-4230704.470447058,0.0357127761606414
-4230649.864986512,0.0357127395905476
-4230595.259525966,0.0357127028098054
-4230540.65406542,0.0357126658340153
-4230486.048604874,0.0357126286788737
-4230431.443144328,0.0357125913601671
-4230376.837683782,0.0357125538937652
-4230322.232223236,0.0357125162956143
-4230267.62676269,0.0357124785817308
-4230213.021302144,0.0357124407681946
-4230158.415841598,0.0357124028711423
-4230103.810381051,0.0357123649067604
-4230049.204920505,0.0357123268912789
-4229994.599459959,0.0357122888409643
-4229939.993999413,0.0357122507721127
-4229885.388538867,0.0357122127010432
-4229830.783078321,0.0357121746440911
-4229776.177617775,0.035712136617601
-4229721.572157229,0.0357120986379198
-4229666.966696683,0.0357120607213902
-4229612.361236137,0.0357120228843435
-4229557.755775591,0.0357119851430931
-4229503.150315045,0.0357119475139271
-4229448.544854499,0.035711910013102
-4229393.9393939525,0.0357118726568359
-4229339.3339334065,0.0357118354613009
-4229284.7284728605,0.0357117984426171
-4229230.123012315,0.0357117616168456
-4229175.517551769,0.0357117249999814
-4229120.912091223,0.0357116886079469
-4229066.306630677,0.0357116524565851
-4229011.701170131,0.0357116165616529
-4228957.095709585,0.0357115809388145
-4228902.490249039,0.0357115456036346
-4228847.884788493,0.0357115105715718
-4228793.279327947,0.0357114758579722
-4228738.6738674,0.0357114414780624
-4228684.068406854,0.0357114074469439
-4228629.462946308,0.0357113737795855
-4228574.857485762,0.035711340490818
-4228520.252025216,0.0357113075953271
-4228465.64656467,0.0357112751076474
-4228411.041104124,0.0357112430421562
-4228356.435643578,0.0357112114130673
-4228301.830183032,0.0357111802344247
-4228247.224722486,0.0357111495200969
-4228192.61926194,0.0357111192837707
-4228138.013801394,0.0357110895389453
-4228083.408340847,0.0357110602989265
-4228028.802880301,0.0357110315768212
-4227974.197419755,0.0357110033855311
-4227919.591959209,0.0357109757377478
-4227864.986498663,0.0357109486459468
-4227810.381038117,0.0357109221223824
-4227755.775577571,0.035710896179082
-4227701.170117025,0.0357108708278412
-4227646.564656479,0.0357108460802185
-4227591.959195933,0.0357108219475303
-4227537.353735387,0.0357107984408456
-4227482.748274841,0.0357107755709817
-4227428.142814294,0.035710753348499
-4227373.537353748,0.0357107317836966
-4227318.9318932025,0.0357107108866074
-4227264.3264326565,0.0357106906669939
-4227209.7209721105,0.0357106711343441
-4227155.115511565,0.0357106522978667
-4227100.510051019,0.0357106341664874
-4227045.904590473,0.0357106167488447
-4226991.299129927,0.0357106000532862
-4226936.693669381,0.0357105840878646
-4226882.088208835,0.0357105688603342
-4226827.482748289,0.0357105543781475
-4226772.877287742,0.0357105406484514
-4226718.271827196,0.0357105276780843
-4226663.66636665,0.0357105154735728
-4226609.060906104,0.0357105040411286
-4226554.455445558,0.0357104933866459
-4226499.849985012,0.0357104835156982
-4226445.244524466,0.035710474433536
-4226390.63906392,0.0357104661450842
-4226336.033603374,0.0357104586549397
-4226281.428142828,0.0357104519673692
-4226226.822682282,0.0357104460863071
-4226172.217221736,0.0357104410153535
-4226117.611761189,0.0357104367577726
-4226063.006300643,0.0357104333164906
-4226008.400840097,0.0357104306940946
-4225953.795379551,0.0357104288928309
-4225899.189919005,0.0357104279146038
-4225844.584458459,0.0357104277609746
-4225789.978997913,0.0357104284331607
-4225735.373537367,0.0357104299320344
-4225680.768076821,0.0357104322581225
-4225626.162616275,0.0357104354116057
