C,C_error,I,I_error,a13kF
1.7606679553313933,0.0150483397990714,0.0422606526562088,0.0028351134337802,0.1403479461516132
2.363852201343457,0.0405229724259565,0.0523798580993764,0.0043746751011312,0.12404020329559014
1.7600081560464025,0.0247933371068793,0.0405177886155246,0.0035311246714816,0.13942877602205694
1.1969123217416031,0.0102589580895633,0.028032634658651,0.0022757409219824,0.13469828681935045
1.6673883295895702,0.0226532420345149,0.0369771416958726,0.0037473101899948,0.1291828111054438
0.90336408346544,0.0135796990563329,0.0243357584473244,0.002320467098259,0.1418216593858837
0.6793605071159948,0.0126994855687551,0.0167209459364086,0.0022140125955472,0.14207221085823935
2.3733988640289985,0.0460804684373691,0.0373487094496896,0.0030793370036736,0.11788856180025756
2.534138833197791,0.0466497353834447,0.04186412369934,0.0022257308914898,0.11788856180025756
1.9477560297168837,0.0262301031328766,0.0357683110706784,0.002325949153479,0.12661600933059594
2.204948139388457,0.0374787881500704,0.0399771951790612,0.0022400726849466,0.12421652208153025
2.550437268596802,0.0471056476527667,0.0401077668932378,0.0027941280259604,0.11695662179301101
1.392817310099074,0.0177356749959822,0.0279102438278666,0.0014874947424728,0.13169959586651728
1.5661153075815384,0.0191314205207654,0.0253702571440622,0.0019391498539896,0.12880105184026988
2.4000376180403493,0.0726384776928416,0.0376802156985552,0.0020510271342522,0.11459361817302076
1.4840050793784365,0.0163182100170902,0.0201718168038646,0.00180199604038,0.13691419916444847
1.985324975084102,0.0336536113571709,0.0349386906629852,0.0019223374298114,0.12975334400323596
1.7283370214457174,0.0373650582407316,0.0380801673171452,0.0033963519067514,0.12899207270267551
2.014012850925777,0.0575040394947302,0.0382159725641868,0.0031845721185848,0.12050505643464672
1.23699422726942,0.0269313059008145,0.0233837731158328,0.0025836671508068,0.13302241219720662
0.8169447662295131,0.0141627313284056,0.0120873143560372,0.0035749090151936,0.13469828681935045
