xs,ys
-4290945.624562461,1.826577390430892e-06
-4290875.61756176,1.8569510702784864e-06
-4290805.610561061,1.8875718703854156e-06
-4290735.60356036,1.9184395611487224e-06
-4290665.5965596605,1.9495539081373163e-06
-4290595.589558961,1.9809146720948294e-06
-4290525.58255826,2.012521608938297e-06
-4290455.575557561,2.044374469757044e-06
-4290385.56855686,2.0764730008156193e-06
-4290315.56155616,2.1088169435508067e-06
-4290245.55455546,2.1414060345753476e-06
-4290175.54755476,2.1742400056748418e-06
-4290105.54055406,2.207318583811812e-06
-4290035.53355336,2.240641491122809e-06
-4289965.526552659,2.2742084449225776e-06
-4289895.51955196,2.3080191577012824e-06
-4289825.512551259,2.342073337129051e-06
-4289755.50555056,2.3763706860532127e-06
-4289685.498549859,2.410910902503074e-06
-4289615.491549159,2.445693679687432e-06
-4289545.48454846,2.4807187059988393e-06
-4289475.477547759,2.515985665013807e-06
-4289405.47054706,2.5514942354926077e-06
-4289335.463546359,2.58724409138421e-06
-4289265.456545659,2.6232349018239746e-06
-4289195.449544959,2.659466331139244e-06
-4289125.442544259,2.695938038847279e-06
-4289055.435543559,2.7326496796609366e-06
-4288985.428542859,2.7696009034867396e-06
-4288915.421542158,2.8067913554309323e-06
-4288845.414541459,2.844220675797565e-06
-4288775.407540758,2.8818885000948085e-06
-4288705.4005400585,2.9197944590331727e-06
-4288635.393539359,2.9579381785315313e-06
-4288565.386538658,2.996319279718091e-06
-4288495.379537959,3.034937378931396e-06
-4288425.372537258,3.0737920877266813e-06
-4288355.365536558,3.112883012874571e-06
-4288285.358535858,3.1522097563678676e-06
-4288215.351535158,3.1917719154206653e-06
-4288145.344534458,3.2315690824754082e-06
-4288075.337533758,3.2716008452017223e-06
-4288005.330533057,3.3118667865041477e-06
-4287935.323532358,3.352366484521074e-06
-4287865.316531657,3.393099512632426e-06
-4287795.309530958,3.4340654394588466e-06
-4287725.302530258,3.475263828869182e-06
-4287655.295529557,3.516694239982508e-06
-4287585.288528858,3.558356227170201e-06
-4287515.281528157,3.600249340063764e-06
-4287445.274527458,3.642373123554397e-06
-4287375.267526757,3.6847271178013144e-06
-4287305.260526057,3.7273108582316123e-06
-4287235.253525357,3.7701238755489604e-06
