detuning(MHz),scaled_transfer,transfer_error
-4.200000000000003,7.991015076272466e-05,0.0009140674526669
-4.18,0.0005098399701555,0.0005999930874354
-4.160000000000004,-5.985241988651003e-05,0.0010037467362337
-4.140000000000001,0.0003376982215349,0.0007163103779353
-4.1200000000000045,0.0004838573780421,0.0008049261339681
-4.100000000000001,6.026753755280718e-05,0.0002169716628899
-4.080000000000005,7.113607281590843e-06,0.0003101655241678
-4.060000000000002,0.00058393847359,0.0005397671078483
-4.040000000000006,0.0012026524862252,0.0004044930054234
-4.020000000000003,0.0016095998820929,0.0001464434056874
-4.0,0.0020159812084156,0.0002083494892322
-3.980000000000004,0.0020456243835864,0.0001498251007318
-3.960000000000001,0.0016966047711523,0.000469639518654
-3.940000000000005,0.0009399962173663,0.0007682137525141
-3.9200000000000017,0.0005029905286616,0.0005655577329428
-3.9000000000000057,0.0001189689493645,0.0006533565655528
-3.8800000000000026,0.0003453967673463,0.0002046397149965
-3.8600000000000065,0.000786861826133,0.0003608151635093
-3.8400000000000034,-6.726793092541085e-05,0.0007716818017271
-3.82,-8.079699304982038e-05,0.0006475571192178
-3.800000000000004,0.0002018981377003,0.0002113438770797
