x,y
-4.202101050525425485e+00,1.054973234136627090e-04
-4.196067883187987846e+00,1.074514561070065590e-04
-4.190034715850550207e+00,1.100938098274226547e-04
-4.184001548513112567e+00,1.121256356416619335e-04
-4.177968381175674040e+00,1.141945020683378029e-04
-4.171935213838236400e+00,1.163010769687892353e-04
-4.165902046500798761e+00,1.184460401494805392e-04
-4.159868879163361122e+00,1.206300835739916149e-04
-4.153835711825923482e+00,1.228539115787289488e-04
-4.147802544488484955e+00,1.251182410924188328e-04
-4.141769377151047316e+00,1.274238018594458296e-04
-4.135736209813609676e+00,1.290763820687087517e-04
-4.129703042476172037e+00,1.314627479456653594e-04
-4.123669875138734398e+00,1.338926763939439317e-04
-4.117636707801296758e+00,1.363673431934004602e-04
-4.111603540463859119e+00,1.388871672764269768e-04
-4.105570373126420591e+00,1.414530866068083566e-04
-4.099537205788982952e+00,1.440659529182861597e-04
-4.093504038451545313e+00,1.467266051406319308e-04
-4.087470871114107673e+00,1.494359064846630840e-04
-4.081437703776670034e+00,1.521947443406281692e-04
-4.075404536439231507e+00,1.550039952566462141e-04
-4.069371369101793867e+00,1.578645781013152366e-04
-4.063338201764356228e+00,1.607774191096627962e-04
-4.057305034426918589e+00,1.637434609642679983e-04
-4.051271867089480949e+00,1.667636630812558394e-04
-4.045238699752042422e+00,1.698390019011252242e-04
-4.039205532414604782e+00,1.729704711844844340e-04
-4.033172365077167143e+00,1.761590823127814334e-04
-4.027139197739729504e+00,1.794058645941010600e-04
-4.021106030402291864e+00,1.827116857132827111e-04
-4.015072863064853337e+00,1.860779696182002251e-04
-4.009039695727416586e+00,1.895056232851718156e-04
-4.003006528389978058e+00,1.929957508913304287e-04
-3.996973361052540419e+00,1.965494761484699545e-04
-3.990940193715102779e+00,2.001679426410398605e-04
-3.984907026377664696e+00,2.038523141698016098e-04
-3.978873859040227057e+00,2.076037751012498641e-04
-3.972840691702789417e+00,2.114241243798129681e-04
