cyc,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
80,1.35,80,9472.76,-0.295844,20.9151,-11.9256,92.034,0.370937,-217.072,0.0771953,0.926528,-5.07626,-8.11586,-6.22539,-1.77308,-247.494,-34.548,21.5712,11568.3,10740.8,2.48493,-3.51786,-4.99906,-4.66699,-0.214679,0.541945,312.586,47.2848,11915.5,0.0310004,0.790687,0.00725708,10083.3 
81,1.2,81,9761.41,-0.0893142,20.7687,12.0901,92.0596,0.00724671,28.9408,0.000542684,1.49388,-0.47476,-8.08994,-0.674967,-5.42528,-213.039,-49.9875,36.0822,11866.1,8180.81,2.83533,0.866687,-5.40705,0.66648,-4.08384,-0.0555709,248.82,58.2161,12164.9,0.0243367,0.709499,0.00873851,10224 
82,1.4,82,9244.07,-0.369266,19.5763,12.3962,91.9809,-0.020537,968.861,318.518,-5.67827,-4.11928,-4.15981,-4.58958,-1.00918,-232.891,85.5062,17.2679,11018.9,8547.46,-4.21182,-2.65283,-1.22691,-3.12313,0.457272,0.885948,412.159,41.4643,11345.5,0.0424228,0.8503,0.00668728,9715.51 
83,1.45,83,9759.08,-0.0246011,20.6686,11.7294,92.0445,-0.0266598,23.4963,500,-4.3332,-1.03494,-6.06266,-2.48094,-0.997306,-267.943,67.2885,24.4274,11351.7,7912.28,-2.64604,0.652222,-2.68833,-0.793774,0.689859,0.4383,443.105,52.2656,11727.5,0.0440475,0.8289,0.00814277,10059.7 
84,8,84,8669.07,-0.45999,19.3943,12.399,92.167,0.372603,598.205,499.897,-1.59573,0.254644,-9.19593,-2.95545,0.81341,-306.844,2185.68,44.8039,8739.56,15084,0.336384,2.18676,-5.33169,-1.02334,2.74553,-3.90785,2616.06,76.6838,9169.94,0.25811,0.951206,0.0151709,10135.4 
85,2,85,9331.17,-0.204658,19.7462,12.1286,91.902,-0.265026,267.275,320.435,1.27435,-0.0568675,0.1056,-2.34514,1.52464,-300.345,1276.74,38.0102,10055.3,10102.2,3.16554,1.83432,3.88798,-0.453955,3.41583,0.671893,1698,69.2148,10476.6,0.165034,0.933415,0.0120238,10288.8 
86,1.3,86,9806.63,-0.0319544,20.8751,11.8606,92.1388,0.00522078,33.2244,6.87208e-12,-5.75067,-3.62588,-7.37952,-1.99281,-5.76637,-256.351,-5.17891,26.2408,11808,8065.57,-4.13649,-2.0117,-4.15117,-0.37863,-4.15219,0.720086,354.379,52.8747,12167.6,0.0342998,0.792954,0.00794137,10331.8 
87,1.75,87,9650.05,-0.212195,20.6331,12.0188,91.736,0.0228558,257.731,499.049,-1.80251,-2.01859,-5.30556,-0.642563,1.90127,-274.017,575.182,24.5563,10831.5,8264.51,-0.0770966,-0.293175,-1.85473,1.08285,3.62669,1.74651,959.518,53.0256,11215.8,0.0944732,0.911818,0.00863381,10156.5 
88,1.6,88,10053.3,-0.365053,21.0359,12.3489,91.8706,0.233961,1107.21,56.2285,0.660211,-2.85153,-6.15665,-3.52549,-1.58151,-215.616,367.235,27.5159,11471.4,16889.2,2.01789,-1.49385,-3.4413,-2.16781,-0.223833,0.351787,669.657,49.9175,11773.8,0.064863,0.884605,0.00774947,10324.2 
89,4,89,6031.05,-0.567639,16.6129,11.7605,92.8069,0.19238,180.703,164.05,-2.63876,-2.52983,-3.42373,-1.19565,0.623786,-374.102,7121.51,71.9272,1726.66,7491.78,-0.283139,-0.174211,1.28752,1.15997,2.97941,0.740918,7646.23,110.795,2251.37,0.805515,0.975269,0.083119,9492.35 
90,6,90,7563.01,-0.471345,18.4889,11.7763,92.7906,-2.53882,64.3824,9.34488,-2.34836,0.277461,2.67324,0.684501,-0.438037,-388.066,6765.32,78.9244,3090.21,12408.9,0.0951917,2.72101,7.56034,3.12805,2.00551,0.512554,7309.62,119.243,3634.51,0.710367,0.972244,0.0569923,10289.9 
91,10,91,9806.33,-0.377509,19.8782,12.8693,91.8443,0.345253,130.498,498.57,0.167591,-1.57662,-6.96546,-2.19957,-3.94341,-270.978,702.68,33.4616,11013.8,9794.42,1.87387,0.129659,-3.55291,-0.493294,-2.23713,0.169843,1082.75,61.6152,11393.8,0.103854,0.909434,0.00986341,10425.7 
92,0,92,10090.6,-0.221462,21.1109,12.1259,91.6858,-0.4304,1439.33,1.01256e-09,-0.828752,-4.16052,-9.9505,-2.37222,-2.85499,-266.915,-29.3393,26.7219,11862.7,28499.7,0.851944,-2.47982,-6.58911,-0.691525,-1.1743,0.346501,345.036,54.4534,12237.1,0.0332423,0.783586,0.00813049,10379.4 
93,3.5,93,7401.07,-0.131289,18.382,11.2473,92.7309,0.136956,90.15,5.26139e-08,3.564,-1.61229,2.36561,-1.89253,-0.717199,-370.392,6490.07,72.7468,3212.51,7132.22,5.89626,0.719965,7.03013,0.439734,1.61506,0.552254,7009.58,111.229,3732.02,0.696097,0.972981,0.0520447,10069.8 
94,7,94,8178.42,-0.488554,19.0857,12.2097,92.3512,2.31551,423.68,137.876,-4.71725,-3.72244,-6.75164,-4.20807,0.933747,-231.797,4564.48,64.2105,6067,39521.9,-3.25768,-2.26287,-3.83251,-2.7485,2.39331,0.605232,4889.6,88.2934,6392.12,0.482631,0.969368,0.0248133,10131.1 
95,1.55,95,9513.78,-0.0904679,21.2836,11.7515,91.6877,-0.0291415,97.0186,348.701,-0.232562,-3.5345,-7.62221,-3.37162,-3.65075,-269.718,264.72,24.9477,11569.8,8234.05,1.46578,-1.83616,-4.22553,-1.67328,-1.95241,0.486045,643.026,52.9703,11948.1,0.0615896,0.874004,0.00810056,10440.5 
96,5,96,6284.38,-0.0412793,16.3714,11.3412,92.8266,0.0420026,-8.65427,1.44432e-10,-0.421019,-0.589495,-3.2678,-1.99701,-2.00449,-329.609,7596.32,83.3753,1218.81,6056.07,1.65444,1.48597,0.883119,0.0784476,0.0709705,0.78837,8058.63,117.62,1681.12,0.853926,0.975094,0.114169,9437.15 
97,2.4,97,8726.67,-0.366969,20.1314,11.8515,92.2536,0.274311,50.3201,5.05003e-10,1.05118,1.08466,-1.74274,1.04145,-2.42911,-300.398,2913.65,74.1963,7884.59,8216.13,2.94271,2.97619,2.04031,2.93297,-0.537585,0.802956,3334.99,105.406,8305.92,0.328705,0.947588,0.0228433,10145.8 
98,3,98,7550.99,-0.0697264,17.6264,11.6397,92.475,-0.146005,122.164,1.47445e-05,-4.79833,0.728909,-3.4428,-2.33353,1.0831,-248.098,4783.34,79.2222,4864.73,7259.43,-3.23612,2.29112,-0.318389,-0.771327,2.6453,1.52145,5131.32,104.999,5212.71,0.545552,0.965429,0.0357777,9405.74 
99,1.65,99,8486.65,-0.385548,19.5999,11.636,91.7734,-0.0774948,209.345,254.719,1.90329,-5.4134,-8.81422,1.89893,-4.4904,-247.584,271.809,12.5632,10277.3,7952.38,3.46226,-3.85443,-5.69627,3.4579,-2.93142,-0.0241485,619.07,38.2863,10624.6,0.0663438,0.902341,0.00659434,9331.25 
100,2.6,100,8422.05,-0.430459,19.324,11.9931,91.9974,-0.0810035,12.748,360.808,-2.99829,0.736706,1.84691,-0.0930627,-5.26797,-294.346,3421.43,51.6394,7024.93,7577.99,-1.14487,2.59013,5.55375,1.76036,-3.41455,-0.039093,3834.28,82.2208,7437.78,0.386004,0.963831,0.0199571,9933.26 
101,2.1,101,9336.93,-0.167407,19.7629,12.0358,92.0453,0.0843533,-81.0632,500,-1.76473,-4.14407,-13.8695,-4.99441,-3.80763,-264.308,1603.18,35.0856,9528.84,7965.78,-0.100453,-2.4798,-10.541,-3.33013,-2.14335,0.43312,1973.9,62.5461,9899.55,0.195599,0.947462,0.0115047,10091.5 
102,2.2,102,9092.27,-0.338261,20.0013,11.7921,92.0095,-0.221583,757.734,317.352,-1.86377,0.308927,-1.77384,0.840327,-5.53679,-284.806,1908.8,47.851,8945.86,13143.7,-0.0704162,2.10228,1.81286,2.63368,-3.74344,0.337154,2308.27,77.4413,9345.33,0.231488,0.944544,0.0150353,9971.44 
103,1.8,103,9889.22,-0.390195,21.2646,12.1826,91.9005,-0.0200495,641.898,464.192,1.05173,-5.02796,-5.18655,-0.347405,-5.70565,-261.655,633.014,24.9396,11201,8852.13,2.6993,-3.38038,-1.89141,1.30017,-4.05807,0.645166,1000.01,52.1246,11568,0.0953681,0.916408,0.00823204,10485.8 
104,9,104,9186.67,-0.445442,19.7704,12.6483,91.7264,-1.98667,-305.2,415.042,-2.597,-6.57098,-7.78867,-6.09927,-6.62064,-259.738,804.194,28.9226,10670.4,27878.4,-0.961494,-4.93547,-4.51766,-4.46377,-4.98514,0.772565,1168.5,55.9084,11034.7,0.114369,0.922738,0.00924694,10216.9 
105,2.8,105,8001.28,-0.0224863,18.6631,11.4467,92.0502,-0.0154533,7.39677,500,-1.2499,-1.9191,-4.10304,-1.21374,-3.25998,-257.409,4068.39,68.0068,6079.16,6958.14,0.370939,-0.298267,-0.86137,0.407098,-1.63914,0.573736,4429.43,94.7506,6440.2,0.456154,0.963916,0.0263866,9710.39 
106,1.35,106,8557.81,-0.320254,18.5782,12.0948,91.6947,-0.296229,275.177,0.106092,-6.94952,-4.07425,-8.20674,-5.31817,-4.87189,-224.29,-54.2985,25.1784,10394,9968.31,-5.53722,-2.66195,-5.38215,-3.90587,-3.4596,0.743056,260.291,48.4813,10708.6,0.0287889,0.754175,0.00827082,9041.36 
107,1.2,107,9391.97,-0.0278416,20.0661,11.9122,91.8404,0.0267288,-26.2312,500,1.06421,0.996661,-5.97874,-4.87432,-3.23865,-243.667,-26.3127,21.146,11348.4,7804.07,2.59852,2.53097,-2.91012,-3.34001,-1.70434,-0.0301377,315.454,46.4621,11690.2,0.0318595,0.79507,0.00726813,9901.42 
108,1.4,108,10436.2,-0.399853,22.0347,12.3457,91.8085,0.181414,-959.845,32.8379,0.361727,-4.18313,0.848907,-1.11258,-1.1828,-257.825,108.054,27.9757,12312.7,14524.1,1.98518,-2.55967,4.09582,0.510879,0.440657,0.0842968,469.679,54.7628,12674.3,0.043238,0.830535,0.00789645,10862.6 
109,1.45,109,9602.58,-0.0840227,21.1179,11.7123,91.6555,0.0113874,184.279,1.00459e-06,-3.20101,-6.66867,-8.59233,-2.7755,-6.19597,-213.794,195.049,25.2818,11366.1,8120,-1.8548,-5.32247,-5.89992,-1.42929,-4.84977,0.695193,494.916,47.4942,11666,0.0491913,0.856211,0.00744367,10061 
110,8,110,8599.4,-0.0147515,18.6657,12.0425,92.163,0.00420775,-3.00016,499.998,-0.644111,-2.54013,-4.6568,-2.08179,-0.594053,-275.761,2088.25,35.2075,8650.53,7317.83,1.09228,-0.803743,-1.18402,-0.345396,1.14234,-11.0156,2475.03,63.8579,9037.31,0.250366,0.956799,0.0128491,9885.62 
111,2,111,9874.57,-0.112175,21.2275,11.9238,91.7348,0.411309,-191.049,3.88844e-05,-6.08727,-2.20128,-2.2323,-4.14385,0.435622,-280.25,1334.9,58.2795,10465.8,10797.6,-4.3226,-0.436617,1.29702,-2.37918,2.20028,1.35622,1727.98,87.3964,10858.9,0.162522,0.918687,0.0146093,10632.3 
112,1.3,112,10422.9,-0.00214151,21.8354,11.954,92.0792,-0.0050783,-0.963279,4.19328,-5.86266,-1.1146,-5.50545,0.364528,-1.5601,-254.164,-5.53973,19.4178,12320.1,8497.23,-4.26225,0.485806,-2.30464,1.96493,0.0402983,0.434563,350.95,45.8244,12676.6,0.0326594,0.814,0.00661494,10745.8 
113,1.75,113,9010.84,-0.0807407,19.4558,11.9912,91.5929,-0.022985,42.0026,0.00281349,-1.61001,-3.59144,0.106573,0.0453008,-1.14397,-259.034,477.032,6.35451,10466.8,7626.04,0.021057,-1.96037,3.36871,1.67637,0.487101,0.0623897,840.353,33.2672,10830.2,0.0864463,0.935211,0.00562658,9721.09 
114,1.6,114,8918.61,-0.359814,19.8347,11.8242,91.7709,-0.129074,325.607,152.132,-1.18418,-3.58216,-1.72315,-0.887294,0.199168,-267.646,169.564,34.6716,10556.2,9002.84,0.501116,-1.89686,1.64744,0.798001,1.88446,0.438532,544.963,62.479,10931.6,0.0573112,0.832893,0.0104188,9508.84 
115,4,115,6864.98,-0.0220766,17.6131,10.9426,92.6436,-0.0262386,34.3798,5.33691e-11,-2.81712,0.234932,2.66246,-0.360945,-1.11402,-357.381,7183.91,86.4938,2014.38,6303.47,-0.566783,2.48526,7.16313,1.88939,1.13632,0.408364,7685.17,123.624,2515.64,0.788384,0.97262,0.0830106,9748 
116,6,116,6846.27,-0.45361,16.7688,11.936,92.6684,0.339915,-141.001,463.122,0.870522,-0.361698,2.86203,0.887392,0.738566,-311.009,6116.66,100.598,2915.52,8075.82,2.82886,1.59664,6.77871,2.84573,2.69691,0.595225,6552.88,132.91,3351.74,0.704512,0.965722,0.0680744,9301.31 
117,10,117,9876.44,-0.0110214,20.3912,12.264,91.8413,0.0129818,-12.9663,500,-3.38715,-2.02495,-4.63801,-3.17763,-0.022056,-247.97,756.886,7.20771,11043.2,8146.36,-1.82575,-0.463549,-1.51521,-1.61623,1.53934,0.609623,1104.69,32.9708,11391,0.105759,0.950362,0.00530363,10445.3 
118,0,118,9237.51,-0.230969,20.197,11.947,91.7742,0.407513,-316.216,500,-5.61308,0.806612,-4.33801,-4.81972,1.34632,-252.971,-47.1788,9.77584,11323.4,12049.8,-4.02018,2.39951,-1.15222,-3.22683,2.93922,0.62352,307.638,36.0586,11678.2,0.0311255,0.829793,0.00565565,9883.79 
119,3.5,119,7244.67,-0.157586,18.2599,11.3833,92.5542,0.00289021,67.9016,1.30612e-10,-0.174956,-4.65097,-4.06183,-3.17488,-3.2728,-377.877,6512.66,84.0559,3224.07,6772.83,2.20444,-2.27158,0.696956,-0.79549,-0.89341,1.65807,7042.67,123.316,3754.08,0.695846,0.970269,0.0570578,10121 
120,7,120,7710.16,-0.392224,17.2383,12.2956,92.4195,0.788115,-1618.93,13.3824,-0.277755,-2.52353,-0.284229,1.17877,1.07658,-326.405,3822.27,76.5793,5929.6,48434.8,1.77753,-0.468243,3.82634,3.23405,3.13187,0.66732,4280.09,110.491,6387.41,0.449695,0.956776,0.0308813,9517.77 
121,1.55,121,9467.49,-0.0272552,20.6489,11.7131,91.7347,0.000811436,-27.9668,500,-3.15391,-0.715076,-7.13462,-4.06846,-3.7926,-224.251,246.43,30.8537,11241.3,7874.16,-1.74186,0.696974,-4.31052,-2.65641,-2.38055,0.585223,560.964,54.1526,11555.8,0.0558911,0.855479,0.00855854,10036.7 
122,5,122,5854.45,-0.458583,15.5029,11.5573,92.4345,0.271238,-239.923,237.95,1.48385,2.22505,-5.22569,0.0392998,-1.6666,-325.388,6868.36,90.1018,1215.32,7951.09,3.53273,4.27393,-1.12793,2.08818,0.382276,1.12328,7324.75,123.908,1671.71,0.842356,0.971248,0.120135,8695.55 
123,2.4,123,9007.39,-0.457248,20.6998,11.957,91.8967,0.158462,943.511,0.460549,0.118977,0.37845,-3.33925,-2.58064,-2.21945,-311.035,2739.21,68.383,8446.27,12924.2,2.07748,2.33695,0.577755,-0.622137,-0.260941,0.859397,3175.47,100.698,8882.53,0.303607,0.947423,0.0204562,10459.1 
124,3,124,7304.65,-0.0406798,18.1019,11.3214,92.2175,0.0201356,24.0444,500,-2.34603,-3.73754,-5.82853,2.82104,-1.69514,-369.279,4711.67,69.7861,5139.18,6687.2,-0.0207751,-1.41229,-1.17802,5.1463,0.630119,1.37216,5229.62,108.153,5657.13,0.529933,0.965073,0.0340192,9868.47 
125,1.65,125,9563.29,-0.378808,20.449,12.2591,91.7197,4.74364,-8804.3,14.0472,1.11498,-2.02032,-5.61546,-2.47314,-1.79129,-299.062,358.553,38.7121,11090.5,1.36773e+06,2.9981,-0.137207,-1.84924,-0.590028,0.0918209,4.60159,778.016,69.7835,11510,0.0761551,0.864331,0.0110451,10216.2 
126,2.6,126,8447.02,-0.041204,19.1464,11.6342,92.2504,0.0371936,-23.2628,6.66602e-08,-2.52359,1.40637,-0.372004,2.25522,-1.72393,-344.591,3569.74,82.5809,7040.95,7279.55,-0.353794,3.57617,3.96759,4.42502,0.445864,0.671036,4053.06,118.383,7524.27,0.396466,0.951371,0.0281663,10223 
128,2.2,128,9569.17,-0.237411,20.7765,12.1252,91.9845,0.236906,-18.2052,1.4163e-05,-0.489609,-2.95018,-5.41047,2.65985,-0.962823,-283.268,1995.36,54.2693,9655.37,8341.24,1.29405,-1.16652,-1.84314,4.44351,0.82084,1.51938,2392.67,83.6998,10052.7,0.224963,0.942313,0.0151059,10635.9 
129,1.8,129,10225.5,-0.10545,21.7711,12.07,91.7371,0.101333,-550.731,207.241,-1.50294,-0.842658,-1.01217,-2.54263,1.04725,-271.028,663.561,25.1708,11421.7,10370.9,0.20365,0.863935,2.40102,-0.836034,2.75384,0.554245,1043.7,53.3296,11801.9,0.0973494,0.917921,0.00825529,10721.2 
130,9,130,8985.27,-0.0251768,18.8488,12.1171,91.7055,0.00327139,-14.6484,500,3.55994,-3.9359,2.54214,1.11949,-1.53554,-281.499,567.945,18.958,10365,7436.49,5.33246,-2.16337,6.08719,2.89201,0.236989,0.508514,962.776,48.2047,10759.9,0.0983843,0.919439,0.00818517,9785.87 
131,2.8,131,8403,-0.380094,19.0322,11.8552,91.9087,0.689644,-367.046,134.037,-1.95161,0.533402,-0.434086,-2.16117,0.0522399,-329.174,3971.38,78.7974,6343.63,15585.3,0.121112,2.60612,3.71136,-0.0884426,2.12496,0.562087,4433.08,112.997,6805.33,0.442713,0.957298,0.029679,10013.4 
132,1.35,132,9235.42,-0.370061,20.3544,12.1327,91.5526,0.0247089,1100.2,500,0.518602,-3.44983,-0.37596,4.187,-2.22739,-274.459,43.245,18.3559,11200,8924.13,2.2468,-1.72164,3.08043,5.9152,-0.499193,0.658549,428.2,46.8711,11584.9,0.0431312,0.839239,0.00739777,9927.85 
133,1.2,133,10003.9,-0.00696054,21.268,11.9034,91.5141,-0.00569826,-6.02672,500,-4.12942,1.70893,4.92498,0.973894,-2.39629,-332.79,22.4474,6.06104,12067.1,8242.37,-2.03393,3.80443,9.11597,3.06939,-0.300797,0.332411,489.218,40.6367,12533.9,0.0454368,0.873086,0.00593691,10767 
134,1.4,134,10236.4,-0.252604,21.3692,12.3761,91.7898,-0.17559,148.255,0.199345,-1.39841,1.97273,-5.33339,1.341,1.05675,-278.101,31.2052,30.7992,12108.4,9456.69,0.352715,3.72386,-1.83113,3.09213,2.80788,1.2248,421.269,59.6928,12498.4,0.0394817,0.801301,0.00872121,10670 
135,1.45,135,10164.1,-0.0464102,21.2355,12.1906,91.5583,0.213727,-191.529,500,1.78986,1.18562,-7.12078,-0.584437,0.731938,-298.42,49.9113,8.76657,12265.3,9759.79,3.66893,3.06469,-3.36264,1.29464,2.61101,1.46211,468.475,39.7713,12683.8,0.043101,0.87065,0.00574291,10869.2 
136,8,136,10070.2,-0.351259,20.8254,12.8108,91.5864,0.414472,-836.152,5.84883e-08,-5.12075,-2.18577,-3.62265,-3.2831,-2.22894,-296.881,2367.29,44.8815,9746.39,19966.7,-3.25137,-0.316391,0.116118,-1.41371,-0.359552,1.02222,2783.69,75.7264,10162.8,0.250396,0.954557,0.0135403,11117.2 
137,2,137,9010.86,-0.0732919,20.1195,11.752,91.9543,0.069194,37.2867,499.97,-1.35236,-5.93748,-4.37927,-2.86756,0.0825376,-365.773,1216.45,38.9683,10105.6,7781.03,0.950812,-3.6343,0.227082,-0.564384,2.38571,1.35757,1729.49,76.9707,10618.6,0.165711,0.927744,0.0131768,10436.8 
138,1.3,138,10470.8,-0.447405,22.0884,12.5939,91.5799,0.334206,901.619,5.9065,-5.66187,-8.96044,-4.57022,1.13015,0.0657091,-295.173,142.234,33.3286,12531.6,18864.8,-3.80325,-7.10181,-0.852975,2.98878,1.92433,0.875386,556.242,63.9959,12945.6,0.0497906,0.832405,0.00902417,11171.6 
139,1.75,139,8806.69,-0.0856093,19.4185,11.7873,91.7233,-0.122251,293.198,2.32932e-06,0.401739,0.868275,-3.70547,0.634156,-1.75635,-239.848,486.789,24.3535,10454.5,8618.02,1.912,2.37853,-0.68495,2.14441,-0.246089,1.12445,823.199,49.2728,10790.9,0.0851141,0.905185,0.00834118,9671.71 
140,1.6,140,9869.17,-0.35817,21.1959,12.1231,91.6957,-0.0578789,402.723,500,-5.14055,-5.89745,-3.59272,0.487498,-1.4683,-257.658,349.019,44.4886,11388,9123.68,-3.51815,-4.27505,-0.347913,2.1099,0.154106,0.940802,710.409,71.2582,11749.4,0.0686722,0.850676,0.0110486,10344.9 
141,4,141,6561.58,-0.00625711,16.7051,11.26,92.3885,-0.0181169,6.1394,500,-2.23979,-0.679369,0.404798,-0.142547,-0.965594,-371.908,7232.99,89.082,1846.94,6126.9,0.102015,1.66243,5.0884,2.19926,1.37621,0.512059,7754.63,127.722,2368.57,0.799705,0.971984,0.0903573,9696.86 
142,6,142,7323.58,-0.0413236,17.5063,11.6764,92.1336,0.0905018,-52.1863,1.71472e-07,-0.839274,-0.756509,-2.90435,2.45771,1.48929,-361.041,6558.39,70.3921,3228.46,6807.97,1.4341,1.51687,1.64241,4.73109,3.76267,0.874502,7064.78,107.903,3734.86,0.697593,0.973967,0.0505306,10127.4 
143,10,143,10173.2,-0.062026,20.6979,12.593,91.9272,-0.0633221,68.3429,497.081,-0.225561,-4.9344,-7.56463,0.346394,2.74086,-289.476,912.688,45.5684,11318,8625.89,1.59719,-3.11165,-3.91913,2.16914,4.56361,4.01665,1318.71,75.6438,11724.1,0.120623,0.908774,0.0117457,10932.4 
144,0,144,10657.1,-0.00559786,21.5605,12.3195,91.787,0.000509676,1.4162,4.0116e-11,-4.6416,-0.541853,-3.92561,-6.19685,3.45076,-263.52,45.1391,10.8756,12503.8,8646.68,-2.98228,1.11746,-0.606972,-4.53753,5.11008,0.680413,414.752,38.2544,12873.4,0.0378046,0.861022,0.00544417,10970.9 
145,3.5,145,7918.78,-0.539628,19.0317,12.2534,92.4106,0.589825,217.846,362.296,-1.28418,0.258017,0.483376,2.72169,-0.715187,-356.447,7132.75,116.773,3403.34,11774.3,0.960266,2.50247,4.97228,4.96614,1.52926,0.66697,7632.7,153.806,3903.29,0.704553,0.965937,0.0676746,10833.4 
146,7,146,9261.89,-0.0950369,21.1332,11.7397,92.2536,0.101819,-135.615,500,-1.75289,-2.55709,-0.315704,-3.28172,1.92334,-373.479,5074.6,74.6189,6601.9,8525.85,0.598807,-0.205393,4.38769,-0.930021,4.27504,0.460051,5598.44,113.422,7125.74,0.489308,0.96576,0.0284859,11441.5 
147,1.55,147,9664.53,-0.0210695,20.9381,11.5227,91.7034,0.00171923,14.86,500,-0.750163,-0.0249694,-1.46832,-2.36792,3.47534,-250.371,224.119,28.154,11157.3,7854.74,0.826356,1.55155,1.68472,-0.791399,5.05186,0.797585,575.289,54.1665,11508.4,0.0574588,0.858537,0.00859569,10012.2 
148,5,148,6039.05,-0.123588,16.014,10.8531,92.7264,0.0273721,14.6961,499.942,3.62261,-4.0483,2.67288,-2.55303,-0.135241,-296.665,6902.01,95.5771,1259.3,5670.91,5.49063,-2.18028,6.40892,-0.685007,1.73278,0.404765,7318.11,126.399,1675.41,0.841942,0.970661,0.122018,8691.94 
149,2.4,149,8880.83,-0.464029,21.3655,11.4917,91.7669,-0.351751,952.576,466.037,-2.90278,-2.74168,-8.34665,-4.55094,-3.25468,-259.002,3058.16,76.011,7998.04,18900.3,-1.27192,-1.11081,-5.08492,-2.92008,-1.62382,0.576664,3421.44,102.92,8361.31,0.332899,0.949991,0.0221719,10277.7 
150,3,150,7782.97,-0.0165907,18.7999,11.2477,91.9101,2.70413,-1487.08,0.867977,-2.30037,-0.529177,3.42311,-3.07932,0.253069,-309.874,4910.39,80.4303,5214.46,137788,-0.349173,1.42202,7.3255,-1.12812,2.20426,0.226818,5345.02,112.625,5649.09,0.53572,0.964437,0.0354248,9977.27 
151,1.65,151,10016.3,-0.00980189,21.3362,11.7972,91.7851,-0.00831137,-14.2868,500,-5.71041,-4.86988,-5.34307,0.90164,-4.8027,-294.41,403.118,44.0054,11433.7,8197.76,-3.85659,-3.01606,-1.63543,2.75546,-2.94888,0.812052,816.056,74.5935,11846.6,0.0774962,0.862097,0.011466,10530.3 
152,2.6,152,9063.73,-1.62361e-05,20.3802,11.391,92.0166,-0.012783,-1.16564,493.126,-3.14973,-3.08961,0.515612,-1.31222,-4.62638,-280.483,3577.87,65.7496,7406.88,7557.76,-1.3836,-1.32348,4.04787,0.453909,-2.86025,4.79886,3971.28,94.8907,7800.28,0.38305,0.959863,0.0219181,10367.5 
153,2.1,153,9441.07,-0.0215814,20.9549,11.4896,91.7184,0.0144825,-41.2229,500,0.0621726,-1.21633,-1.90915,-2.14169,-2.34527,-270.308,1521.4,32.5383,9960.83,7857.07,1.76423,0.485735,1.49497,-0.439631,-0.643207,0.438424,1900.53,60.6223,10340,0.183108,0.947131,0.0106847,10379.3 
154,2.2,154,8322.14,-0.135727,18.8478,11.5395,91.7965,-1.22494,-22.9131,0.000453815,-3.55116,-2.80379,2.38917,-3.73475,-2.84132,-253.76,1674.33,40.7644,8575.39,7993.85,-1.9533,-1.20593,5.58489,-2.13689,-1.24346,6.84994,2030.25,67.1291,8931.32,0.217048,0.945302,0.0136565,9353.93 
155,1.8,155,9464.77,-0.430094,21.2647,11.9617,91.7836,0.0563347,243.856,115.471,-3.19265,1.0407,3.28,-7.80906,-2.60615,-246.004,743.104,39.2071,10914.3,8727.5,-1.64363,2.58973,6.37805,-6.26004,-1.05713,-911.768,1088.15,64.766,11259.4,0.105432,0.905667,0.010485,10320.8 
156,9,156,10262.5,-0.121199,21.009,12.3168,91.95,0.0783126,-144.184,500,-3.66273,-2.01123,-2.77438,-4.92293,-3.35878,-262.389,699.043,29.621,11461.7,8791.18,-2.01054,-0.35904,0.530004,-3.27073,-1.70659,1.07775,1067.07,56.8822,11829.7,0.0991016,0.914673,0.00877986,10767.4 
157,2.8,157,8694.92,-0.0310172,20.1908,11.1002,92.0719,0.0135163,-10.4216,499.491,0.210682,2.90326,0.0961437,-1.17223,-3.56041,-323.883,4331.64,88.9162,6279.48,7300.52,2.25008,4.94266,4.17495,0.867175,-1.52101,0.610323,4785.91,122.566,6733.76,0.46431,0.957105,0.0324418,10307.6 
158,1.35,158,9966.99,-0.363357,22.063,11.9897,91.3053,0.226908,-58.6772,3.86564e-07,1.32528,-0.923179,0.757625,-3.54466,-0.1409,-202.096,111.759,10.6868,11925.3,9044.68,2.59782,0.349365,3.30271,-2.27211,1.13164,0.353604,395.218,31.6838,12208.7,0.0379785,0.876967,0.00475784,10406.4 
159,1.2,159,11045.4,-0.332036,22.7886,12.1805,91.3275,-0.0671955,551.8,277.654,-0.804127,1.21152,-8.33298,-1.93261,-0.838929,-282.472,-28.6028,1.54881,12547.2,10243.1,0.974525,2.99018,-4.77568,-0.153954,0.939724,-188.451,367.592,30.8966,12943.4,0.0334747,0.871771,0.00437795,10981.2 
160,1.4,160,10274,-0.163625,21.7721,12.1521,91.5374,-0.162459,605.435,500,-2.46401,-2.32591,1.20685,-2.73496,-0.697159,-224.761,23.4649,7.73465,12313.2,11814.7,-1.04875,-0.910652,4.03737,-1.3197,0.718098,-1.73467,338.713,31.0864,12628.4,0.0316732,0.861615,0.0045141,10694 
161,1.45,161,10378.7,-0.111292,21.4792,12.1915,91.5185,0.81383,-270.161,2.12016e-08,-6.11918,-3.68452,-0.526134,-3.35611,-4.24596,-261.483,95.8189,12.0524,12060.7,15681.9,-4.47269,-2.03803,2.76684,-1.70962,-2.59948,1.34358,462.574,39.2195,12427.5,0.0434216,0.870796,0.00577985,10653.1 
