,x,y,yerr
0,4.3313022988,0.0011175255,0.0017980171
1,42.9268300534,0.019657420300000002,0.0017992132
2,67.917515144,0.0302944441,0.0009215214
3,114.1071803768,0.0516201603,0.0019625244
4,204.6298140409,0.09457029900000001,0.0056659146
5,438.494020642,0.1760232608,0.0074148681
6,693.5794052272,0.2486543938,0.012319542400000001
7,974.543017234,0.3182021964,0.0048750669
8,1721.8428499214,0.3860514745,0.0080853522
9,2640.6354511921,0.4443963732,0.0012871461000000001
