,xs,Gammas_Sat,Gammas_Lin
0,0.0,0.0,0.0
1,34.3487045455,0.0166547495,0.0169535977
2,68.6974090909,0.0327258089,0.0339071955
3,103.0461136364,0.048233634500000004,0.050860793200000004
4,137.3948181818,0.0631979656,0.06781439090000001
5,171.7435227273,0.0776378498,0.0847679886
6,206.0922272727,0.0915716671,0.10172158640000001
7,240.4409318182,0.1050171533,0.1186751841
8,274.7896363636,0.11799142280000001,0.13562878180000001
9,309.1383409091,0.13051099,0.1525823796
10,343.4870454545,0.14259179060000002,0.1695359773
11,377.83575,0.1542492019,0.18648957500000002
12,412.1844545455,0.1654980621,0.2034431727
13,446.5331590909,0.1763526895,0.2203967705
14,480.8818636364,0.1868269005,0.2373503682
15,515.2305681818,0.1969340275,0.2543039659
16,549.5792727273,0.20668693540000002,0.27125756370000004
17,583.9279772727,0.2160980384,0.2882111614
18,618.2766818182,0.2251793155,0.3051647591
19,652.6253863636,0.2339423259,0.3221183568
20,686.9740909091,0.2423982238,0.3390719546
21,721.3227954545,0.25055777230000004,0.3560255523
22,755.6715,0.2584313575,0.37297915
23,790.0202045455,0.2660290014,0.38993274780000003
24,824.3689090909,0.2733603747,0.4068863455
25,858.7176136364,0.28043480930000003,0.4238399432
26,893.0663181818,0.2872613099,0.4407935409
27,927.4150227273,0.2938485659,0.4577471387
28,961.7637272727,0.3002049618,0.4747007364
29,996.1124318182,0.3063385885,0.49165433410000003
30,1030.4611363636,0.31225725320000003,0.5086079319
31,1064.8098409091,0.3179684897,0.5255615296
32,1099.1585454545,0.3234795675,0.5425151273000001
33,1133.50725,0.32879750150000003,0.559468725
34,1167.8559545455,0.3339290608,0.5764223228
35,1202.2046590909,0.338880777,0.5933759205
36,1236.5533636364,0.3436589531,0.6103295182
37,1270.9020681818,0.348269671,0.6272831160000001
38,1305.2507727273,0.3527187995,0.6442367137
39,1339.5994772727,0.35701200180000003,0.6611903114000001
40,1373.9481818182,0.3611547425,0.6781439091
41,1408.2968863636,0.3651522948,0.6950975069
42,1442.6455909091,0.369009747,0.7120511046
43,1476.9942954545,0.3727320092,0.7290047023
44,1511.343,0.3763238192,0.7459583
45,1545.6917045455,0.379789749,0.7629118978
46,1580.0404090909,0.3831342102,0.7798654955000001
47,1614.3891136364,0.38636145990000004,0.7968190932
48,1648.7378181818,0.3894756058,0.813772691
49,1683.0865227273,0.392480612,0.8307262887
50,1717.4352272727,0.3953803033,0.8476798864
51,1751.7839318182,0.3981783707,0.8646334841000001
52,1786.1326363636,0.4008783757,0.8815870819
53,1820.4813409091,0.403483755,0.8985406796000001
54,1854.8300454545,0.4059978251,0.9154942773
55,1889.17875,0.4084237858,0.9324478751
56,1923.5274545455,0.4107647252,0.9494014728
57,1957.8761590909,0.413023623,0.9663550705
58,1992.2248636364,0.4152033544,0.9833086682000001
59,2026.5735681818,0.4173066939,1.000262266
60,2060.9222727273,0.4193363188,1.0172158637
61,2095.2709772727,0.4212948125,1.0341694614
62,2129.6196818182,0.42318466790000003,1.0511230592
63,2163.9683863636,0.4250082906,1.0680766569
64,2198.3170909091,0.4267680017,1.0850302546
65,2232.6657954545,0.42846604120000004,1.1019838523
66,2267.0145,0.4301045704,1.1189374501
67,2301.3632045455,0.43168567490000004,1.1358910478
68,2335.7119090909,0.4332113674,1.1528446455
69,2370.0606136364,0.43468358970000004,1.1697982433
70,2404.4093181818,0.43610421580000003,1.186751841
71,2438.7580227273,0.4374750539,1.2037054387
72,2473.1067272727,0.4387978491,1.2206590364
73,2507.4554318182,0.440074285,1.2376126342
74,2541.8041363636,0.4413059862,1.2545662319
75,2576.1528409091,0.4424945208,1.2715198296
76,2610.5015454545,0.4436414013,1.2884734274
77,2644.85025,0.4447480878,1.3054270251
78,2679.1989545455,0.4458159888,1.3223806228
79,2713.5476590909,0.44684646370000003,1.3393342205
80,2747.8963636364,0.44784082410000003,1.3562878183
81,2782.2450681818,0.4488003356,1.373241416
82,2816.5937727273,0.44972621970000004,1.3901950137
83,2850.9424772727,0.45061965470000004,1.4071486115
84,2885.2911818182,0.4514817781,1.4241022092
85,2919.6398863636,0.45231368710000003,1.4410558069000001
86,2953.9885909091,0.4531164406,1.4580094046
87,2988.3372954545,0.4538910604,1.4749630024
88,3022.686,0.45463853260000003,1.4919166001
89,3057.0347045455,0.4553598085,1.5088701978
90,3091.3834090909,0.4560558062,1.5258237956
91,3125.7321136364,0.4567274116,1.5427773933
92,3160.0808181818,0.45737547970000003,1.5597309910000001
93,3194.4295227273,0.4580008353,1.5766845887
94,3228.7782272727,0.4586042743,1.5936381865
95,3263.1269318182,0.45918656500000005,1.6105917842
96,3297.4756363636,0.4597484484,1.6275453819
97,3331.8243409091,0.4602906398,1.6444989797
98,3366.1730454545,0.46081382930000003,1.6614525774
99,3400.52175,0.4613186829,1.6784061751000001
